"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bangladesh","BGD","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2156.4401037798","2188.79685611061","2265.83656391505","2327.68724360638","2372.30219491805","2447.67463634776","2513.91482670832","2580.2441464106","2663.38347953212","2734.88779137308","2825.30047242922","2912.89712493056","2968.87396079106","3055.74720729478","3162.87385844558","3318.83416270037","3497.6639234684","3705.39653256337","3893.50951908067","4054.10455381431","4231.41019473125","4450.3653986366","4682.00652238154","4901.06458775723","5133.75631413233","5405.38648243157","5719.07243278242","6020.26508741242","6386.31123040981","6813.40565425236","6968.14554225294","7366.48997079065","7805.15301880036","",
"Bulgaria","BGR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15083.4183553689","13947.0232316616","13072.3686035177","12982.0106194241","13262.9879175393","13703.4765170611","14491.3400847148","12521.8332627607","13083.3153905511","12052.20955516","12667.4817401117","13416.2768418325","14515.7695513113","15397.4664457311","16524.1613966437","17823.869693437","19181.4870856901","20608.8752610954","22026.1737613276","21426.5297759567","21903.5011865668","22505.1708186463","22805.4046508653","22808.9209812572","23156.7269437102","24096.7537589595","25000.8106542603","25875.6329076208","26765.5295779877","28042.2672739158","27092.1987174304","29406.5795920851","32511.8310411662","",
"Bahrain","BHR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40416.7088318042","43444.4073323294","44757.9375723425","48820.271128178","47097.6125886407","47376.9116834075","47778.9564586309","47755.8329768746","48566.8576568552","49217.1779950695","50419.1389793669","50343.6508797871","50773.2720677922","51894.4694787653","51840.5947270982","51147.7713087172","50582.4078727048","51116.2548662301","50893.9142375822","49128.6921776141","49813.9837514939","50867.7715281612","52210.1472941879","53435.830562441","53656.9983332812","52931.3510029027","52966.9383434648","53451.0337194489","53460.0060683074","54368.1440985063","52429.5943107752","54351.8360757233","56646.628206415","",
"Bahamas, The","BHS","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34316.2180928238","32240.4965080264","30356.6678794042","29795.9086493576","30124.3807016652","30860.1479006114","31596.1727599922","31462.6032385718","32400.6158518935","34187.0404102284","35085.7764090406","35503.334421726","35985.9471797432","35059.6567374721","34894.9034498792","35590.8462367854","35983.7084087411","35993.5551990347","34660.1582382254","32738.1127554367","32777.4185393686","32570.216573231","33214.1824728337","31963.1694456671","32262.3531495115","32287.8742461864","31776.1967115405","32329.7497082141","33034.3031626691","32573.7807129261","24798.9768385646","28908.8970986048","32895.0106850512","",
"Bosnia and Herzegovina","BIH","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2000.80289137459","2424.57610668155","4397.09400808911","5704.85675719052","6486.94127553557","7044.71114862328","7893.94280340531","8055.20528786698","8453.16775463168","8810.81437881622","9460.60096757554","9945.88402724561","10577.9082441603","11337.7497213453","12150.4501413211","11984.8967141641","12300.095960975","12643.5320343796","12774.3090532311","13279.8262909021","13607.9379017462","14383.359505455","15034.5823763907","15707.1373407211","16499.6940682932","17175.210641899","16869.7145026611","18379.5525047191","19355.6722173534","",
"Belarus","BLR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12358.9795905248","12205.0402098603","11009.1435390222","10150.0152962883","8973.06265466154","8065.98895610024","8319.80030479968","9306.8574406438","10134.1779153846","10526.0036150216","11189.1035668896","11778.0859153435","12451.3310156669","13421.9020414477","15061.0677028504","16589.7310182455","18360.782137752","20031.514171701","22151.1097873368","22250.0600651539","24037.6495034558","25389.9791176658","25858.8102274731","26128.3219558852","26564.4311264082","25513.185299818","24846.9596661141","25503.9746734388","26363.5694015715","26798.8630930108","26731.4943486494","27611.1801135156","26526.638023534","",
"Belize","BLZ","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8240.40547445081","9019.69652836266","9963.43815341526","10363.7846884579","10140.3435306777","9956.59868506441","9765.18741225187","9837.55115353418","9866.52539795749","10433.2261221204","11336.5607385375","11533.5375157659","11781.7057965189","12528.3645777469","12735.1171246313","12634.8275551454","12822.7771493152","12869.1825939414","12318.9050295089","11931.594762557","11781.9644783779","11481.909029666","11636.7466864636","11884.1577984908","12091.8940843178","12220.5354954948","11971.6183636655","11523.0105371211","11419.9321726544","11688.6668471641","9934.85853011665","11559.8905984688","12407.0171012924","",
"Bermuda","BMU","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76823.3871989714","74491.1203233743","74987.8658224885","76830.8920361048","76757.3667819592","79562.6667351077","81111.7100695346","84326.7549225112","86974.3007295944","89414.5576002891","96879.1747562666","102761.067073417","100585.891010894","103338.193852791","105048.514677651","106117.992487696","111360.51050873","114438.309374822","111640.544181743","104776.180853739","102956.885768882","99963.0531124867","94317.8768525564","93760.3281405267","90100.2942444752","90661.2572590024","91018.3440275695","95310.8621575171","94831.5444989153","95132.4004291664","88652.2576841826","91508.8303752301","94531.3416070285","",
"Bolivia","BOL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5149.00339182108","5308.93117771749","5287.2192089053","5403.28636189195","5545.77443160016","5695.83912048459","5834.2164614429","6011.7016057868","6200.28853774674","6114.51193356206","6155.80697014747","6149.6519731043","6193.10482515811","6250.90339298402","6399.5003921698","6567.64163011965","6763.48658314488","6949.49509027593","7250.28113089183","7366.3912260969","7541.3677375557","7801.82197725325","8066.86519571028","8475.83875830026","8796.49559337563","9079.79014906055","9321.5916991624","9566.12532513927","9822.95640333228","9895.42007328059","8910.58780651832","9342.97184473106","9565.31572243166","",
"Brazil","BRA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12318.308447857","12231.9945193083","11965.3395089185","12353.3232132233","12870.0572649113","13205.7199421783","13292.4157792191","13539.0356882174","13386.797026903","13259.7769491529","13653.7130920814","13661.8573877123","13902.3392457975","13895.2093384565","14529.0784910135","14827.7340879002","15250.0223213194","16009.5999959071","16659.8654676633","16481.065405294","17556.0950060599","18085.12971859","18267.3652575414","18653.584206099","18587.4544889355","17777.3542667323","17056.0518054948","17145.3055427384","17313.1475383868","17390.7589866621","16709.3883241022","17450.5086501913","17874.329460837","",
"Barbados","BRB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14916.2024259622","14304.9757333372","13448.6676584221","13514.6579845404","13748.6383848306","13993.9344792384","14523.2696259371","15186.7800247858","15728.0376466112","15749.1313442055","16419.2560187109","15987.3707118425","16048.0659409263","16333.19328138","16501.6934776793","17092.5352319808","18062.3268972582","18368.6573554229","18407.7431008306","17407.0164533553","16954.5252426233","16780.3394116396","16685.9700893825","16429.4489299003","16392.0819000677","16754.1117285298","17143.9337962865","17190.0553370756","17009.6830051842","17024.5723071209","14828.8331116543","14686.2199296539","16325.4633539464","",
"Brunei Darussalam","BRN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92869.3305704467","92975.3602174094","94746.7859800151","92599.6675577042","93149.4753000645","94990.9677322277","95459.4021817132","91947.3018460532","89452.5964308977","90239.9286562536","90898.742807973","91523.2507775132","93229.8717731371","94153.6704864822","92944.1712766428","91712.6135128198","94181.5648697619","92847.7960187329","89668.9235870353","86790.5842356903","87755.2440701818","89805.4831731245","89482.4035070744","86501.8834918729","83329.4105378995","82060.8167313485","79171.3372214467","79424.8481491793","78734.757368384","81076.5071129486","81313.0226214412","79364.0945618203","77440.7789811532","",
"Bhutan","BTN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3351.93763593336","3283.76791707111","3571.79305055959","3818.33336573242","4004.15398582075","4236.40596636582","4389.31466045014","4545.93276293762","4725.95905947444","4979.51940779758","5004.45151336846","5278.20949063755","5708.74823076684","6004.25735640588","6214.58571437032","6533.45012822648","6887.59399155985","8052.29986410059","8339.38386696441","8800.82864367258","9742.71285944062","10405.1781685933","10819.240326527","10931.2205845011","11445.3956342742","12092.0383145805","12961.6382974315","13450.4957197631","13812.3671077537","14505.2136755314","12937.9302713404","13423.4288723593","","",
"Botswana","BWA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10237.3586538182","10689.2925185705","10690.5084272594","10585.6332769935","10668.4828071298","11121.9684275823","11483.6804233167","12154.1457528903","11940.0844039631","12816.7763591612","12803.3882248893","12580.8996212103","13097.7015669438","13465.5532188087","13590.2046109133","13956.3081752975","14842.1157399793","15396.3304060836","15577.5327181307","13102.1758952623","14134.0863843022","14800.814682277","14494.4120462721","15799.7300778939","16381.0847187501","15283.5025157368","16055.5292586138","16372.135366978","16712.8961718959","16886.989671474","15130.2984645892","16651.5337042653","17334.8837306508","",
"Central African Republic","CAF","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1514.30735190294","1459.78012171577","1323.23132146893","1285.79859526281","1307.04216947184","1363.1515877936","1274.82911157179","1305.55834770159","1329.78184279019","1339.85350685753","1270.41961489325","1297.59205182013","1315.14555739698","1214.440312789","1259.62467033644","1242.76859225301","1276.13279480638","1310.15277311067","1309.62953635245","1391.77466037585","1426.37396759292","1463.60567731187","1524.27445090494","963.681409403894","965.20510110171","1002.76276460499","1032.22492976439","1058.96908805645","1077.94814707959","1086.92756090086","1069.26742732531","1057.19439503026","1039.27066882973","",
"Canada","CAN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39744.2111750793","38432.5329692766","38318.4999919384","38906.9747165349","40212.620569287","40866.1887861465","41124.2713814582","42460.3886290768","43748.7377395095","45625.4871026037","47525.3088885606","47893.3290775614","48796.242910392","49231.9218635141","50283.0056595662","51409.4729915135","52235.2007189368","52790.8050107149","52742.0370520191","50623.2538398463","51610.8757773152","52711.5893742296","53057.7767584587","53721.1791833795","54712.0247013382","54658.1753650559","54604.006670863","55589.7759025304","56313.5353859486","56569.9571155269","53146.0753123234","55634.8275796301","56716.3683917642","",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16498.7333537385","14899.4425782247","14581.1712786096","14809.6807527719","15411.0951959471","16310.8143373804","17087.254684634","17401.2620997682","17866.3698791665","18197.0787791726","19018.4477429771","19759.679092534","20624.4892957586","21518.4010847387","22882.0365622882","24088.2686248724","25748.471994772","27503.5025859522","28772.0986638257","27841.8388373848","28270.0668588693","29353.8282813665","29684.3000394388","29940.3796522319","30977.613340458","32286.8820905281","33264.5322325133","35091.2680814009","36916.6878973033","38422.721567563","37193.2721551261","39897.052800992","42120.710733467","",
"Switzerland","CHE","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64588.9540954169","63202.5587059156","62482.2270918315","61837.7714274059","62125.7415213421","62008.7272250639","62026.4249119554","63276.4330085687","65000.263164185","65766.6201250798","67987.0046680939","68622.6489324221","68055.6334150035","67530.6977410514","68880.0502599963","70322.1137674308","72728.9237361536","74904.8436936429","76035.8699755876","73366.586005228","74961.3101182379","75476.5490894835","75560.0235898239","76034.8130644133","76877.8061663728","77257.6823334422","77999.457811489","78328.089934291","79977.3072306586","80315.6830344552","78023.3462830438","81603.2073073193","83019.8400472927","",
"Channel Islands","CHI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11127.9215750933","11802.6009142675","12910.7906990802","13549.0232265268","14017.9807609668","15051.9243474688","15857.3539648369","16806.6269519529","17290.4341348574","17038.9870253973","17681.7584413393","18037.1505602642","18413.4254897203","19082.1212752337","20153.8380994844","21122.7375065086","22182.2521448855","23101.0415435229","23737.660268056","23232.4515089559","24345.0402965583","25605.1485894937","26917.6015179716","27541.1208712179","27753.9938564617","28060.8859695745","28215.3044221613","28155.1306462516","28757.3909027335","28456.7307299169","26347.0548721798","29148.2424509188","29691.1935886582","",
