"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"East Asia & Pacific","EAS","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5718.92636833737","5946.79519687555","6178.70752428596","6421.6832510539","6732.83005935362","7080.95131688577","7434.8228743142","7678.89590316866","7587.49603501814","7823.66470263676","8200.77714534742","8431.46449494333","8780.42961745711","9197.43553030266","9715.7361274708","10271.6584731657","10925.526317028","11736.1886066388","12238.3310198958","12566.4662243618","13492.6632778514","14199.2358853616","14882.4494206788","15592.1942635951","16277.0823123362","16979.8739525784","17707.6463082411","18532.3029681182","19366.5958724937","20107.4709468014","19995.2345499001","21188.9026845323","21814.8504710334","",
"Europe & Central Asia (excluding high income)","ECA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20493.2109566372","19233.935847449","16916.1007624255","15569.5378479812","13575.3991402073","13095.807622318","12862.4915510525","13117.9906531162","12820.9585309832","13189.7743680597","14310.2939375931","14844.6954754888","15640.2489512084","16759.1599025373","18133.9960407832","19358.7103691755","20917.6853949819","22563.9394106394","23457.4352118248","21804.9888784804","22816.1867314746","23964.9268163235","24699.5096088225","25357.7879727835","25471.3712956268","25245.6978721048","25410.236986819","26123.0359861218","26800.8536679886","27284.0449416931","26725.2601118374","28441.0161290221","28418.1405687781","",
"Europe & Central Asia","ECS","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28527.7485898945","28118.8826118043","27253.934532278","26598.2131482631","26263.3079236152","26575.9037576803","26870.5465087779","27579.468991646","28081.3332165234","28859.6323214251","30219.4393506002","30957.3322883113","31552.9661964123","32273.5128782943","33454.4608760228","34438.0842231743","35911.2878856876","37377.6416192811","37846.5373677887","35863.8775089129","36755.3045146982","37694.5914671025","37833.4717829902","38067.0245550249","38523.2275722119","38956.5339079828","39480.7714719574","40522.5697729878","41346.6356945697","42034.9130702158","39882.4813740245","42403.7740324969","43516.5865888559","",
"Ecuador","ECU","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10117.3801260058","10318.0904956096","10316.1979743955","10313.1904517765","10548.7985895307","10586.7362516341","10574.7616935689","10836.7513740641","10996.403170586","10296.0242618954","10231.6493058332","10461.0613700193","10702.0982098409","10802.9316851867","11488.3649894402","11889.4462701571","12201.187160062","12256.0070110626","12814.8740156965","12672.4540584441","12903.174800965","13691.7564987546","14234.2949760126","14711.221611479","15043.7576497965","14837.4296163581","14438.2286502653","14552.3668028198","14463.8881028878","14192.012103968","12904.6096023059","13293.0871517821","13530.3964209833","",
"Egypt, Arab Rep.","EGY","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8172.0289644652","8067.10843992464","8234.32669014734","8280.88981819842","8418.76078233549","8618.61683931142","8855.60044708576","9142.77877892048","9447.72733660527","9810.11442944443","10221.0469755959","10366.9907531746","10395.1215845982","10505.4408067761","10715.4032661217","10974.7294868447","11499.7745453546","12076.8429862274","12690.1254071484","13025.895803767","13421.4528150164","13360.0618337044","13352.0741519344","13331.5570560086","13402.4574852777","13683.3111158498","13983.2778425529","14280.9459440619","14759.3312166224","15301.7913709996","15572.7813114912","15820.6713809388","16600.3862380481","",
"Euro area","EMU","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37881.7096169626","38713.9311089257","39093.7254718454","38666.2952822894","39491.2609801024","40353.7802350025","40958.8347597229","41988.3778600923","43172.7420558687","44317.1615091508","45885.8418224307","46758.944840592","47005.4573241197","47121.6692973928","47956.0680811312","48538.8705296051","49896.986436359","51152.977947465","51127.894081932","48629.3081533964","49528.6674751272","50433.0498679062","49855.851701019","49560.2991846043","50072.4328135776","50936.8462260148","51747.4541086411","52996.3164759942","53824.6833385553","54625.9661076366","51137.1392777708","54208.7813739074","55840.5997784031","",
"Eritrea","ERI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31353.7109884573","32070.2451141543","32210.1082603295","31712.9908990991","32314.5568099396","33059.3934712603","33797.8918619851","34902.6661256338","36285.4976301382","37761.5504056123","39565.1933957311","40836.8719530901","41363.6582828152","41833.6710457448","42402.0436363945","43214.3592577387","44233.2555241466","44987.2430302492","44667.9933884536","42608.0181311321","42481.396089892","41985.9763889869","40717.1994237145","40277.5590195081","40962.0167898","42567.3662619036","43823.4508776186","45021.7922539543","45849.0498869727","46424.2866260789","41038.9814959965","43620.6040614123","45787.6980240078","",
"Estonia","EST","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14811.9515105209","15775.1407932207","18038.4333733731","19002.9303907213","18866.5227051669","20669.4865654828","22050.4218956544","23693.1431406446","25654.393361058","27564.2132212273","30363.3576384717","33525.6206402185","36231.4819753672","34464.3687860266","29479.3293093616","30268.8341058893","32565.9999945974","33737.8426152875","34351.9233613785","35479.3104821844","36113.0684270262","37241.7962136748","39351.1861061907","40698.4208134253","42063.8416149709","41749.5078041073","45047.315035037","43876.9955990685","",
"Ethiopia","ETH","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","869.44688201191","774.094524187864","678.769027784772","742.563941155438","741.06061247466","761.068518032389","828.663585314085","828.312665456678","775.565451737739","791.274118477199","814.85957942172","857.096164239105","844.930272588929","802.991747780525","886.155478225166","963.146377759528","1037.74780236143","1124.11780914459","1210.53841344551","1280.68371303262","1401.32249782074","1514.18670011859","1599.26361049091","1720.53735213205","1846.38682967725","1984.06626588034","2113.05461006002","2252.99775982887","2343.08252922197","2472.50996957964","2553.62926307579","2628.34346412648","2698.61443642538","",
"European Union","EUU","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33407.9940258939","33749.8665692351","33980.1054046624","33699.5227604621","34513.3150150337","35410.8517336196","36066.2360122734","36927.7528160292","37969.682521644","38984.8138142322","40455.5647381158","41314.2793991571","41737.4533062468","42039.566625117","43043.7973316214","43783.2618723921","45237.3752273503","46588.2907152312","46852.1572947274","44743.9099118543","45597.3865720406","46547.6215861406","46160.1932909766","46003.0362575063","46656.6576297892","47655.0156473587","48515.5665222461","49892.9556380234","50931.6773260206","51882.3011752623","48900.0185903726","51917.3510593707","53738.6475670813","",
"Fragile and conflict affected situations","FCS","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6201.04830707215","5502.9054456096","5193.01474900543","4765.19590297704","4182.40942986429","3944.79118888805","3879.16802818381","3924.09033736132","4023.85711190939","4053.80042969208","4198.04623798485","4319.56290271882","4406.18436861148","4369.59356226706","4788.35522025849","4925.52333356442","5118.12963951285","5327.45009578324","5452.67394390859","5324.04541820406","5541.57420261455","5548.33879235183","5665.30585118777","5702.21608877732","5619.35005678541","5560.93408095449","5609.52192112715","5629.72563065445","5674.27554287073","5709.60232336216","5321.73067849687","5298.87877044734","5104.99486276381","",
"Finland","FIN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39195.8185323053","36687.6979221218","35280.1622651638","34877.4434242257","36103.6943214569","37482.8107798304","38730.1147826586","41060.9135234778","43186.8798838076","44973.7693156611","47471.6114977952","48599.847864381","49309.8569522887","50178.1239323757","52029.9916511702","53293.6384531875","55227.6333351199","57907.4511195706","58090.3728687829","53145.1228781526","54587.9952853072","55719.8207677304","54680.3167091164","53938.1869145464","53519.5681241856","53633.5805495679","54983.2051876157","56605.5019064609","57174.757497001","57811.2664006779","56368.804214863","57848.6141705053","58634.3699478778","",
"Fiji","FJI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8052.81012098172","7791.43650370949","8245.4186851857","8396.09073920065","8806.38170598064","9010.10014220051","9391.70533764296","9093.37079759852","9105.48609710822","9792.77297604899","9521.22307043614","9609.93912746748","9817.44129852063","9818.40101082313","10238.7159429928","10213.4136911886","10306.4916770307","10132.0222951916","10167.2245288508","9974.55763240331","10226.3204187771","10466.1185288105","10582.3267914895","11054.2699392242","11646.8326430785","12149.3172968147","12430.5770556515","13086.7972018494","13586.0518558325","13514.9932697802","11188.2168054308","10593.9126867971","12643.9316859427","",
"France","FRA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40540.1414827963","40606.2812348045","41050.7567911673","40615.849747515","41418.5782644579","42137.6467168046","42580.8186965283","43420.56321652","44812.2587250686","46106.7498246449","47587.8760697138","48179.1684165148","48372.4580024461","48425.3789123088","49430.9923926884","49877.6905759025","50746.1036933234","51657.1162017295","51500.8617800091","49765.0781336229","50485.7985199715","51344.3652610133","51256.4835594146","51286.2889509085","51534.8040740019","51923.3890466441","52353.8633639783","53398.3221252092","54199.5848398699","55010.3558807515","50724.4943733889","53834.7992971017","54988.3345799934","",
"Faroe Islands","FRO","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","53532.8073219018","51210.248659107","50934.7797888828","52849.7413940213","56551.0122970924","59828.8276387676","63017.976777222","63175.7306646545","63218.5550026083","64489.1956712835","65308.1200504746","67217.507979269","64999.1862078656","68124.1857028549","71530.0129754148","",
"Micronesia, Fed. Sts.","FSM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3228.01101091312","3404.78328227005","3456.37571951945","3627.16247923442","3514.50087501588","3710.4355129979","3577.53681780044","3350.1808960159","3437.23471150287","3480.32246608155","3643.00548949569","3714.02525508957","3732.87371950205","3797.9003799067","3693.04164771379","3785.36489033634","3804.20839830599","3760.57417308801","3697.95547580341","3767.35102409673","3862.49630821788","3974.60897373024","3887.97725236566","3731.90951335975","3631.98207787253","3784.64340774736","3802.62775391404","3886.76534019618","3877.4706935837","3907.17315987355","3774.3965157255","3664.48683963224","3601.31816158719","",
"Gabon","GAB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24837.7519085065","25652.2527337289","24201.7724981968","24497.0709019745","24750.9615553289","25325.448179145","25590.3404490029","26388.9925763382","26629.0499182427","23645.8202444556","22614.2271291922","22502.1612934632","21858.8118591604","21754.9464631903","21306.5660375139","21258.0862674308","20053.9250661804","20610.7791111398","19303.5585663223","18702.5924620055","19354.8068741037","20009.4562840397","20323.9759120557","20730.4634064579","20914.3992334327","21065.2407070108","20911.1167415005","20479.7587218987","20163.3726261301","20479.5768374124","19666.6280268028","19552.3625335025","19718.2553641863","",
"United Kingdom","GBR","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35551.8271474522","35051.0847103796","35096.6276357277","35884.3400784182","37169.705479204","38010.0320960173","38892.3034366787","40702.7552189838","41969.9756924858","43112.8683410754","44814.386849721","45793.4004706286","46417.0943307165","47655.2221253637","48534.6528644697","49522.7417594758","50333.1544815525","51251.414664495","50734.851127071","48028.796532892","48720.5957094612","48894.882257416","49290.6921193107","49839.2263681782","51054.5929860184","51776.2489852598","52372.4780334819","53398.9895977911","53821.4902718369","54397.2905235188","48583.7606864189","52841.6345850474","55183.6260982874","",
"Georgia","GEO","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13439.614857879","10529.5222465888","5757.00505614398","4039.04047857023","3675.12321846771","3915.06345091568","4514.46737091696","5151.97446112952","5445.00687170338","5717.67031043754","5937.12021858188","6319.70296400049","6725.70994658281","7520.10469034731","8005.27737622526","8828.86065573873","9715.59405249063","10994.9194074132","11295.1007908562","10979.8612761896","11749.5585527348","12715.9989456392","13631.9959006183","14167.4439918676","14789.7518784974","15213.3979029341","15646.2041724348","16401.6920705718","17202.7269172612","18090.8381341199","16856.2410730836","18691.1612210787","20612.1943217425","",
"Ghana","GHA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2776.23335712089","2849.72324973575","2887.72020254928","2954.62819233051","2980.98597739763","3032.74144268084","3100.29679150832","3155.41373653553","3224.87965940754","3285.64863725683","3322.54424852961","3364.75064172793","3420.84275010093","3502.35544438177","3601.08366689385","3713.44854794155","3848.19392389193","3912.19756744558","4161.71411607953","4254.08619181969","4478.15903749931","4984.19426410701","5314.96292497408","5565.44502152274","5588.23000615213","5573.40259245339","5628.20204652649","5951.20895833216","6187.44501762234","6453.87502338005","6354.37972865227","6544.2381999688","6616.1150826845","",
"Gibraltar","GIB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2132.1166708088","2101.32983621489","2101.31020534047","2140.29508396568","2159.07528951827","2196.18936114819","2230.04438944864","2297.83667263186","2336.9542602387","2371.92300845756","2384.02951496785","2439.42495396975","2525.91185223352","2500.75666222876","2505.36020969546","2529.89592227345","2507.72217563286","2617.95269573303","2661.28623743541","2567.98621736714","2626.2324599406","2705.9148357664","2796.64904064589","2836.85800951586","2869.58228730003","2904.37749881334","3136.37231343516","3371.86386930779","3496.54887151027","3600.41213880909","3683.84236545878","3735.0898272933","3818.24792487134","",
"Gambia, The","GMB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2701.33135635835","2674.93559446718","2658.30745013821","2641.91121637649","2563.54489519266","2510.63152976337","2492.38654473647","2539.21082537032","2552.1448653317","2637.09961169215","2702.71336080609","2778.46732900216","2612.63046357199","2713.62010948405","2822.10451985359","2675.83264104959","2581.77914915025","2579.57014985097","2657.14733936344","2747.37612516097","2820.85066856517","2512.47311714751","2563.5946683066","2557.98839497144","2448.07994449387","2474.9366175061","2453.26920558626","2502.48933394962","2613.5872051446","2705.42326816313","2652.58408813374","2696.66717305193","2744.77891643894","",
"Guinea-Bissau","GNB","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2361.4892967287","2431.21821513947","2388.16144882041","2360.19303939866","2362.27323511497","2405.2765620088","2629.26162492441","2747.55651473111","1939.4097251706","1922.9168979747","1987.12644185007","1987.77619170707","1924.87279016333","1891.71149160303","1898.69753143334","1932.77211750636","1929.33396247784","1942.18246202671","1953.41861001081","1967.97446613737","2006.14123543827","2112.00712610552","2020.94734162265","2031.39266380242","1997.39047361114","2065.86311440315","2140.63918104462","2212.7402740268","2188.60419218074","2234.27762626939","2131.57414071704","2164.37287781941","2192.41607979796","",
"Equatorial Guinea","GNQ","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1140.22488600733","1087.47366022083","1412.14752956309","1510.98354680127","1698.35187317064","1921.50073866687","3080.87863618145","7408.89824966116","8818.44395523603","10653.6765225382","12043.4842585935","18738.4969466412","21351.1825146799","23234.9725082078","30640.9532580667","34185.5420035781","35164.7387980995","38684.5337919966","43456.0286757064","41984.2000615843","36461.4185841264","37141.2757110473","38575.7312501495","35485.794363638","34223.3136682535","29909.5727693917","26259.7568246193","23887.5298452977","21631.3896153236","19774.9714285746","18320.0816110881","17936.6113034777","18165.1584956516","",
"Greece","GRC","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27036.3861333672","27541.9218652198","27523.6617037073","26924.4302534122","27325.7547588607","27769.4771533126","28438.6779214155","29567.7167690958","30549.5717750584","31367.7198782087","32464.1984055656","33630.1996679755","34821.5907573961","36751.5291082546","38516.1091844763","38633.416971326","40694.742220493","41920.0544064146","41668.7898802754","39771.9777807835","37544.9259228079","33784.3205640961","31560.3310224581","30990.1774289181","31345.7004498218","31491.0356633333","31468.2284117132","31874.8892719973","32472.5125793078","33117.697815281","30096.8249341271","33018.2544152866","35328.7875742252","",
"Grenada","GRD","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8971.03436779865","9030.50747157956","8840.04018214973","8570.77275862711","8631.36121359522","8740.10879115711","9059.58525484559","9450.60130086698","10496.6373570207","11155.2932597509","11634.2316739922","11345.5406697451","11703.5366598567","12751.1886440592","12578.8646272255","14153.4817320971","13498.1417595969","14230.2002319918","14268.8686544945","13234.5099763679","13075.6494419787","13074.8689069102","12813.0470121525","12998.4529619648","13831.3498765601","14598.0794053207","15019.5213783381","15562.304115069","16118.8083368911","16110.6977582787","13788.9066543378","14325.5548482263","15136.2571053634","",
"Greenland","GRL","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37619.556422701","37644.5776191862","35849.4870736657","34108.67836165","35934.1085340757","37073.5778318884","37573.3334066345","38057.1771953735","40936.5450814268","41500.6033685224","44368.720295299","44812.1694853925","44173.9284155575","46004.0781075522","49055.2174880059","51480.1326804102","54494.3100375795","55992.2393212235","59684.3556829567","60206.5380325069","60625.1628549313","60340.0526352868","61267.4653326765","60822.1356274489","63919.1545760603","62503.3971519875","65345.93201087","65396.6827812631","65979.1610559972","67604.0507009986","67560.25390278","68086.4601238175","","",
"Guatemala","GTM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7541.435456176","7609.88057934842","7771.39853723033","7873.19316124935","7989.30065027131","8181.48242850778","8223.4922367339","8382.36284449233","8595.49719844859","8717.1538857666","8814.57061995775","8806.05855427514","8936.42243415018","8967.52188657008","9054.36006068413","9158.75086467157","9455.33130927354","9857.85884492818","9988.14620079554","9848.7645515028","9948.42369380663","10175.8242820887","10293.9156274807","10488.330901226","10766.681964107","11019.3001004401","11128.3212814571","11285.8592327234","11485.0700419865","11761.5633090202","11376.5694734708","12106.4225430833","12424.7709960445","",
"Guam","GUM","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5093.2993465086","5423.7686187818","5837.46216777353","6296.1641698777","6811.89149859088","7134.23095590264","7682.56116097345","8139.68015363568","7987.29013113505","8209.43785509927","8086.41461296719","8262.49513083973","8350.42943148216","8295.02843660447","8426.23783553895","8269.62114304945","8709.20491523772","9358.28414144423","9552.48121748592","9935.57062220471","10392.7596588004","10987.1762478127","11571.0005625243","11938.30787799","12079.927567234","12099.8818121209","12493.4650647833","12889.3106877183","13080.1996408429","13551.9580171172","19482.1321148472","23176.1332006217","37667.7732574892","",
"High income","HIC","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35913.6364527699","36153.8612652423","36617.2484367092","36810.9215196286","37761.0511060406","38614.1068910898","39521.5179999988","40617.9573153609","41484.7097392055","42608.3186885906","44124.9462543024","44540.5513878009","44966.8468995686","45707.3445633441","47031.9165173443","48097.5863260745","49299.7702592352","50315.3464304504","50268.1832575704","48263.1171814008","49432.7832285002","50279.3601204221","50665.1089931743","51105.0893834163","51900.886108179","52846.6299032157","53535.6864438899","54574.022353307","55604.8306320408","56353.8479870504","53712.1583384883","56775.3863840878","58311.7568001469","",
"Hong Kong SAR, China","HKG","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31598.6570810584","33124.5770948924","34895.6267743926","36428.4202197977","37767.11813839","37905.5554990377","37804.0013904945","39402.5166810391","36776.3349090739","37339.8346827575","39848.5054906921","39777.746031081","40258.0651223812","41570.4498620489","44836.0535055503","47938.7206843303","50981.5795769451","53812.8680108454","54630.1277119791","53172.1111480373","56355.2125995937","58672.6365160467","59015.147192713","60601.4357607126","61839.6078922141","62779.5838732314","63749.2362620053","65662.6523894578","66993.7605835687","65388.1407358223","61328.3511838121","65876.8742261933","64166.7190616337","",
"Honduras","HND","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4413.8881964608","4149.41824785055","4279.65547489384","4431.56502767189","4318.32871223994","4459.46354518558","4418.44494430879","4495.56836743729","4535.59101141809","4384.87753606593","4577.83022753271","4577.92361195671","4626.61810048581","4714.77384069198","4885.47273356218","5056.96345059062","5263.41513876891","5462.69878557657","5569.24291484567","5318.59234737405","5403.68468084391","5499.30629028154","5615.72588947083","5664.0791207054","5730.37324044272","5843.72759239643","5964.50805355762","6145.50587187704","6273.61622960203","6332.72606022443","5672.21068448512","6285.9287396567","6440.4178142698","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2181.06562882755","2139.16105801361","2064.09901201212","2013.86857615878","1956.59369717304","1996.78714336347","2039.98029574656","2092.99301652006","2105.87900927411","2111.59532854706","2115.25050733973","2141.14626095497","2148.78224002215","2171.49548985801","2229.77912510263","2290.90790532193","2357.94037315505","2420.09072045667","2486.97804389179","2512.24213966693","2596.88725512867","2635.21234840976","2662.3138390656","2735.1497150477","2812.4776139505","2859.99704295562","2904.68689597544","2961.90621267267","2998.7729608547","3044.01447440502","2966.64107539449","2992.10514447957","3052.32266846889","",
"Croatia","HRV","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17390.7462897367","18697.0989762588","19947.6691067535","20408.421694456","20321.356681019","21129.5160789569","22643.6439334689","23947.5324787061","25281.3079254334","26330.7052121312","27429.5648739348","28815.3396696556","30284.3416543631","30897.2278537567","28697.2187571859","28404.847075598","28479.4466667684","27898.1964665678","27864.9967741228","27859.6502896207","28798.7801124307","30033.6951812029","31429.8060989687","32606.2632503419","33902.1317857385","31123.9966825905","36954.4345867034","39538.4901318069","",
"Haiti","HTI","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3905.96932963809","3900.17064475526","3621.46296637492","3359.6038383052","2902.72972254792","3130.96775754371","3200.49365625426","3227.01626081024","3237.81412016945","3265.59163067283","3234.39694966569","3165.9383652545","3143.90139796085","3197.69812663691","3103.00462326931","3145.53909658874","3147.84022698412","3241.92720995979","3274.42609049249","3411.93197677278","3182.39758876601","3307.20192679606","3273.10628780481","3363.85748261017","3410.66414502052","3408.97277319913","3422.13690198309","3459.70282332397","3469.85199452125","3364.83660078301","3211.49475714432","3114.96354203089","3026.2406175609","",
"Hungary","HUN","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18901.9420660605","18329.9247748411","18245.1185877677","18808.5585576114","19115.3106489574","19163.9541832809","19806.1617979031","20626.5409057045","21320.2940609974","22333.2101075722","23296.4607391649","24470.5939374583","25540.6392636384","26878.3046810812","28088.3399547496","29242.2241641029","29368.7956256565","29715.6273571489","27798.0580270466","28160.8112194849","28767.9293423626","28555.3556564785","29150.2324672386","30465.889663658","31670.5970414184","32463.3289852791","33940.2686861963","35805.6322311993","37564.2951511775","35937.7549478782","38643.762589993","40683.8829582786","",
"IBRD only","IBD","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6206.36733113275","6099.67781251517","5995.22894977151","6025.43176000469","6041.8350181279","6156.0547833534","6362.95614055235","6571.51325094669","6610.0980857792","6781.34692534643","7092.87269194025","7267.3329094847","7502.80406325969","7855.73991309676","8357.30274838769","8833.64269571342","9437.19699599806","10134.0892653464","10576.8771229994","10673.75417374","11339.8577621187","11888.7956789237","12361.9216585024","12822.1481446449","13250.9149548215","13652.9820409706","14127.5699568307","14698.8602488344","15271.9399221637","15723.2524603076","15298.5511684496","16305.4191787718","16829.2905138529","",
"IDA & IBRD total","IBT","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5487.41293187872","5393.45488261583","5302.130037628","5311.7051318424","5310.68252293725","5401.00073262284","5569.73195665491","5734.02341840353","5762.4496904053","5892.68563541723","6136.20631302903","6272.41282216757","6459.15152033485","6737.8158791831","7141.91426667185","7523.64712759558","8001.45219169091","8547.60064774945","8891.31649563184","8970.08366343746","9487.7395811779","9906.15395202662","10259.9570128726","10615.9438617979","10953.270283351","11259.3048885483","11611.7456929967","12037.111708262","12462.4001998249","12787.9271466102","12408.4918027786","13132.5992822829","13497.8186271519","",
"IDA total","IDA","GDP per capita, PPP (constant 2021 international $)","NY.GDP.PCAP.PP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2623.72818782623","2606.71193324278","2596.85977133176","2557.12630505645","2520.28355890646","2551.567471344","2609.91306525369","2642.36486772591","2668.46490441471","2685.49894871837","2724.36035929539","2769.67854610361","2834.20024256213","2905.91796881932","3028.65826382939","3146.33860824924","3266.41368318273","3384.89562792422","3476.83272735252","3569.36795612464","3695.51127834421","3786.94378450893","3848.31883110842","3957.67955745011","4091.70550926656","4188.71069935383","4267.18335031244","4362.74304185078","4469.68392232872","4555.98006129038","4428.35244183535","4514.46707836067","4612.94403598159","",
