Time Period,ARS:Argentine peso,BRL:Brazilian real,CAD:Canadian dollar,CLP:Chilean peso,CNY:Renminbi,COP:Colombian peso,MXN:Mexican peso,RUB:Russian rouble,TRY:Turkish lira,UYU:Uruguayan peso,EUR:Euro
01/01/10,NaN,NaN,NaN,NaN,NaN,2044.23,NaN,NaN,,NaN,NaN
02/01/10,,,,NaN,,2044.23,,,,NaN,
03/01/10,,,,NaN,,2044.23,,,,NaN,
04/01/10,3.801515046,1.731670026,1.039197,507.1,6.827299,2044.23,12.972687,29.995135,1.488011676,19.509,0.694975
05/01/10,3.794488298,1.718390805,1.035314,505.7,6.827171,2021.21,12.798297,29.843512,1.473757097,19.4,0.692425
06/01/10,3.81184669,1.733937282,1.039721,504.22,6.827387,1992.78,12.805017,29.860627,1.47630662,NaN,0.696864
07/01/10,3.810123043,1.745595638,1.033907,497.93,6.827671,1971.32,12.793135,29.794114,1.481753356,19.507,0.699105
08/01/10,3.797379668,1.746794647,1.035592,494.54,6.827506,1969.08,12.748967,29.776501,1.473411336,19.551,0.700624
09/01/10,,,,NaN,,1968.24,,,,NaN,
10/01/10,,,,NaN,,1968.24,,,,NaN,
11/01/10,3.799559471,1.723637115,1.027533,492.37,6.826404,1968.24,12.633398,29.342305,1.452367841,19.524,0.688326
12/01/10,3.791174643,1.747738416,1.033009,489.47,6.827084,1968.24,12.775016,29.485118,1.455976797,19.649,0.69056
13/01/10,3.797294513,1.740369429,1.034471,491.16,6.826821,1959.43,12.749983,29.55435,1.446954611,19.626,0.686672
14/01/10,3.796769294,1.766188044,1.031479,490.01,6.827282,1965.81,12.759975,29.458097,1.459961342,19.611,0.690322
15/01/10,3.799986086,1.769723111,1.026297,493,6.82691,1974.13,12.716711,29.568318,1.454014192,19.623,0.695701
16/01/10,,,,NaN,,1967.4,,,,NaN,
17/01/10,,,,NaN,,1967.4,,,,NaN,
18/01/10,3.792887466,1.77500174,1.025889,492.9,6.826989,1967.4,12.682024,29.604009,1.451318811,19.631,0.695943
19/01/10,3.80278731,1.779186218,1.031095,490.89,6.827369,1967.4,12.718468,29.675397,1.460186288,19.63,0.700329
20/01/10,3.799886782,1.788494198,1.045217,492.21,6.82713,1957.82,12.691763,29.729691,1.467237475,19.553,0.707614
21/01/10,3.80403868,1.785907281,1.048066,495.2,6.826792,1964.18,12.710466,29.765216,1.477389078,19.598,0.711035
22/01/10,3.813229572,1.818040325,1.053484,498.75,6.826884,1967.08,12.987973,29.842519,1.491333569,19.6,0.707464
23/01/10,,,,NaN,,1981.96,,,,NaN,
24/01/10,,,,NaN,,1981.96,,,,NaN,
25/01/10,3.808918098,1.816055402,1.059713,506.36,6.826867,1981.96,12.899795,30.107413,1.487456717,19.61,0.706664
26/01/10,3.806034789,1.83514377,1.062478,506.88,6.826908,1961.97,12.91317,30.340433,1.498118566,19.6,0.709975
27/01/10,3.816088687,1.847001137,1.064028,512.12,6.826819,1972.22,12.884025,30.283542,1.492751563,19.6,0.710631
28/01/10,3.816272591,1.848846346,1.058933,520.69,6.826916,1988.05,12.942282,30.33431,1.492820916,19.614,0.714337
29/01/10,3.823571531,1.862093656,1.068595,531.75,6.826794,1991.21,13.024989,30.316483,1.488830016,19.6,0.716025
30/01/10,,,,NaN,,1982.29,,,,NaN,
31/01/10,,,,NaN,,1982.29,,,,NaN,
01/02/10,3.838136994,1.877380867,1.068641,523.1,6.827428,1982.29,13.038022,30.368001,1.491051535,19.6,0.718752
02/02/10,3.838702734,1.844227596,1.059625,528.48,6.826935,1972.6,12.882471,30.169692,1.486690105,19.551,0.717515
03/02/10,3.832951945,1.834453661,1.060641,528.58,6.826588,1959.93,12.880006,29.934211,1.48319508,19.5,0.715103
04/02/10,3.833971257,1.860691847,1.061674,535.51,6.826894,1966.02,12.97754,30.103994,1.497436268,19.617,0.722178
05/02/10,3.841939961,1.88138193,1.073552,546.18,6.827113,1984.16,13.174129,30.483529,1.51815061,19.916,0.730407
06/02/10,,,,NaN,,1997.13,,,,NaN,
07/02/10,,,,NaN,,1997.13,,,,NaN,
08/02/10,3.839122486,1.877952468,1.070567,543.35,6.826691,1997.13,13.172212,30.497989,1.524753199,19.9,0.731261
09/02/10,3.844476744,1.856758721,1.06686,541.39,6.826672,2003.76,13.12827,30.351744,1.511627907,19.82,0.726744
10/02/10,3.84279476,1.849417758,1.067467,541.23,6.830204,1981.4,13.059534,30.262009,1.513173217,19.729,0.727802
11/02/10,3.848957574,1.847353842,1.057151,535.63,6.834597,1965.03,13.075011,30.159644,1.513194343,19.788,0.728969
12/02/10,3.846153846,1.862953139,1.051356,533.55,6.832965,1943.6,13.010021,30.274094,1.519230769,19.9,0.736811
13/02/10,,,,NaN,,1936.9,,,,NaN,
14/02/10,,,,NaN,,1936.9,,,,NaN,
15/02/10,3.850959065,1.858161241,1.047476,529.6,6.833027,1936.9,12.92401,30.232233,1.514735063,NaN,0.734916
16/02/10,3.861088724,1.854494835,1.045058,525.48,6.833028,1936.9,12.904975,30.155103,1.512858085,NaN,0.732654
17/02/10,3.861285152,1.831779105,1.042256,527.58,6.833018,1925.79,12.824494,30.0051,1.505609792,19.85,0.728544
18/02/10,3.854942139,1.834303825,1.044962,527.81,6.832977,1928.79,12.86563,30.086976,1.520822584,19.85,0.737083
19/02/10,3.853835343,1.816480509,1.051483,532.39,6.832976,1930.94,12.870035,30.056217,1.524964864,19.841,0.7397
20/02/10,,,,NaN,,1928.86,,,,NaN,
21/02/10,,,,NaN,,1928.86,,,,NaN,
22/02/10,3.856524292,1.800088067,1.037208,533.21,6.826435,1928.86,12.752532,29.985322,1.517760164,19.759,0.733891
23/02/10,3.863813803,1.818663917,1.043824,529.19,6.826692,1914.87,12.829491,30.046402,1.535611696,19.748,0.73654
24/02/10,3.861223887,1.821805566,1.056027,528.52,6.826973,1924.75,12.892522,30.03617,1.547058389,19.779,0.738171
25/02/10,3.86099785,1.829490696,1.058492,530.67,6.826822,1932.15,12.824524,30.094892,1.548965824,19.832,0.741345
26/02/10,3.859469418,1.821591746,1.057775,529.69,6.826013,1941.98,12.796021,30.015107,1.548710391,19.81,0.73692
27/02/10,,,,NaN,,1932.32,,,,NaN,
28/02/10,,,,NaN,,1932.32,,,,NaN,
01/03/10,3.8612939,1.809316081,1.054787,527.84,6.826322,1932.32,12.752532,29.979372,1.543733826,NaN,0.739372
02/03/10,3.859536463,1.790153528,1.035503,524.94,6.826469,1913.86,12.702982,29.904414,1.534765279,19.731,0.738116
03/03/10,3.856315519,1.790044718,1.033429,521.49,6.825819,1895.86,12.730225,29.836522,1.53845026,19.65,0.733084
04/03/10,3.855721393,1.787752414,1.029485,515.81,6.826383,1916.41,12.700834,29.777583,1.545215101,19.705,0.731636
05/03/10,3.858047416,1.782874393,1.031586,515.04,6.826535,1928.33,12.675011,29.835076,1.546237668,19.75,0.736269
06/03/10,,,,NaN,,1902.31,,,,NaN,
07/03/10,,,,NaN,,1902.31,,,,NaN,
08/03/10,3.857414727,1.776826233,1.026424,511.23,6.826892,1902.31,12.61499,29.729542,1.528326746,19.683,0.731957
09/03/10,3.857785646,1.795751272,1.029874,508.66,6.826289,1894.44,12.692484,29.798997,1.54119643,19.651,0.737626
10/03/10,3.86480529,1.774724467,1.026378,512.79,6.825863,1894.3,12.616091,29.596988,1.53806025,19.6,0.734754
11/03/10,3.858826975,1.767884601,1.027092,515.17,6.826609,1888.05,12.590979,29.468404,1.534011862,19.6,0.732225
12/03/10,3.85760988,1.762368325,1.018017,520.81,6.825499,1894.79,12.542027,29.281148,1.526916092,19.55,0.72648
13/03/10,,,,NaN,,1892.99,,,,NaN,
14/03/10,,,,NaN,,1892.99,,,,NaN,
15/03/10,3.861291499,1.764319591,1.019482,516.33,6.825976,1892.99,12.554031,29.383145,1.526596133,19.548,0.729661
16/03/10,3.858485754,1.763244189,1.016104,516.45,6.825913,1899.75,12.525978,29.33105,1.526196896,19.5,0.728704
17/03/10,3.860497238,1.760831637,1.010614,521.87,6.825967,1896.15,12.488514,29.170544,1.513594068,19.549,0.726956
18/03/10,3.857979502,1.777306003,1.010322,526.89,6.826135,1893.42,12.466032,29.245974,1.523792094,19.645,0.732064
19/03/10,3.859536463,1.793770298,1.00871,525.95,6.826543,1900.55,12.516534,29.284765,1.533510481,19.673,0.738116
20/03/10,,,,NaN,,1907.06,,,,NaN,
21/03/10,,,,NaN,,1907.06,,,,NaN,
22/03/10,3.863781456,1.810110608,1.023532,527.78,6.82659,1907.06,12.667508,29.659268,1.550293222,19.699,0.742335
23/03/10,3.866336267,1.781270804,1.019084,533.24,6.826319,1907.06,12.517494,29.501294,1.543235446,19.63,0.7397
24/03/10,3.863997601,1.790673264,1.023467,533.87,6.826661,1907.06,12.526466,29.704603,1.545284151,19.601,0.749738
25/03/10,3.855944894,1.793351303,1.01752,532.69,6.827119,1923.41,12.52351,29.605795,1.538259958,19.6,0.748727
26/03/10,3.866022617,1.821613121,1.027559,532.33,6.827005,1922.91,12.540028,29.60009,1.536808208,19.577,0.748895
27/03/10,,,,NaN,,1933.4,,,,NaN,
28/03/10,,,,NaN,,1933.4,,,,NaN,
29/03/10,3.866528097,1.811372578,1.020711,533.06,6.826368,1933.4,12.443991,29.555712,1.532254473,19.504,0.742335
30/03/10,3.866488652,1.790535529,1.018469,532.21,6.825768,1934.21,12.412031,29.422563,1.52670227,19.45,0.74173
31/03/10,3.87298761,1.783737666,1.015431,526.29,6.825877,1928.59,12.357964,29.449514,1.521774612,19.452,0.741895
01/04/10,3.878007128,1.778512029,1.011435,524.46,6.826329,1921.88,12.339991,29.401916,1.520715771,NaN,0.742501
02/04/10,NaN,NaN,NaN,NaN,NaN,1921.88,NaN,NaN,,NaN,NaN
03/04/10,,,,NaN,,1921.88,,,,NaN,
04/04/10,,,,NaN,,1921.88,,,,NaN,
05/04/10,NaN,NaN,NaN,521.95,NaN,1921.88,NaN,NaN,,19.35,NaN
06/04/10,3.876978202,1.766348164,1.000896,519.51,6.825769,1911.78,12.254404,29.317334,1.511122723,19.264,0.746491
07/04/10,3.883058471,1.757571214,1.001724,519.99,6.825637,1911.07,12.25,29.342954,1.502173913,19.3,0.749625
08/04/10,3.877030686,1.786401925,1.008348,517.46,6.824534,1920.53,12.322428,29.463147,1.504813478,19.35,0.752106
09/04/10,3.876494322,1.774656306,1.006127,517.07,6.823894,1931.91,12.19202,29.290571,1.49200538,19.314,0.747161
10/04/10,,,,NaN,,1921.32,,,,NaN,
11/04/10,,,,NaN,,1921.32,,,,NaN,
12/04/10,3.875009201,1.764519691,1.007582,514.91,6.82569,1921.32,12.217004,28.998601,1.486786897,19.287,0.736106
13/04/10,3.874033719,1.755503203,1.00346,515.1,6.825591,1926.16,12.190974,29.082309,1.488404623,19.369,0.736214
14/04/10,3.878002203,1.743958869,0.996768,515.35,6.825707,1936.22,12.148366,29.000734,1.480866691,19.4,0.734484
15/04/10,3.876993503,1.752879504,0.999409,516.34,6.825975,1938.24,12.235086,29.038689,1.479621973,19.4,0.738334
16/04/10,3.872478759,1.748799409,1.002364,521.01,6.825489,1943.83,12.185002,29.032139,1.475286295,19.397,0.738825
17/04/10,,,,NaN,,1942.21,,,,NaN,
18/04/10,,,,NaN,,1942.21,,,,NaN,
19/04/10,3.873511018,1.767272186,1.018463,522.82,6.826831,1942.21,12.320578,29.234291,1.495905301,NaN,0.744491
20/04/10,3.870013347,1.748183301,1.013273,525.13,6.825374,1951.04,12.208735,29.106852,1.48776509,19.399,0.74151
21/04/10,3.866970762,1.751738578,0.997158,527.38,6.827488,1947.69,12.211994,29.151649,1.484483661,19.361,0.747775
22/04/10,3.869030662,1.757328136,1.00015,523.94,6.826299,1948.47,12.21261,29.183972,1.485868506,19.395,0.749681
23/04/10,3.870032304,1.761475471,1.001953,521.42,6.827511,1955.84,12.186537,29.193299,1.484711892,19.397,0.751258
24/04/10,,,,NaN,,1950.89,,,,NaN,
25/04/10,,,,NaN,,1950.89,,,,NaN,
26/04/10,3.872006606,1.74566474,0.999174,521.25,6.82659,1950.89,12.14098,29.104422,1.476390661,19.301,0.750694
27/04/10,3.872009029,1.751542513,1.003762,519.52,6.825809,1943.41,12.194432,29.187359,1.488261851,19.334,0.752445
28/04/10,3.87602869,1.759758399,1.011854,522.65,6.825293,1961.82,12.327973,29.309551,1.499433749,19.344,0.755002
29/04/10,3.879978877,1.738382619,1.002716,524.86,6.82589,1973.05,12.269991,29.237855,1.48408268,19.289,0.754375
30/04/10,3.875028164,1.724295907,1.004807,520.99,6.825235,1969.75,12.201277,29.169358,1.483815246,19.2,0.751033
01/05/10,,,,NaN,,1950.44,,,,NaN,
02/05/10,,,,NaN,,1950.44,,,,NaN,
03/05/10,3.883517148,1.732588004,1.013899,517.23,6.8252,1950.44,12.288034,29.294455,1.491841668,19.156,0.755401
04/05/10,3.880510352,1.741309497,1.018336,518.44,6.826496,1973.42,12.358163,29.444572,1.505386202,19.15,0.764
05/05/10,3.887496131,1.769266481,1.027546,522.73,6.826292,1988.47,12.595868,29.79805,1.517022594,19.335,0.773754
06/05/10,3.895969199,1.800267149,1.032608,527.6,6.826589,2003.37,12.760038,30.341007,1.537361515,19.663,0.785731
07/05/10,3.894005963,1.841911188,1.037894,527.59,6.825671,2010.13,12.920838,30.51781,1.563078613,19.563,0.78456
08/05/10,,,,NaN,,2029.54,,,,NaN,
09/05/10,,,,NaN,,2029.54,,,,NaN,
10/05/10,3.897524867,1.782172874,1.02159,532.99,6.826509,2029.54,12.497494,29.970776,1.518235793,19.212,0.771069
11/05/10,3.895967869,1.786659316,1.026225,527.94,6.829028,1988.32,12.557017,30.228382,1.537328713,19.113,0.787526
12/05/10,3.893504651,1.78062431,1.016081,529.96,6.82729,1980.5,12.427479,29.976115,1.525461138,19.042,0.788271
13/05/10,3.894971002,1.768173512,1.015333,529.35,6.827918,1966.36,12.340033,29.967427,1.518233098,19.098,0.79447
14/05/10,3.892491194,1.784341979,1.027217,532.23,6.826769,1959.62,12.470381,30.205331,1.532420749,19.191,0.800512
15/05/10,,,,NaN,,1968.1,,,,NaN,
16/05/10,,,,NaN,,1968.1,,,,NaN,
17/05/10,3.890517451,1.806866953,1.035873,534.33,6.827678,1968.1,12.677707,30.468864,1.541744271,NaN,0.809782
18/05/10,3.901029932,1.790312198,1.026714,538.6,6.827406,1968.1,12.528484,30.256678,1.535243,19.203,0.804635
19/05/10,3.90798696,1.832110839,1.04621,542.68,6.827384,1976.46,12.840016,30.790546,1.582559087,19.22,0.814996
20/05/10,3.907491487,1.870196206,1.063726,549.17,6.827874,1997.09,13.064213,31.262364,1.591130209,19.277,0.810767
21/05/10,3.907497799,1.87829079,1.072817,NaN,6.827719,2017.68,13.106105,31.244219,1.587260943,19.298,0.800192
22/05/10,,,,NaN,,1998.42,,,,NaN,
23/05/10,,,,NaN,,1998.42,,,,NaN,
24/05/10,3.905987055,1.862944984,1.059466,548.18,6.828479,1998.42,13.005259,31.108414,1.576699029,19.296,0.809061
25/05/10,3.905996891,1.9010063,1.080259,539.93,6.830974,1975.01,13.278,31.502086,1.592407756,19.353,0.81813
26/05/10,3.906003737,1.836054919,1.06345,544.59,6.829068,1989.51,12.936469,31.106101,1.576569989,19.25,0.812414
27/05/10,3.906487148,1.840554876,1.054182,539.35,6.831497,1976.4,12.921012,30.840473,1.57119543,19.15,0.815993
28/05/10,3.908995478,1.81621447,1.046027,532.01,6.831315,1966.8,12.774952,30.620155,1.558381783,19.15,0.807494
29/05/10,,,,NaN,,1971.55,,,,NaN,
30/05/10,,,,NaN,,1971.55,,,,NaN,
31/05/10,3.90452588,1.81547087,1.047696,529.23,6.827903,1971.55,12.905013,30.904363,1.573088486,19.149,0.812546
01/06/10,3.913533525,1.831509667,1.050267,530.62,6.830193,1971.55,12.989963,31.286713,1.586836693,19.173,0.822707
02/06/10,3.929530201,1.840808643,1.051563,533.1,6.829923,1971.45,12.900475,31.153217,1.581027991,19.244,0.818465
03/06/10,3.928513205,1.814639713,1.037985,534.72,6.828171,1963.36,12.73598,30.960874,1.574584284,19.27,0.815129
04/06/10,3.920978441,1.831426202,1.044362,535.25,6.828773,1961.47,12.822968,31.297678,1.594361526,19.422,0.829187
05/06/10,,,,NaN,,1965.83,,,,NaN,
06/06/10,,,,NaN,,1965.83,,,,NaN,
07/06/10,3.921983443,1.859018313,1.05962,540.98,6.832177,1965.83,12.939962,31.74931,1.597959696,19.704,0.83619
08/06/10,3.923965835,1.865014235,1.05309,545.32,6.829509,1965.83,12.909982,31.826327,1.602746609,20.024,0.837381
09/06/10,3.916486261,1.845462115,1.043214,548.16,6.82806,1960.5,12.839967,31.691507,1.597335554,20.05,0.832639
10/06/10,3.914487339,1.8332088,1.036613,542.45,6.830801,1943.41,12.807472,31.624076,1.596014944,20.06,0.83022
11/06/10,3.909540694,1.800610209,1.03084,537.81,6.832275,1928.83,12.692504,31.410077,1.57912097,20.774,0.824606
12/06/10,,,,NaN,,1925.35,,,,NaN,
13/06/10,,,,NaN,,1925.35,,,,NaN,
14/06/10,3.918523961,1.795330231,1.027268,537.57,6.832313,1925.35,12.573516,31.374806,1.570822108,20.554,0.816393
15/06/10,3.925762767,1.805514766,1.030266,535.01,6.833089,1925.35,12.656388,31.391744,1.575787241,20.792,0.815794
16/06/10,3.924004236,1.795878472,1.028834,536.15,6.832288,1917.82,12.637534,31.237273,1.57131221,21.083,0.814531
17/06/10,3.923966675,1.77966513,1.02467,530.42,6.829087,1912.29,12.552536,30.909973,1.561756855,20.981,0.808865
18/06/10,3.924991917,1.778208859,1.028371,530.36,6.82622,1902.78,12.564985,31.024895,1.559165858,20.844,0.808277
19/06/10,,,,NaN,,1906.61,,,,NaN,
20/06/10,,,,NaN,,1906.61,,,,NaN,
21/06/10,3.926478896,1.757081753,1.016948,532.74,6.797595,1906.61,12.468727,30.778388,1.552174966,20.9,0.807037
22/06/10,3.926986458,1.774269865,1.022434,530.32,6.813591,1889.51,12.559961,31.006282,1.563468755,20.926,0.815794
23/06/10,3.926493358,1.790807595,1.033331,532.85,6.812403,1886.05,12.585119,31.010024,1.567842882,20.95,0.81493
24/06/10,3.927010276,1.798646224,1.044691,535.56,6.799706,1895.75,12.713994,31.1817,1.584977981,21,0.815528
25/06/10,3.925004067,1.779648609,1.041077,539.68,6.789979,1896.87,12.704002,31.161542,1.581259151,20.907,0.813405
26/06/10,,,,NaN,,1900.36,,,,NaN,
27/06/10,,,,NaN,,1900.36,,,,NaN,
28/06/10,3.922522084,1.777129427,1.033876,NaN,6.796661,1900.36,12.645028,31.008591,1.572493719,20.976,0.810438
29/06/10,3.930972291,1.799147401,1.050336,537.87,6.797672,1901.65,12.837432,31.259223,1.582472536,21.052,0.819807
30/06/10,3.929997555,1.799527341,1.050444,543.09,6.781436,1916.46,12.823975,31.197131,1.580963247,21.119,0.81493
01/07/10,3.929996755,1.811891629,1.064568,547.19,6.780986,1913.15,12.945003,31.295425,1.585983128,21.211,0.811162
02/07/10,3.932499203,1.783312082,1.063118,545.31,6.771119,1897.33,13.06001,31.144485,1.573318457,21.288,0.79694
03/07/10,,,,NaN,,1884.31,,,,NaN,
04/07/10,,,,NaN,,1884.31,,,,NaN,
05/07/10,3.931529806,1.769611364,1.064799,538.36,6.775836,1884.31,13.126806,31.153699,1.565717022,21.329,0.798021
06/07/10,3.932029573,1.766038636,1.060418,537.5,6.78011,1884.31,12.992527,31.084744,1.557278003,21.285,0.794976
07/07/10,3.933476566,1.784196706,1.059203,535.88,6.777194,1882.47,13.031989,31.153259,1.562186679,21.176,0.795735
08/07/10,3.934992101,1.76121643,1.043681,536.79,6.776066,1901.38,12.847709,30.916272,1.550552923,21.112,0.789889
09/07/10,3.935981641,1.761968822,1.034423,536.31,6.773522,1889.61,12.777162,30.883517,1.553216744,21.088,0.791327
10/07/10,,,,NaN,,1877.66,,,,NaN,
11/07/10,,,,NaN,,1877.66,,,,NaN,
12/07/10,3.93596882,1.761215399,1.03293,538.31,6.771079,1877.66,12.770999,30.835587,1.557588291,21.05,0.795418
13/07/10,3.931975495,1.758214655,1.03254,539.02,6.771979,1877.2,12.785265,30.782879,1.556527966,20.915,0.795608
14/07/10,3.93599937,1.757931197,1.03574,535.4,6.774463,1871.19,12.70692,30.58254,1.543887271,20.884,0.787216
15/07/10,3.935999376,1.755846586,1.029077,534.98,6.778531,1873.87,12.659963,30.530402,1.535313377,20.975,0.779545
16/07/10,3.935,1.767538462,1.045077,NaN,6.775,1871.96,12.818,30.377462,1.531307692,21.092,0.769231
17/07/10,,,,NaN,,1878.77,,,,NaN,
18/07/10,,,,NaN,,1878.77,,,,NaN,
19/07/10,3.935015822,1.778420931,1.054797,531.51,6.778035,1878.77,12.897507,30.492784,1.539245196,21.239,0.771784
20/07/10,3.9349891,1.800218001,1.057537,532.23,6.778107,1872.92,12.951261,30.581984,1.541731548,21.25,0.778574
21/07/10,3.931029102,1.770383085,1.036436,530.27,6.776937,1872.92,12.734493,30.462433,1.528126707,21.122,0.780214
22/07/10,3.934007782,1.771595331,1.041868,524.62,6.78,1867.07,12.798599,30.455642,1.52459144,20.977,0.77821
23/07/10,3.931534465,1.759013724,1.037916,518.36,6.780337,1864.04,12.742963,30.350469,1.517949911,21.023,0.775374
24/07/10,,,,NaN,,1867.47,,,,NaN,
25/07/10,,,,NaN,,1867.47,,,,NaN,
26/07/10,3.926997139,1.769468719,1.035883,520.09,6.779522,1867.47,12.722605,30.303147,1.519758719,21.043,0.773335
27/07/10,3.932479092,1.759226579,1.026778,519.75,6.778562,1859.5,12.616972,30.196424,1.511624338,21.072,0.767283
28/07/10,3.931034483,1.767010468,1.030711,519.19,6.778017,1852.83,12.67149,30.247075,1.51216133,20.967,0.769704
29/07/10,3.932512051,1.763103527,1.033285,522.72,6.776111,1846.23,12.669523,30.187007,1.512587038,20.891,0.765169
30/07/10,3.934986184,1.759594719,1.032699,522.36,6.775023,1841.35,12.72183,30.255834,1.512357998,20.85,0.767578
31/07/10,,,,NaN,,1842.79,,,,NaN,
01/08/10,,,,NaN,,1842.79,,,,NaN,
02/08/10,3.939034652,1.74734185,1.022872,522.75,6.774191,1842.79,12.577985,30.161784,1.499273311,20.802,0.764935
03/08/10,3.937523637,1.753271311,1.024355,517.16,6.773013,1832.45,12.589971,29.788972,1.494743212,20.8,0.756372
04/08/10,3.933969408,1.758140239,1.022868,517.67,6.772225,1834.58,12.590792,29.778964,1.500757232,20.681,0.757232
05/08/10,3.933024879,1.751441141,1.013198,516.43,6.771921,1824.52,12.49507,29.809618,1.501137743,20.749,0.758495
06/08/10,3.931997571,1.754933212,1.022086,515.66,6.768291,1818.5,12.587583,29.864906,1.497723133,20.771,0.758956
07/08/10,,,,NaN,,1815.46,,,,NaN,
08/08/10,,,,NaN,,1815.46,,,,NaN,
09/08/10,3.931034483,1.755149777,1.028673,514.72,6.767072,1815.46,12.683166,29.910209,1.491888629,20.888,0.754546
10/08/10,3.931013477,1.757176578,1.035179,512.2,6.772025,1808.93,12.688647,30.055814,1.499733496,20.813,0.761441
11/08/10,3.933466503,1.765519361,1.037492,513.44,6.774969,1810.12,12.704364,30.246235,1.512599877,20.841,0.768285
12/08/10,3.931978108,1.778264269,1.047537,513.27,6.785066,1807.55,12.79093,30.641595,1.52494136,20.922,0.781861
13/08/10,3.932494726,1.773107274,1.041409,509.61,6.795687,1812.2,12.73998,30.56356,1.515040238,20.963,0.781311
14/08/10,,,,NaN,,1835.32,,,,NaN,
15/08/10,,,,NaN,,1835.32,,,,NaN,
16/08/10,3.93299532,1.769266771,1.04259,509.97,6.80819,1835.32,12.712168,30.524571,1.511856474,20.9,0.780031
17/08/10,3.932503888,1.749533437,1.037403,506.28,6.792068,1835.32,12.617418,30.415552,1.499611198,20.816,0.777605
18/08/10,3.931521739,1.751086957,1.02764,502.84,6.791693,1810.75,12.567469,30.404814,1.497282609,20.82,0.776398
19/08/10,3.930507946,1.75436273,1.0268,499.98,6.790199,1808.14,12.601511,30.454036,1.501636024,20.93,0.779059
20/08/10,3.93446621,1.761151758,1.048383,504.75,6.790182,1819.13,12.759028,30.61907,1.51695382,20.95,0.78672
21/08/10,,,,NaN,,1820.93,,,,NaN,
22/08/10,,,,NaN,,1820.93,,,,NaN,
23/08/10,3.9375,1.753778338,1.046285,507.8,6.800299,1820.93,12.748032,30.63051,1.522040302,20.9,0.787154
24/08/10,3.939497264,1.778843866,1.063278,503.55,6.797161,1806.93,12.99104,30.898026,1.533185314,20.85,0.792959
25/08/10,3.939982558,1.769919924,1.066281,506.33,6.79862,1818.86,13.042099,30.943471,1.531594387,NaN,0.792833
26/08/10,3.94500906,1.760025211,1.05767,507.38,6.799811,1820.29,12.974001,30.795714,1.524068384,20.858,0.787836
27/08/10,3.945016912,1.760402737,1.060883,503.34,6.798238,1811.46,13.094785,30.732321,1.524659797,20.896,0.786596
28/08/10,,,,NaN,,1817.68,,,,NaN,
29/08/10,,,,NaN,,1817.68,,,,NaN,
30/08/10,3.944488189,1.751259843,1.049843,500.74,6.802992,1817.68,13.054331,30.712283,1.519448819,20.85,0.787402
31/08/10,3.948974763,1.762381703,1.063801,499.26,6.807413,1823.74,13.235016,30.838959,1.527839117,20.797,0.788644
01/09/10,3.95,1.747578125,1.059375,503.1,6.811484,1826.31,13.135,30.747813,1.522265625,20.748,0.78125
02/09/10,3.949992198,1.742861601,1.049384,498.15,6.808394,1815.09,13.069902,30.728663,1.513652676,20.773,0.780153
03/09/10,3.94896369,1.723858501,1.056646,496.68,6.803802,1810.65,13.046829,30.685679,1.506155524,20.75,0.77918
04/09/10,,,,NaN,,1807.73,,,,NaN,
05/09/10,,,,NaN,,1807.73,,,,NaN,
06/09/10,3.94896691,1.736212521,1.034643,495.22,6.787401,1807.73,12.944073,30.635234,1.502640982,20.701,0.776759
07/09/10,3.944522913,1.727165725,1.04253,496.87,6.791431,1807.73,13.037979,30.801711,1.511848713,20.784,0.784683
08/09/10,3.949988186,1.727888478,1.048279,497.89,6.794282,1808.65,13.030165,30.897141,1.518941482,20.776,0.787588
09/09/10,3.94502556,1.723476209,1.032717,497.54,6.783169,1803,12.993866,30.889737,1.512386945,20.75,0.786473
10/09/10,3.944518664,1.718428291,1.030884,495.28,6.769195,1802.54,12.958978,30.869941,1.506011788,20.7,0.785855
11/09/10,,,,NaN,,1801.04,,,,NaN,
12/09/10,,,,NaN,,1801.04,,,,NaN,
13/09/10,3.943988751,1.716350285,1.029998,495.95,6.761815,1801.04,12.861964,30.726115,1.497070541,20.65,0.781189
14/09/10,3.943968872,1.712684825,1.02716,494.83,6.746304,1793.28,12.877121,30.783658,1.501478599,20.6,0.77821
15/09/10,3.946493187,1.710293325,1.026638,493.66,6.742166,1788.05,12.826469,30.872277,1.493417507,20.6,0.769882
16/09/10,3.948004282,1.721440587,1.02638,494.51,6.724805,1806.78,12.789264,31.034944,1.494800428,20.509,0.764643
17/09/10,3.946477795,1.71661562,1.026799,NaN,6.723507,1811.55,12.792879,30.999234,1.501225115,20.529,0.765697
18/09/10,,,,NaN,,1806.76,,,,NaN,
19/09/10,,,,NaN,,1806.76,,,,NaN,
20/09/10,3.947988374,1.713783081,1.031589,NaN,6.714318,1806.76,12.774973,31.015756,1.496252103,20.55,0.764877
21/09/10,3.951981707,1.730945122,1.031707,496.37,6.707927,1798.73,12.759985,31.094131,1.493521341,20.502,0.762195
22/09/10,3.952035319,1.705926369,1.023496,497.58,6.707872,1805.31,12.689988,31.020653,1.485258905,20.408,0.748279
23/09/10,3.950536666,1.724161225,1.035427,493.87,6.707874,1803.71,12.668018,31.040832,1.490730316,20.326,0.750582
24/09/10,3.949970176,1.716820758,1.029004,489.87,6.707874,1810.72,12.572771,30.848494,1.483745899,20.245,0.745601
25/09/10,,,,NaN,,1809.46,,,,NaN,
