year,month,value,countrycode,base,desestacion
2013,7,107.1,USA,2007,1
2013,8,107.4,USA,2007,1
2013,9,107.64,USA,2007,1
2013,10,107.89,USA,2007,1
2013,11,108.29,USA,2007,1
2013,12,108.55,USA,2007,1
2014,1,108.84,USA,2007,1
2014,2,109,USA,2007,1
2014,3,109.31,USA,2007,1
2014,4,109.85,USA,2007,1
2014,5,110.04,USA,2007,1
2014,6,110.47,USA,2007,1
2014,7,110.72,USA,2007,1
2014,8,111.04,USA,2007,1
2014,9,111.44,USA,2007,1
2014,10,111.84,USA,2007,1
2014,11,112.09,USA,2007,1
2014,12,112.54,USA,2007,1
2015,1,112.78,USA,2007,1
2015,2,113.21,USA,2007,1
2015,3,113.48,USA,2007,1
2015,4,113.81,USA,2007,1
2015,5,114.07,USA,2007,1
2015,6,114.48,USA,2007,1
2015,7,114.83,USA,2007,1
2015,8,115.09,USA,2007,1
2015,9,115.41,USA,2007,1
2015,10,115.71,USA,2007,1
2015,11,115.96,USA,2007,1
2015,12,116.33,USA,2007,1
2016,1,116.64,USA,2007,1
2016,2,116.88,USA,2007,1
2016,3,117.14,USA,2007,1
2016,4,117.38,USA,2007,1
2016,5,117.73,USA,2007,1
2016,6,117.96,USA,2007,1
2016,7,118.32,USA,2007,1
2016,8,118.55,USA,2007,1
2016,9,118.82,USA,2007,1
2016,10,119.12,USA,2007,1
2016,11,119.48,USA,2007,1
2016,12,119.75,USA,2007,1
2017,1,120,USA,2007,1
2017,2,120.32,USA,2007,1
2017,3,120.68,USA,2007,1
2017,4,120.94,USA,2007,1
2017,5,121.19,USA,2007,1
2017,6,121.55,USA,2007,1
2017,7,121.85,USA,2007,1
2017,8,122.09,USA,2007,1
2017,9,122.38,USA,2007,1
2017,10,122.71,USA,2007,1
2017,11,122.99,USA,2007,1
2017,12,123.34,USA,2007,1
2018,1,123.59,USA,2007,1
2018,2,123.91,USA,2007,1
2018,3,124.28,USA,2007,1
2018,4,124.52,USA,2007,1
2018,5,124.99,USA,2007,1
2018,6,125.15,USA,2007,1
2018,7,125.52,USA,2007,1
2018,8,125.83,USA,2007,1
2018,9,126.14,USA,2007,1
2018,10,126.38,USA,2007,1
2018,11,126.63,USA,2007,1
2018,12,126.86,USA,2007,1
2019,1,127.17,USA,2007,1
2019,2,127.42,USA,2007,1
2019,3,127.71,USA,2007,1
2019,4,128.1,USA,2007,1
2019,5,128.33,USA,2007,1
2019,6,128.56,USA,2007,1
2019,7,128.83,USA,2007,1
2019,8,129.07,USA,2007,1
2019,9,129.47,USA,2007,1
2019,10,129.71,USA,2007,1
2019,11,129.99,USA,2007,1
2019,12,130.28,USA,2007,1
2020,1,130.67,USA,2007,1
2020,2,131.06,USA,2007,1
2020,3,130.06,USA,2007,1
2020,4,115.96,USA,2007,1
2020,5,118.08,USA,2007,1
2020,6,120.14,USA,2007,1
2020,7,120.66,USA,2007,1
2020,8,122.12,USA,2007,1
2020,9,122.81,USA,2007,1
2020,10,123.82,USA,2007,1
2020,11,124.27,USA,2007,1
2020,12,124.44,USA,2007,1
2021,1,124.94,USA,2007,1
2021,2,125.51,USA,2007,1
2021,3,126.15,USA,2007,1
2021,4,126.55,USA,2007,1
2021,5,127.19,USA,2007,1
2021,6,127.91,USA,2007,1
2021,7,128.94,USA,2007,1
2021,8,129.56,USA,2007,1
2021,9,130.3,USA,2007,1
2021,10,130.85,USA,2007,1
2021,11,131.37,USA,2007,1
2021,12,131.85,USA,2007,1
2010,1,167.4,HND,2000,1
2010,2,168.9,HND,2000,1
2010,3,170,HND,2000,1
2010,4,170.7,HND,2000,1
2010,5,170.9,HND,2000,1
2010,6,170.5,HND,2000,1
2010,7,170.6,HND,2000,1
2010,8,170.9,HND,2000,1
2010,9,171.9,HND,2000,1
2010,10,173.5,HND,2000,1
2010,11,175.5,HND,2000,1
2010,12,177.4,HND,2000,1
2011,1,179.5,HND,2000,1
2011,2,180.5,HND,2000,1
2011,3,181,HND,2000,1
2011,4,181.4,HND,2000,1
2011,5,181.9,HND,2000,1
2011,6,182.7,HND,2000,1
2011,7,183.8,HND,2000,1
2011,8,184.8,HND,2000,1
2011,9,185.6,HND,2000,1
2011,10,185.9,HND,2000,1
2011,11,186.1,HND,2000,1
2011,12,186.4,HND,2000,1
2012,1,187.2,HND,2000,1
2012,2,188.2,HND,2000,1
2012,3,189.5,HND,2000,1
2012,4,190.9,HND,2000,1
2012,5,192.1,HND,2000,1
2012,6,193.2,HND,2000,1
2012,7,194,HND,2000,1
2012,8,194.7,HND,2000,1
2012,9,195.1,HND,2000,1
2012,10,195.1,HND,2000,1
2012,11,194.9,HND,2000,1
2012,12,194.6,HND,2000,1
2013,1,194.4,HND,2000,1
2013,2,194.4,HND,2000,1
2013,3,194.8,HND,2000,1
2013,4,195.5,HND,2000,1
2013,5,196.3,HND,2000,1
2013,6,197,HND,2000,1
2013,7,197.6,HND,2000,1
2013,8,198.1,HND,2000,1
2013,9,198.5,HND,2000,1
2013,10,198.8,HND,2000,1
2013,11,199.1,HND,2000,1
2013,12,199.4,HND,2000,1
2014,1,199.8,HND,2000,1
2014,2,200.2,HND,2000,1
2014,3,200.7,HND,2000,1
2014,4,201.1,HND,2000,1
2014,5,201.5,HND,2000,1
2014,6,201.6,HND,2000,1
2014,7,201.6,HND,2000,1
2014,8,201.8,HND,2000,1
2014,9,202.1,HND,2000,1
2014,10,202.6,HND,2000,1
2014,11,203.3,HND,2000,1
2014,12,204.3,HND,2000,1
2015,1,205.2,HND,2000,1
2015,2,206.2,HND,2000,1
2015,3,207.2,HND,2000,1
2015,4,208,HND,2000,1
2015,5,208.6,HND,2000,1
2015,6,209.2,HND,2000,1
2015,7,209.8,HND,2000,1
2015,8,210.3,HND,2000,1
2015,9,210.7,HND,2000,1
2015,10,211.2,HND,2000,1
2015,11,211.7,HND,2000,1
2015,12,212.2,HND,2000,1
2016,1,212.7,HND,2000,1
2016,2,213.2,HND,2000,1
2016,3,213.7,HND,2000,1
2016,4,214,HND,2000,1
2016,5,214.4,HND,2000,1
2016,6,215,HND,2000,1
2016,7,215.8,HND,2000,1
2016,8,216.9,HND,2000,1
2016,9,218.1,HND,2000,1
2016,10,219.4,HND,2000,1
2016,11,220.7,HND,2000,1
2016,12,221.8,HND,2000,1
2017,1,222.9,HND,2000,1
2017,2,224,HND,2000,1
2017,3,225,HND,2000,1
2017,4,226,HND,2000,1
2017,5,227,HND,2000,1
2017,6,227.9,HND,2000,1
2017,7,228.7,HND,2000,1
2017,8,229.3,HND,2000,1
2017,9,229.7,HND,2000,1
2017,10,230.1,HND,2000,1
2017,11,230.4,HND,2000,1
2017,12,230.9,HND,2000,1
2018,1,231.5,HND,2000,1
2018,2,232.4,HND,2000,1
2018,3,233.5,HND,2000,1
2018,4,234.6,HND,2000,1
2018,5,235.7,HND,2000,1
2018,6,236.4,HND,2000,1
2018,7,237,HND,2000,1
2018,8,237.4,HND,2000,1
2018,9,237.8,HND,2000,1
2018,10,238.2,HND,2000,1
2018,11,238.7,HND,2000,1
2018,12,239.3,HND,2000,1
2019,1,239.9,HND,2000,1
2019,2,240.7,HND,2000,1
2019,3,241.5,HND,2000,1
2019,4,242.2,HND,2000,1
2019,5,242.8,HND,2000,1
2019,6,243.2,HND,2000,1
2019,7,243.4,HND,2000,1
2019,8,243.5,HND,2000,1
2019,9,243.9,HND,2000,1
2019,10,244.4,HND,2000,1
2019,11,244.9,HND,2000,1
2019,12,245.1,HND,2000,1
2020,1,244.7,HND,2000,1
2020,2,244.4,HND,2000,1
2020,3,217.5,HND,2000,1
2020,4,217.8,HND,2000,1
2020,5,218.5,HND,2000,1
2020,6,221.2,HND,2000,1
2020,7,223.1,HND,2000,1
2020,8,224.9,HND,2000,1
2020,9,234.1,HND,2000,1
2020,10,235.3,HND,2000,1
2020,11,236.3,HND,2000,1
2020,12,237.5,HND,2000,1
2021,1,238.7,HND,2000,1
2021,2,240.3,HND,2000,1
2021,3,242.1,HND,2000,1
2021,4,244,HND,2000,1
2021,5,245.8,HND,2000,1
2021,6,247.6,HND,2000,1
2021,7,249.4,HND,2000,1
2021,8,251.1,HND,2000,1
2021,9,252.5,HND,2000,1
2021,10,253.6,HND,2000,1
2021,11,254.4,HND,2000,1
2021,12,254.9,HND,2000,1
