Concepto,Fecha,Valor
Estados Unidos Mexicanos,2003 |  T1,85.1345663773587
a  Región Norte,2003 |  T1,86.00015746292084
b  Región Centro-Norte,2003 |  T1,82.53359096044206
c  Región Centro,2003 |  T1,97.59130502885785
d  Región Centro-Sur,2003 |  T1,91.72609814899891
e  Región Sur-Sureste,2003 |  T1,68.60538175219601
Estados Unidos Mexicanos,2003 |  T2,87.51173522254318
a  Región Norte,2003 |  T2,89.65879988781498
b  Región Centro-Norte,2003 |  T2,81.88776525136056
c  Región Centro,2003 |  T2,100.0752939416022
d  Región Centro-Sur,2003 |  T2,95.55805756210576
e  Región Sur-Sureste,2003 |  T2,71.06179691356277
Estados Unidos Mexicanos,2003 |  T3,82.36687105158475
a  Región Norte,2003 |  T3,88.17770235242882
b  Región Centro-Norte,2003 |  T3,78.98992428879946
c  Región Centro,2003 |  T3,87.46534928704325
d  Región Centro-Sur,2003 |  T3,91.4547300247202
e  Región Sur-Sureste,2003 |  T3,68.10304077194938
Estados Unidos Mexicanos,2003 |  T4,82.32429723828277
a  Región Norte,2003 |  T4,90.42656375016747
b  Región Centro-Norte,2003 |  T4,79.23123334422134
c  Región Centro,2003 |  T4,86.8342433922104
d  Región Centro-Sur,2003 |  T4,94.13583482120043
e  Región Sur-Sureste,2003 |  T4,64.5790844379913
Estados Unidos Mexicanos,2003 |  6 Meses,86.32315079995094
a  Región Norte,2003 |  6 Meses,87.8294786753679
b  Región Centro-Norte,2003 |  6 Meses,82.21067810590131
c  Región Centro,2003 |  6 Meses,98.83329948523004
d  Región Centro-Sur,2003 |  6 Meses,93.64207785555234
e  Región Sur-Sureste,2003 |  6 Meses,69.8335893328794
Estados Unidos Mexicanos,2003 |  9 Meses,85.00439088382886
a  Región Norte,2003 |  9 Meses,87.94555323438821
b  Región Centro-Norte,2003 |  9 Meses,81.13709350020069
c  Región Centro,2003 |  9 Meses,95.04398275250112
d  Región Centro-Sur,2003 |  9 Meses,92.91296191194162
e  Región Sur-Sureste,2003 |  9 Meses,69.25673981256939
Estados Unidos Mexicanos,2003 |  Anual,84.33436747244235
a  Región Norte,2003 |  Anual,88.56580586333303
b  Región Centro-Norte,2003 |  Anual,80.66062846120586
c  Región Centro,2003 |  Anual,92.9915479124284
d  Región Centro-Sur,2003 |  Anual,93.21868013925636
e  Región Sur-Sureste,2003 |  Anual,68.08732596892484
Estados Unidos Mexicanos,2004 |  T1,86.68966829594719
a  Región Norte,2004 |  T1,88.59603455546696
b  Región Centro-Norte,2004 |  T1,83.65613804769177
c  Región Centro,2004 |  T1,98.32686996159534
d  Región Centro-Sur,2004 |  T1,93.62899928988809
e  Región Sur-Sureste,2004 |  T1,70.11160128814653
Estados Unidos Mexicanos,2004 |  T2,89.30267000118063
a  Región Norte,2004 |  T2,92.37783455099664
b  Región Centro-Norte,2004 |  T2,78.77831375701192
c  Región Centro,2004 |  T2,103.22148029083664
d  Región Centro-Sur,2004 |  T2,99.71128325691583
e  Región Sur-Sureste,2004 |  T2,72.88997927543531
Estados Unidos Mexicanos,2004 |  T3,85.61286236864754
a  Región Norte,2004 |  T3,93.89909127072924
b  Región Centro-Norte,2004 |  T3,79.8610201867439
