Concepto,Fecha,Valor
Estados Unidos Mexicanos,2003 |  T1,72.48845172272954
a  Región Norte,2003 |  T1,70.40399629710082
b  Región Centro-Norte,2003 |  T1,70.71809970124538
c  Región Centro,2003 |  T1,75.71164969303635
d  Región Centro-Sur,2003 |  T1,65.74237762446987
e  Región Sur-Sureste,2003 |  T1,73.5273704369706
Estados Unidos Mexicanos,2003 |  T2,75.73731765355114
a  Región Norte,2003 |  T2,71.19161539407064
b  Región Centro-Norte,2003 |  T2,71.33827052142917
c  Región Centro,2003 |  T2,82.50316896828586
d  Región Centro-Sur,2003 |  T2,66.14911751236359
e  Región Sur-Sureste,2003 |  T2,74.6792455177215
Estados Unidos Mexicanos,2003 |  T3,67.00238425644805
a  Región Norte,2003 |  T3,68.8139089868533
b  Región Centro-Norte,2003 |  T3,68.83464490938402
c  Región Centro,2003 |  T3,64.1271129428518
d  Región Centro-Sur,2003 |  T3,64.74818737076147
e  Región Sur-Sureste,2003 |  T3,74.3656419633051
Estados Unidos Mexicanos,2003 |  T4,73.1074590316148
a  Región Norte,2003 |  T4,70.934589344469
b  Región Centro-Norte,2003 |  T4,70.96130845154617
c  Región Centro,2003 |  T4,76.19189848449538
d  Región Centro-Sur,2003 |  T4,66.12852259435066
e  Región Sur-Sureste,2003 |  T4,75.7973039454373
Estados Unidos Mexicanos,2003 |  6 Meses,74.11288468814035
a  Región Norte,2003 |  6 Meses,70.79780584558573
b  Región Centro-Norte,2003 |  6 Meses,71.02818511133727
c  Región Centro,2003 |  6 Meses,79.10740933066111
d  Región Centro-Sur,2003 |  6 Meses,65.94574756841672
e  Región Sur-Sureste,2003 |  6 Meses,74.10330797734605
Estados Unidos Mexicanos,2003 |  9 Meses,71.74271787757625
a  Región Norte,2003 |  9 Meses,70.13650689267492
b  Región Centro-Norte,2003 |  9 Meses,70.2970050440195
c  Región Centro,2003 |  9 Meses,74.11397720139134
d  Región Centro-Sur,2003 |  9 Meses,65.54656083586497
e  Región Sur-Sureste,2003 |  9 Meses,74.1907526393324
Estados Unidos Mexicanos,2003 |  Anual,72.08390316608588
a  Región Norte,2003 |  Anual,70.33602750562345
b  Región Centro-Norte,2003 |  Anual,70.46308089590119
c  Región Centro,2003 |  Anual,74.63345752216735
d  Región Centro-Sur,2003 |  Anual,65.6920512754864
e  Región Sur-Sureste,2003 |  Anual,74.59239046585864
Estados Unidos Mexicanos,2004 |  T1,73.55259651749321
a  Región Norte,2004 |  T1,71.48222749599358
b  Región Centro-Norte,2004 |  T1,72.32046903801589
c  Región Centro,2004 |  T1,75.94470670329808
d  Región Centro-Sur,2004 |  T1,66.97600765812258
e  Región Sur-Sureste,2004 |  T1,77.05684539296904
Estados Unidos Mexicanos,2004 |  T2,78.29420743783896
a  Región Norte,2004 |  T2,72.81803360757021
b  Región Centro-Norte,2004 |  T2,73.71513149690591
c  Región Centro,2004 |  T2,85.29371856387861
d  Región Centro-Sur,2004 |  T2,68.54119003385179
e  Región Sur-Sureste,2004 |  T2,78.8989897244534
Estados Unidos Mexicanos,2004 |  T3,69.5159080515506
a  Región Norte,2004 |  T3,71.76542033070832
b  Región Centro-Norte,2004 |  T3,71.13661149591015
c  Región Centro,2004 |  T3,65.89101330231927
d  Región Centro-Sur,2004 |  T3,68.13184405148517
e  Región Sur-Sureste,2004 |  T3,78.48251103336126
Estados Unidos Mexicanos,2004 |  T4,76.48943855640464
a  Región Norte,2004 |  T4,74.47222118533259
b  Región Centro-Norte,2004 |  T4,73.35730788068634
c  Región Centro,2004 |  T4,79.62095824703289
d  Región Centro-Sur,2004 |  T4,69.69193294499775
e  Región Sur-Sureste,2004 |  T4,80.01879915561469
Estados Unidos Mexicanos,2004 |  6 Meses,75.92340197766609
a  Región Norte,2004 |  6 Meses,72.1501305517819
b  Región Centro-Norte,2004 |  6 Meses,73.01780026746091
c  Región Centro,2004 |  6 Meses,80.61921263358835
d  Región Centro-Sur,2004 |  6 Meses,67.75859884598718
e  Región Sur-Sureste,2004 |  6 Meses,77.97791755871123
Estados Unidos Mexicanos,2004 |  9 Meses,73.78757066896094
a  Región Norte,2004 |  9 Meses,72.02189381142404
b  Región Centro-Norte,2004 |  9 Meses,72.39073734361064
c  Región Centro,2004 |  9 Meses,75.70981285649866
d  Región Centro-Sur,2004 |  9 Meses,67.88301391448651
e  Región Sur-Sureste,2004 |  9 Meses,78.14611538359458
Estados Unidos Mexicanos,2004 |  Anual,74.46303764082184
a  Región Norte,2004 |  Anual,72.63447565490117
b  Región Centro-Norte,2004 |  Anual,72.63237997787957
c  Región Centro,2004 |  Anual,76.68759920413221
d  Región Centro-Sur,2004 |  Anual,68.33524367211432
e  Región Sur-Sureste,2004 |  Anual,78.6142863265996
Estados Unidos Mexicanos,2005 |  T1,73.58192343987585
a  Región Norte,2005 |  T1,73.5063053077488
b  Región Centro-Norte,2005 |  T1,73.99237391069666
c  Región Centro,2005 |  T1,72.9969985737819
d  Región Centro-Sur,2005 |  T1,70.03936662776623
e  Región Sur-Sureste,2005 |  T1,79.26880499735427
Estados Unidos Mexicanos,2005 |  T2,80.01810761440234
a  Región Norte,2005 |  T2,75.87966613963508
b  Región Centro-Norte,2005 |  T2,76.82072472767535
c  Región Centro,2005 |  T2,85.00399140785642
d  Región Centro-Sur,2005 |  T2,72.54393810790143
e  Región Sur-Sureste,2005 |  T2,81.4528298845264
Estados Unidos Mexicanos,2005 |  T3,74.12623602718904
a  Región Norte,2005 |  T3,74.80441247187221
b  Región Centro-Norte,2005 |  T3,74.36202072599781
c  Región Centro,2005 |  T3,72.52242696025672
d  Región Centro-Sur,2005 |  T3,72.1075828064576
e  Región Sur-Sureste,2005 |  T3,81.08118276119349
Estados Unidos Mexicanos,2005 |  T4,80.1418896336943
a  Región Norte,2005 |  T4,77.11759775642957
b  Región Centro-Norte,2005 |  T4,76.7525438552334
c  Región Centro,2005 |  T4,84.4121230038356
d  Región Centro-Sur,2005 |  T4,73.49565823912009
e  Región Sur-Sureste,2005 |  T4,81.45038070423479
Estados Unidos Mexicanos,2005 |  6 Meses,76.8000155271391
a  Región Norte,2005 |  6 Meses,74.69298572369195
b  Región Centro-Norte,2005 |  6 Meses,75.40654931918601
c  Región Centro,2005 |  6 Meses,79.00049499081916
d  Región Centro-Sur,2005 |  6 Meses,71.29165236783383
e  Región Sur-Sureste,2005 |  6 Meses,80.36081744094034
Estados Unidos Mexicanos,2005 |  9 Meses,75.90875569382241
a  Región Norte,2005 |  9 Meses,74.73012797308536
b  Región Centro-Norte,2005 |  9 Meses,75.05837312145663
c  Región Centro,2005 |  9 Meses,76.84113898063167
d  Región Centro-Sur,2005 |  9 Meses,71.56362918070842
e  Región Sur-Sureste,2005 |  9 Meses,80.60093921435806
Estados Unidos Mexicanos,2005 |  Anual,76.96703917879037
a  Región Norte,2005 |  Anual,75.32699541892141
b  Región Centro-Norte,2005 |  Anual,75.48191580490081
c  Región Centro,2005 |  Anual,78.73388498643267
d  Región Centro-Sur,2005 |  Anual,72.04663644531134
e  Región Sur-Sureste,2005 |  Anual,80.81329958682724
Estados Unidos Mexicanos,2006 |  T1,76.72824666994988
a  Región Norte,2006 |  T1,77.0228678411594
b  Región Centro-Norte,2006 |  T1,76.59951820428209
c  Región Centro,2006 |  T1,76.5850364187342
d  Región Centro-Sur,2006 |  T1,72.87161850336302
e  Región Sur-Sureste,2006 |  T1,80.85515606039863
Estados Unidos Mexicanos,2006 |  T2,81.9777033088699
a  Región Norte,2006 |  T2,79.47229362307348
b  Región Centro-Norte,2006 |  T2,79.47991851934385
c  Región Centro,2006 |  T2,86.04283053889743
d  Región Centro-Sur,2006 |  T2,74.68173965442294
e  Región Sur-Sureste,2006 |  T2,82.16700835893573
Estados Unidos Mexicanos,2006 |  T3,78.44291157285296
a  Región Norte,2006 |  T3,79.23780712032126
