Concepto,Fecha,Valor
Estados Unidos Mexicanos,2003 |  T1,130.8252442218104
a  Región Norte,2003 |  T1,59.57808875752815
b  Región Centro-Norte,2003 |  T1,55.4683755229181
c  Región Centro,2003 |  T1,68.31615388286167
d  Región Centro-Sur,2003 |  T1,81.13717950317508
e  Región Sur-Sureste,2003 |  T1,159.85707646552353
Estados Unidos Mexicanos,2003 |  T2,132.51963773362203
a  Región Norte,2003 |  T2,64.6519509278764
b  Región Centro-Norte,2003 |  T2,57.49830145098546
c  Región Centro,2003 |  T2,77.84897839150707
d  Región Centro-Sur,2003 |  T2,80.16320941936664
e  Región Sur-Sureste,2003 |  T2,160.72854885596
Estados Unidos Mexicanos,2003 |  T3,135.69160251883653
a  Región Norte,2003 |  T3,64.24368501833713
b  Región Centro-Norte,2003 |  T3,54.31068698089289
c  Región Centro,2003 |  T3,75.1137284667742
d  Región Centro-Sur,2003 |  T3,81.96080709943004
e  Región Sur-Sureste,2003 |  T3,165.63689656396284
Estados Unidos Mexicanos,2003 |  T4,136.42642362309573
a  Región Norte,2003 |  T4,68.18249265073155
b  Región Centro-Norte,2003 |  T4,55.38931480418995
c  Región Centro,2003 |  T4,76.91601429118555
d  Región Centro-Sur,2003 |  T4,90.58339537044642
e  Región Sur-Sureste,2003 |  T4,165.19534774132146
Estados Unidos Mexicanos,2003 |  6 Meses,131.67244097771624
a  Región Norte,2003 |  6 Meses,62.11501984270227
b  Región Centro-Norte,2003 |  6 Meses,56.48333848695177
c  Región Centro,2003 |  6 Meses,73.08256613718437
d  Región Centro-Sur,2003 |  6 Meses,80.65019446127086
e  Región Sur-Sureste,2003 |  6 Meses,160.2928126607418
Estados Unidos Mexicanos,2003 |  9 Meses,133.012161491423
a  Región Norte,2003 |  9 Meses,62.82457490124723
b  Región Centro-Norte,2003 |  9 Meses,55.75912131826548
c  Región Centro,2003 |  9 Meses,73.75962024704764
d  Región Centro-Sur,2003 |  9 Meses,81.08706534065726
