Concepto,Fecha,Valor
Estados Unidos Mexicanos,2003 |  T1,71.33870460317212
a  Región Norte,2003 |  T1,66.06359031656164
b  Región Centro-Norte,2003 |  T1,63.53119081455652
c  Región Centro,2003 |  T1,62.606740101766704
d  Región Centro-Sur,2003 |  T1,61.50536334039486
e  Región Sur-Sureste,2003 |  T1,109.679800437804
Estados Unidos Mexicanos,2003 |  T2,76.72577332742493
a  Región Norte,2003 |  T2,73.60854693791653
b  Región Centro-Norte,2003 |  T2,69.61358793959562
c  Región Centro,2003 |  T2,129.1285510685619
d  Región Centro-Sur,2003 |  T2,72.17410863139165
e  Región Sur-Sureste,2003 |  T2,89.85786492201898
Estados Unidos Mexicanos,2003 |  T3,68.3900434738036
a  Región Norte,2003 |  T3,63.80656366234643
b  Región Centro-Norte,2003 |  T3,75.03013947841379
c  Región Centro,2003 |  T3,78.94423088129685
d  Región Centro-Sur,2003 |  T3,60.12204495267803
e  Región Sur-Sureste,2003 |  T3,73.13711286201122
Estados Unidos Mexicanos,2003 |  T4,80.8643382054834
a  Región Norte,2003 |  T4,75.40938824370225
b  Región Centro-Norte,2003 |  T4,78.91249441271387
c  Región Centro,2003 |  T4,117.25179322463616
d  Región Centro-Sur,2003 |  T4,80.75818274097153
e  Región Sur-Sureste,2003 |  T4,86.62605414269788
Estados Unidos Mexicanos,2003 |  6 Meses,74.03223896529852
a  Región Norte,2003 |  6 Meses,69.83606862723907
b  Región Centro-Norte,2003 |  6 Meses,66.57238937707606
c  Región Centro,2003 |  6 Meses,95.8676455851643
d  Región Centro-Sur,2003 |  6 Meses,66.83973598589326
e  Región Sur-Sureste,2003 |  6 Meses,99.76883267991148
Estados Unidos Mexicanos,2003 |  9 Meses,72.15150713480021
a  Región Norte,2003 |  9 Meses,67.82623363894153
b  Región Centro-Norte,2003 |  9 Meses,69.3916394108553
c  Región Centro,2003 |  9 Meses,90.22650735054182
d  Región Centro-Sur,2003 |  9 Meses,64.60050564148818
e  Región Sur-Sureste,2003 |  9 Meses,90.8915927406114
Estados Unidos Mexicanos,2003 |  Anual,74.32971490247101
a  Región Norte,2003 |  Anual,69.7220222901317
b  Región Centro-Norte,2003 |  Anual,71.77185316131994
c  Región Centro,2003 |  Anual,96.9828288190654
d  Región Centro-Sur,2003 |  Anual,68.63992491635904
e  Región Sur-Sureste,2003 |  Anual,89.82520809113302
Estados Unidos Mexicanos,2004 |  T1,76.73166976005766
a  Región Norte,2004 |  T1,71.63193602649251
b  Región Centro-Norte,2004 |  T1,69.79640980640683
c  Región Centro,2004 |  T1,71.42898643124612
d  Región Centro-Sur,2004 |  T1,61.0956011951152
e  Región Sur-Sureste,2004 |  T1,119.93576323341392
Estados Unidos Mexicanos,2004 |  T2,77.47553295363433
a  Región Norte,2004 |  T2,75.46309930215922
b  Región Centro-Norte,2004 |  T2,77.96719699071849
c  Región Centro,2004 |  T2,116.12683455774122
d  Región Centro-Sur,2004 |  T2,71.5979548161934
e  Región Sur-Sureste,2004 |  T2,79.51257707086445
Estados Unidos Mexicanos,2004 |  T3,66.16247807014246
a  Región Norte,2004 |  T3,64.08286816549318
b  Región Centro-Norte,2004 |  T3,72.15279567686424
c  Región Centro,2004 |  T3,77.25687859924312
d  Región Centro-Sur,2004 |  T3,59.49775725265489
e  Región Sur-Sureste,2004 |  T3,65.33281845666042
Estados Unidos Mexicanos,2004 |  T4,84.39526823604943
a  Región Norte,2004 |  T4,84.16064113833825
b  Región Centro-Norte,2004 |  T4,83.59633157137525
c  Región Centro,2004 |  T4,121.5353961756634
d  Región Centro-Sur,2004 |  T4,75.63366629065634
e  Región Sur-Sureste,2004 |  T4,89.58211798205605
Estados Unidos Mexicanos,2004 |  6 Meses,77.10360135684599
a  Región Norte,2004 |  6 Meses,73.54751766432587
b  Región Centro-Norte,2004 |  6 Meses,73.88180339856267
c  Región Centro,2004 |  6 Meses,93.77791049449368
d  Región Centro-Sur,2004 |  6 Meses,66.3467780056543
e  Región Sur-Sureste,2004 |  6 Meses,99.72417015213918
Estados Unidos Mexicanos,2004 |  9 Meses,73.45656026127814
a  Región Norte,2004 |  9 Meses,70.39263449804831
b  Región Centro-Norte,2004 |  9 Meses,73.30546749132985
c  Región Centro,2004 |  9 Meses,88.27089986274348
d  Región Centro-Sur,2004 |  9 Meses,64.06377108798782
e  Región Sur-Sureste,2004 |  9 Meses,88.26038625364626
Estados Unidos Mexicanos,2004 |  Anual,76.19123725497097
a  Región Norte,2004 |  Anual,73.83463615812079
b  Región Centro-Norte,2004 |  Anual,75.87818351134119
c  Región Centro,2004 |  Anual,96.58702394097348
d  Región Centro-Sur,2004 |  Anual,66.95624488865496
e  Región Sur-Sureste,2004 |  Anual,88.59081918574871
Estados Unidos Mexicanos,2005 |  T1,71.64563421001272
a  Región Norte,2005 |  T1,66.77771061753913
b  Región Centro-Norte,2005 |  T1,68.14863963826083
c  Región Centro,2005 |  T1,57.85289172560268
d  Región Centro-Sur,2005 |  T1,58.34837600321845
e  Región Sur-Sureste,2005 |  T1,107.01259445049772
Estados Unidos Mexicanos,2005 |  T2,73.50357439765665
a  Región Norte,2005 |  T2,79.2333254016311
b  Región Centro-Norte,2005 |  T2,67.36483068354552
c  Región Centro,2005 |  T2,93.18334342514468
d  Región Centro-Sur,2005 |  T2,63.65827267225784
e  Región Sur-Sureste,2005 |  T2,82.65207179019264
Estados Unidos Mexicanos,2005 |  T3,68.86663805515691
a  Región Norte,2005 |  T3,66.3793617572959
b  Región Centro-Norte,2005 |  T3,71.57340066804927
c  Región Centro,2005 |  T3,92.17409825875067
d  Región Centro-Sur,2005 |  T3,65.59212429035263
e  Región Sur-Sureste,2005 |  T3,67.70544708615178
Estados Unidos Mexicanos,2005 |  T4,81.33586825800903
a  Región Norte,2005 |  T4,88.63755702479203
b  Región Centro-Norte,2005 |  T4,75.56456210479813
c  Región Centro,2005 |  T4,114.26713202678292
d  Región Centro-Sur,2005 |  T4,78.32632339029331
e  Región Sur-Sureste,2005 |  T4,75.25862426866351
Estados Unidos Mexicanos,2005 |  6 Meses,72.57460430383468
a  Región Norte,2005 |  6 Meses,73.00551800958513
b  Región Centro-Norte,2005 |  6 Meses,67.75673516090318
