Concepto,Fecha,Valor
Estados Unidos Mexicanos,2003 |  T1,81.4266605443115
a  Región Norte,2003 |  T1,72.76488403766554
b  Región Centro-Norte,2003 |  T1,58.8736136997076
c  Región Centro,2003 |  T1,90.52327098967515
d  Región Centro-Sur,2003 |  T1,70.27282418047113
e  Región Sur-Sureste,2003 |  T1,129.463995161416
Estados Unidos Mexicanos,2003 |  T2,81.79212957063184
a  Región Norte,2003 |  T2,71.89659887502272
b  Región Centro-Norte,2003 |  T2,59.27660874066566
c  Región Centro,2003 |  T2,94.0215557600319
d  Región Centro-Sur,2003 |  T2,71.7538618420297
e  Región Sur-Sureste,2003 |  T2,129.18932441396652
Estados Unidos Mexicanos,2003 |  T3,84.20462919860944
a  Región Norte,2003 |  T3,73.54814328400792
b  Región Centro-Norte,2003 |  T3,62.81496306443394
c  Región Centro,2003 |  T3,95.43231360831018
d  Región Centro-Sur,2003 |  T3,73.30549177546413
e  Región Sur-Sureste,2003 |  T3,133.27526393297725
Estados Unidos Mexicanos,2003 |  T4,82.73979075676469
a  Región Norte,2003 |  T4,72.3098434521525
b  Región Centro-Norte,2003 |  T4,61.20384096023125
c  Región Centro,2003 |  T4,91.28169210685073
d  Región Centro-Sur,2003 |  T4,73.99760390776277
e  Región Sur-Sureste,2003 |  T4,131.83436253861066
Estados Unidos Mexicanos,2003 |  6 Meses,81.60939505747167
a  Región Norte,2003 |  6 Meses,72.33074145634413
b  Región Centro-Norte,2003 |  6 Meses,59.07511122018663
c  Región Centro,2003 |  6 Meses,92.27241337485354
d  Región Centro-Sur,2003 |  6 Meses,71.01334301125041
e  Región Sur-Sureste,2003 |  6 Meses,129.32665978769126
Estados Unidos Mexicanos,2003 |  9 Meses,82.4744731045176
a  Región Norte,2003 |  9 Meses,72.73654206556539
b  Región Centro-Norte,2003 |  9 Meses,60.3217285016024
c  Región Centro,2003 |  9 Meses,93.32571345267242
d  Región Centro-Sur,2003 |  9 Meses,71.77739259932167
e  Región Sur-Sureste,2003 |  9 Meses,130.64286116945328
Estados Unidos Mexicanos,2003 |  Anual,82.54080251757937
a  Región Norte,2003 |  Anual,72.62986741221216
b  Región Centro-Norte,2003 |  Anual,60.54225661625961
c  Región Centro,2003 |  Anual,92.814708116217
d  Región Centro-Sur,2003 |  Anual,72.33244542643195
e  Región Sur-Sureste,2003 |  Anual,130.9407365117426
Estados Unidos Mexicanos,2004 |  T1,84.60288406356361
a  Región Norte,2004 |  T1,74.75464847928798
b  Región Centro-Norte,2004 |  T1,62.47711638846511
c  Región Centro,2004 |  T1,94.58240464829385
d  Región Centro-Sur,2004 |  T1,75.6604344281093
e  Región Sur-Sureste,2004 |  T1,132.25399471259186
Estados Unidos Mexicanos,2004 |  T2,85.31342444244285
a  Región Norte,2004 |  T2,75.19954989096372
b  Región Centro-Norte,2004 |  T2,63.443987779122736
c  Región Centro,2004 |  T2,95.61132640562266
d  Región Centro-Sur,2004 |  T2,76.27066460935332
e  Región Sur-Sureste,2004 |  T2,133.05709307442388
Estados Unidos Mexicanos,2004 |  T3,87.03630268091474
a  Región Norte,2004 |  T3,75.74206798525832
b  Región Centro-Norte,2004 |  T3,65.50706314763981
c  Región Centro,2004 |  T3,97.2835258782452
d  Región Centro-Sur,2004 |  T3,81.69830060947577
e  Región Sur-Sureste,2004 |  T3,134.0188644915209
Estados Unidos Mexicanos,2004 |  T4,85.82087946841722
a  Región Norte,2004 |  T4,74.52854177911638
b  Región Centro-Norte,2004 |  T4,65.2519226498344
c  Región Centro,2004 |  T4,97.26591023102364
d  Región Centro-Sur,2004 |  T4,77.88113644087498
e  Región Sur-Sureste,2004 |  T4,132.7613250909611
Estados Unidos Mexicanos,2004 |  6 Meses,84.95815425300324
a  Región Norte,2004 |  6 Meses,74.97709918512587
b  Región Centro-Norte,2004 |  6 Meses,62.96055208379392
c  Región Centro,2004 |  6 Meses,95.09686552695824
d  Región Centro-Sur,2004 |  6 Meses,75.96554951873131
e  Región Sur-Sureste,2004 |  6 Meses,132.65554389350785
Estados Unidos Mexicanos,2004 |  9 Meses,85.6508703956404
a  Región Norte,2004 |  9 Meses,75.23208878517
b  Región Centro-Norte,2004 |  9 Meses,63.80938910507589
c  Región Centro,2004 |  9 Meses,95.82575231072056
d  Región Centro-Sur,2004 |  9 Meses,77.87646654897945
e  Región Sur-Sureste,2004 |  9 Meses,133.10998409284554
Estados Unidos Mexicanos,2004 |  Anual,85.6933726638346
a  Región Norte,2004 |  Anual,75.05620203365659
b  Región Centro-Norte,2004 |  Anual,64.17002249126551
c  Región Centro,2004 |  Anual,96.18579179079634
d  Región Centro-Sur,2004 |  Anual,77.87763402195334
e  Región Sur-Sureste,2004 |  Anual,133.02281934237442
Estados Unidos Mexicanos,2005 |  T1,84.83988959377314
a  Región Norte,2005 |  T1,74.57693127763872
b  Región Centro-Norte,2005 |  T1,62.47955497013281
c  Región Centro,2005 |  T1,97.4130249178107
d  Región Centro-Sur,2005 |  T1,77.23083290155395
e  Región Sur-Sureste,2005 |  T1,130.66956521130984
Estados Unidos Mexicanos,2005 |  T2,87.85375202636934
a  Región Norte,2005 |  T2,76.60774839608324
b  Región Centro-Norte,2005 |  T2,64.93380041210156
c  Región Centro,2005 |  T2,100.34725855418355
d  Región Centro-Sur,2005 |  T2,81.3936072847792
e  Región Sur-Sureste,2005 |  T2,135.62819485499077
Estados Unidos Mexicanos,2005 |  T3,88.42249842742261
a  Región Norte,2005 |  T3,78.13123818711396
b  Región Centro-Norte,2005 |  T3,65.05534452713967
c  Región Centro,2005 |  T3,100.44383854632596
d  Región Centro-Sur,2005 |  T3,80.89877516762084
e  Región Sur-Sureste,2005 |  T3,135.8941882639355
Estados Unidos Mexicanos,2005 |  T4,89.45293548997991
a  Región Norte,2005 |  T4,78.60483777583319
b  Región Centro-Norte,2005 |  T4,68.7579122968331
c  Región Centro,2005 |  T4,97.90587293245406
d  Región Centro-Sur,2005 |  T4,81.45633395507899
e  Región Sur-Sureste,2005 |  T4,137.89278232992547
Estados Unidos Mexicanos,2005 |  6 Meses,86.34682081007122
