Concepto,Fecha,Valor
Estados Unidos Mexicanos,2003 |  T1,55.24960563455444
a  Región Norte,2003 |  T1,53.84762660329948
b  Región Centro-Norte,2003 |  T1,57.46354699644037
c  Región Centro,2003 |  T1,52.82643600984407
d  Región Centro-Sur,2003 |  T1,57.01301195961336
e  Región Sur-Sureste,2003 |  T1,59.58305925063955
Estados Unidos Mexicanos,2003 |  T2,57.79195273745768
a  Región Norte,2003 |  T2,56.06667823458344
b  Región Centro-Norte,2003 |  T2,58.7403819415083
c  Región Centro,2003 |  T2,56.97451151044002
d  Región Centro-Sur,2003 |  T2,58.43667393836939
e  Región Sur-Sureste,2003 |  T2,60.96590763005266
Estados Unidos Mexicanos,2003 |  T3,56.92658612862333
a  Región Norte,2003 |  T3,55.65520701349923
b  Región Centro-Norte,2003 |  T3,58.80834954726705
c  Región Centro,2003 |  T3,54.89925831474376
d  Región Centro-Sur,2003 |  T3,58.28816373493682
e  Región Sur-Sureste,2003 |  T3,60.785896201124665
Estados Unidos Mexicanos,2003 |  T4,58.65523848178563
a  Región Norte,2003 |  T4,57.12478000272683
b  Región Centro-Norte,2003 |  T4,59.81084141722821
c  Región Centro,2003 |  T4,57.57148408199341
d  Región Centro-Sur,2003 |  T4,59.46132006149659
e  Región Sur-Sureste,2003 |  T4,61.82228587555444
Estados Unidos Mexicanos,2003 |  6 Meses,56.52077918600605
a  Región Norte,2003 |  6 Meses,54.957152418941455
b  Región Centro-Norte,2003 |  6 Meses,58.10196446897433
c  Región Centro,2003 |  6 Meses,54.90047376014204
d  Región Centro-Sur,2003 |  6 Meses,57.72484294899137
e  Región Sur-Sureste,2003 |  6 Meses,60.2744834403461
Estados Unidos Mexicanos,2003 |  9 Meses,56.65604816687848
a  Región Norte,2003 |  9 Meses,55.18983728379405
b  Región Centro-Norte,2003 |  9 Meses,58.33742616173857
c  Región Centro,2003 |  9 Meses,54.90006861167596
d  Región Centro-Sur,2003 |  9 Meses,57.91261654430653
e  Región Sur-Sureste,2003 |  9 Meses,60.44495436060562
Estados Unidos Mexicanos,2003 |  Anual,57.15584574560526
a  Región Norte,2003 |  Anual,55.67357296352724
b  Región Centro-Norte,2003 |  Anual,58.70577997561097
c  Región Centro,2003 |  Anual,55.5679224792553
d  Región Centro-Sur,2003 |  Anual,58.29979242360403
e  Región Sur-Sureste,2003 |  Anual,60.78928723934284
Estados Unidos Mexicanos,2004 |  T1,58.66362892390102
a  Región Norte,2004 |  T1,57.714370381931154
b  Región Centro-Norte,2004 |  T1,60.7445883636992
c  Región Centro,2004 |  T1,56.22669553826082
d  Región Centro-Sur,2004 |  T1,60.09108232272342
e  Región Sur-Sureste,2004 |  T1,62.80169135624883
Estados Unidos Mexicanos,2004 |  T2,62.46139552375769
a  Región Norte,2004 |  T2,61.09824015612379
b  Región Centro-Norte,2004 |  T2,63.00932212003805
c  Región Centro,2004 |  T2,61.99782712062745
d  Región Centro-Sur,2004 |  T2,62.51757038223532
e  Región Sur-Sureste,2004 |  T2,65.17044261064716
Estados Unidos Mexicanos,2004 |  T3,60.65737186141471
a  Región Norte,2004 |  T3,58.79947011378884
b  Región Centro-Norte,2004 |  T3,61.92314626940159
c  Región Centro,2004 |  T3,59.86930281618933
d  Región Centro-Sur,2004 |  T3,61.19200691691557
e  Región Sur-Sureste,2004 |  T3,63.685522197108654
Estados Unidos Mexicanos,2004 |  T4,60.78901062595514
a  Región Norte,2004 |  T4,58.26723953256136
b  Región Centro-Norte,2004 |  T4,61.51036893054689
c  Región Centro,2004 |  T4,60.8107371401559
d  Región Centro-Sur,2004 |  T4,61.08934933572935
e  Región Sur-Sureste,2004 |  T4,63.5958270438135
Estados Unidos Mexicanos,2004 |  6 Meses,60.56251222382936
a  Región Norte,2004 |  6 Meses,59.40630526902747
b  Región Centro-Norte,2004 |  6 Meses,61.87695524186863
c  Región Centro,2004 |  6 Meses,59.11226132944414
d  Región Centro-Sur,2004 |  6 Meses,61.30432635247936
e  Región Sur-Sureste,2004 |  6 Meses,63.986066983448
Estados Unidos Mexicanos,2004 |  9 Meses,60.59413210302448
a  Región Norte,2004 |  9 Meses,59.204026883947925
b  Región Centro-Norte,2004 |  9 Meses,61.89235225104629
c  Región Centro,2004 |  9 Meses,59.364608491692536
d  Región Centro-Sur,2004 |  9 Meses,61.266886540624775
e  Región Sur-Sureste,2004 |  9 Meses,63.885885388001554
Estados Unidos Mexicanos,2004 |  Anual,60.64285173375716
a  Región Norte,2004 |  Anual,58.96983004610129
b  Región Centro-Norte,2004 |  Anual,61.79685642092144
c  Región Centro,2004 |  Anual,59.72614065380838
d  Región Centro-Sur,2004 |  Anual,61.22250223940093
e  Región Sur-Sureste,2004 |  Anual,63.81337080195454
Estados Unidos Mexicanos,2005 |  T1,59.15286120461175
a  Región Norte,2005 |  T1,58.36942528455262
b  Región Centro-Norte,2005 |  T1,62.09101286058056
c  Región Centro,2005 |  T1,55.544954635970825
d  Región Centro-Sur,2005 |  T1,61.41020521809188
e  Región Sur-Sureste,2005 |  T1,64.31495360568975
Estados Unidos Mexicanos,2005 |  T2,61.73317071452736
a  Región Norte,2005 |  T2,60.32900709713972
b  Región Centro-Norte,2005 |  T2,62.946781857834985
c  Región Centro,2005 |  T2,60.27006374350847
d  Región Centro-Sur,2005 |  T2,62.57238391604061
e  Región Sur-Sureste,2005 |  T2,65.61609518093692
Estados Unidos Mexicanos,2005 |  T3,59.9165492395399
