state,eaindex,year,quarter,year_quarter,date,country,region,amlo_vic,naim,covid,eaindexi
Tabasco,104.3,2014,3,2014 Q3,2014-10-01,MEX,Región Sur-Sureste,0,0,0,124.01902497027348
Tabasco,101.4,2014,4,2014 Q4,2015-01-01,MEX,Región Sur-Sureste,0,0,0,120.57074910820454
Tabasco,101.6,2015,1,2015 Q1,2015-04-01,MEX,Región Sur-Sureste,0,0,0,120.80856123662306
Tabasco,101.8,2015,2,2015 Q2,2015-07-01,MEX,Región Sur-Sureste,0,0,0,121.04637336504163
Tabasco,101.7,2015,3,2015 Q3,2015-10-01,MEX,Región Sur-Sureste,0,0,0,120.92746730083235
Tabasco,101.8,2015,4,2015 Q4,2016-01-01,MEX,Región Sur-Sureste,0,0,0,121.04637336504163
Tabasco,100.2,2016,1,2016 Q1,2016-04-01,MEX,Región Sur-Sureste,0,0,0,119.14387633769323
Tabasco,97.1,2016,2,2016 Q2,2016-07-01,MEX,Región Sur-Sureste,0,0,0,115.4577883472057
Tabasco,94.1,2016,3,2016 Q3,2016-10-01,MEX,Región Sur-Sureste,0,0,0,111.89060642092747
Tabasco,94.4,2016,4,2016 Q4,2017-01-01,MEX,Región Sur-Sureste,0,0,0,112.2473246135553
Tabasco,93.2,2017,1,2017 Q1,2017-04-01,MEX,Región Sur-Sureste,0,0,0,110.82045184304401
Tabasco,94.1,2017,2,2017 Q2,2017-07-01,MEX,Región Sur-Sureste,0,0,0,111.89060642092747
Tabasco,91.6,2017,3,2017 Q3,2017-10-01,MEX,Región Sur-Sureste,0,0,0,108.9179548156956
Tabasco,89.8,2017,4,2017 Q4,2018-01-01,MEX,Región Sur-Sureste,0,0,0,106.77764565992867
Tabasco,87.3,2018,1,2018 Q1,2018-04-01,MEX,Región Sur-Sureste,0,0,0,103.80499405469679
Tabasco,86.4,2018,2,2018 Q2,2018-07-01,MEX,Región Sur-Sureste,1,0,0,102.73483947681332
Tabasco,84.1,2018,3,2018 Q3,2018-10-01,MEX,Región Sur-Sureste,1,0,0,100
Tabasco,80.2,2018,4,2018 Q4,2019-01-01,MEX,Región Sur-Sureste,1,1,0,95.36266349583829
Tabasco,79.9,2019,1,2019 Q1,2019-04-01,MEX,Región Sur-Sureste,1,1,0,95.00594530321048
Tabasco,78.6,2019,2,2019 Q2,2019-07-01,MEX,Región Sur-Sureste,1,1,0,93.46016646848989
Tabasco,82.3,2019,3,2019 Q3,2019-10-01,MEX,Región Sur-Sureste,1,1,0,97.85969084423306
Tabasco,84.1,2019,4,2019 Q4,2020-01-01,MEX,Región Sur-Sureste,1,1,0,100
Tamaulipas,94.4,2010,1,2010 Q1,2010-04-01,MEX,Región Norte,0,0,0,87.65088207985144
Tamaulipas,94,2010,2,2010 Q2,2010-07-01,MEX,Región Norte,0,0,0,87.2794800371402
Tamaulipas,95,2010,3,2010 Q3,2010-10-01,MEX,Región Norte,0,0,0,88.2079851439183
Tamaulipas,95.9,2010,4,2010 Q4,2011-01-01,MEX,Región Norte,0,0,0,89.04363974001858
Tamaulipas,95.8,2011,1,2011 Q1,2011-04-01,MEX,Región Norte,0,0,0,88.95078922934076
Tamaulipas,96.8,2011,2,2011 Q2,2011-07-01,MEX,Región Norte,0,0,0,89.87929433611885
Tamaulipas,97,2011,3,2011 Q3,2011-10-01,MEX,Región Norte,0,0,0,90.06499535747446
Tamaulipas,97.1,2011,4,2011 Q4,2012-01-01,MEX,Región Norte,0,0,0,90.15784586815226
Tamaulipas,98.9,2012,1,2012 Q1,2012-04-01,MEX,Región Norte,0,0,0,91.82915506035283
Tamaulipas,99.1,2012,2,2012 Q2,2012-07-01,MEX,Región Norte,0,0,0,92.01485608170844
Tamaulipas,97.6,2012,3,2012 Q3,2012-10-01,MEX,Región Norte,0,0,0,90.62209842154131
Tamaulipas,98,2012,4,2012 Q4,2013-01-01,MEX,Región Norte,0,0,0,90.99350046425255
Tamaulipas,99.9,2013,1,2013 Q1,2013-04-01,MEX,Región Norte,0,0,0,92.75766016713092
Tamaulipas,100.5,2013,2,2013 Q2,2013-07-01,MEX,Región Norte,0,0,0,93.31476323119777
Tamaulipas,99.5,2013,3,2013 Q3,2013-10-01,MEX,Región Norte,0,0,0,92.38625812441968
Tamaulipas,100.4,2013,4,2013 Q4,2014-01-01,MEX,Región Norte,0,0,0,93.22191272051997
Tamaulipas,100.2,2014,1,2014 Q1,2014-04-01,MEX,Región Norte,0,0,0,93.03621169916435
Tamaulipas,100.8,2014,2,2014 Q2,2014-07-01,MEX,Región Norte,0,0,0,93.59331476323119
Tamaulipas,102,2014,3,2014 Q3,2014-10-01,MEX,Región Norte,0,0,0,94.70752089136491
Tamaulipas,101.3,2014,4,2014 Q4,2015-01-01,MEX,Región Norte,0,0,0,94.05756731662024
Tamaulipas,101,2015,1,2015 Q1,2015-04-01,MEX,Región Norte,0,0,0,93.77901578458682
Tamaulipas,102.2,2015,2,2015 Q2,2015-07-01,MEX,Región Norte,0,0,0,94.89322191272052
Tamaulipas,104.8,2015,3,2015 Q3,2015-10-01,MEX,Región Norte,0,0,0,97.30733519034355
Tamaulipas,108.9,2015,4,2015 Q4,2016-01-01,MEX,Región Norte,0,0,0,101.11420612813372
Tamaulipas,105.3,2016,1,2016 Q1,2016-04-01,MEX,Región Norte,0,0,0,97.77158774373258
Tamaulipas,105.1,2016,2,2016 Q2,2016-07-01,MEX,Región Norte,0,0,0,97.58588672237697
Tamaulipas,106.4,2016,3,2016 Q3,2016-10-01,MEX,Región Norte,0,0,0,98.79294336118849
Tamaulipas,105.6,2016,4,2016 Q4,2017-01-01,MEX,Región Norte,0,0,0,98.05013927576601
Tamaulipas,106.1,2017,1,2017 Q1,2017-04-01,MEX,Región Norte,0,0,0,98.51439182915506
Tamaulipas,105.9,2017,2,2017 Q2,2017-07-01,MEX,Región Norte,0,0,0,98.32869080779945
Tamaulipas,104.9,2017,3,2017 Q3,2017-10-01,MEX,Región Norte,0,0,0,97.40018570102136
Tamaulipas,104.8,2017,4,2017 Q4,2018-01-01,MEX,Región Norte,0,0,0,97.30733519034355
Tamaulipas,106.9,2018,1,2018 Q1,2018-04-01,MEX,Región Norte,0,0,0,99.25719591457754
Tamaulipas,108.1,2018,2,2018 Q2,2018-07-01,MEX,Región Norte,1,0,0,100.37140204271122
Tamaulipas,107.7,2018,3,2018 Q3,2018-10-01,MEX,Región Norte,1,0,0,100
Tamaulipas,107.5,2018,4,2018 Q4,2019-01-01,MEX,Región Norte,1,1,0,99.81429897864437
Tamaulipas,109.3,2019,1,2019 Q1,2019-04-01,MEX,Región Norte,1,1,0,101.48560817084493
Tamaulipas,109.2,2019,2,2019 Q2,2019-07-01,MEX,Región Norte,1,1,0,101.39275766016713
Tamaulipas,109.8,2019,3,2019 Q3,2019-10-01,MEX,Región Norte,1,1,0,101.94986072423397
Tamaulipas,109.1,2019,4,2019 Q4,2020-01-01,MEX,Región Norte,1,1,0,101.29990714948931
Tlaxcala,100.3,2010,1,2010 Q1,2010-04-01,MEX,Región Centro-Sur,0,0,0,92.52767527675276
Tlaxcala,102,2010,2,2010 Q2,2010-07-01,MEX,Región Centro-Sur,0,0,0,94.09594095940959
Tlaxcala,101,2010,3,2010 Q3,2010-10-01,MEX,Región Centro-Sur,0,0,0,93.17343173431733
Tlaxcala,102.2,2010,4,2010 Q4,2011-01-01,MEX,Región Centro-Sur,0,0,0,94.28044280442805
Tlaxcala,95.6,2011,1,2011 Q1,2011-04-01,MEX,Región Centro-Sur,0,0,0,88.19188191881918
Tlaxcala,94.6,2011,2,2011 Q2,2011-07-01,MEX,Región Centro-Sur,0,0,0,87.26937269372694
Tlaxcala,100.8,2011,3,2011 Q3,2011-10-01,MEX,Región Centro-Sur,0,0,0,92.98892988929889
Tlaxcala,101.5,2011,4,2011 Q4,2012-01-01,MEX,Región Centro-Sur,0,0,0,93.63468634686346
Tlaxcala,104,2012,1,2012 Q1,2012-04-01,MEX,Región Centro-Sur,0,0,0,95.9409594095941
Tlaxcala,104.9,2012,2,2012 Q2,2012-07-01,MEX,Región Centro-Sur,0,0,0,96.77121771217713
Tlaxcala,97.4,2012,3,2012 Q3,2012-10-01,MEX,Región Centro-Sur,0,0,0,89.85239852398524
Tlaxcala,103.4,2012,4,2012 Q4,2013-01-01,MEX,Región Centro-Sur,0,0,0,95.38745387453874
Tlaxcala,98.6,2013,1,2013 Q1,2013-04-01,MEX,Región Centro-Sur,0,0,0,90.95940959409593
Tlaxcala,101.1,2013,2,2013 Q2,2013-07-01,MEX,Región Centro-Sur,0,0,0,93.26568265682656
Tlaxcala,99.3,2013,3,2013 Q3,2013-10-01,MEX,Región Centro-Sur,0,0,0,91.60516605166052
Tlaxcala,101.3,2013,4,2013 Q4,2014-01-01,MEX,Región Centro-Sur,0,0,0,93.45018450184502
Tlaxcala,102.1,2014,1,2014 Q1,2014-04-01,MEX,Región Centro-Sur,0,0,0,94.1881918819188
Tlaxcala,100.7,2014,2,2014 Q2,2014-07-01,MEX,Región Centro-Sur,0,0,0,92.89667896678966
Tlaxcala,104.4,2014,3,2014 Q3,2014-10-01,MEX,Región Centro-Sur,0,0,0,96.309963099631
Tlaxcala,105.5,2014,4,2014 Q4,2015-01-01,MEX,Región Centro-Sur,0,0,0,97.32472324723247
Tlaxcala,109.5,2015,1,2015 Q1,2015-04-01,MEX,Región Centro-Sur,0,0,0,101.01476014760146
Tlaxcala,112.3,2015,2,2015 Q2,2015-07-01,MEX,Región Centro-Sur,0,0,0,103.59778597785979
Tlaxcala,112.2,2015,3,2015 Q3,2015-10-01,MEX,Región Centro-Sur,0,0,0,103.50553505535056
Tlaxcala,106.7,2015,4,2015 Q4,2016-01-01,MEX,Región Centro-Sur,0,0,0,98.43173431734317
Tlaxcala,111.9,2016,1,2016 Q1,2016-04-01,MEX,Región Centro-Sur,0,0,0,103.22878228782288
Tlaxcala,107.9,2016,2,2016 Q2,2016-07-01,MEX,Región Centro-Sur,0,0,0,99.53874538745387
Tlaxcala,110.7,2016,3,2016 Q3,2016-10-01,MEX,Región Centro-Sur,0,0,0,102.12177121771218
Tlaxcala,110.8,2016,4,2016 Q4,2017-01-01,MEX,Región Centro-Sur,0,0,0,102.21402214022139
Tlaxcala,108.2,2017,1,2017 Q1,2017-04-01,MEX,Región Centro-Sur,0,0,0,99.81549815498155
Tlaxcala,107.8,2017,2,2017 Q2,2017-07-01,MEX,Región Centro-Sur,0,0,0,99.44649446494465
Tlaxcala,108.2,2017,3,2017 Q3,2017-10-01,MEX,Región Centro-Sur,0,0,0,99.81549815498155
Tlaxcala,112.2,2017,4,2017 Q4,2018-01-01,MEX,Región Centro-Sur,0,0,0,103.50553505535056
Tlaxcala,114.9,2018,1,2018 Q1,2018-04-01,MEX,Región Centro-Sur,0,0,0,105.99630996309963
Tlaxcala,112.1,2018,2,2018 Q2,2018-07-01,MEX,Región Centro-Sur,1,0,0,103.41328413284133
Tlaxcala,108.4,2018,3,2018 Q3,2018-10-01,MEX,Región Centro-Sur,1,0,0,100
Tlaxcala,116.3,2018,4,2018 Q4,2019-01-01,MEX,Región Centro-Sur,1,1,0,107.28782287822878
Tlaxcala,114.9,2019,1,2019 Q1,2019-04-01,MEX,Región Centro-Sur,1,1,0,105.99630996309963
Tlaxcala,121.8,2019,2,2019 Q2,2019-07-01,MEX,Región Centro-Sur,1,1,0,112.36162361623616
Tlaxcala,121.6,2019,3,2019 Q3,2019-10-01,MEX,Región Centro-Sur,1,1,0,112.1771217712177
Tlaxcala,114.5,2019,4,2019 Q4,2020-01-01,MEX,Región Centro-Sur,1,1,0,105.62730627306271
Veracruz de Ignacio de la Llave,91.3,2010,1,2010 Q1,2010-04-01,MEX,Región Sur-Sureste,0,0,0,88.64077669902912
Veracruz de Ignacio de la Llave,92.1,2010,2,2010 Q2,2010-07-01,MEX,Región Sur-Sureste,0,0,0,89.41747572815534
Veracruz de Ignacio de la Llave,91.7,2010,3,2010 Q3,2010-10-01,MEX,Región Sur-Sureste,0,0,0,89.02912621359224
Veracruz de Ignacio de la Llave,92.4,2010,4,2010 Q4,2011-01-01,MEX,Región Sur-Sureste,0,0,0,89.70873786407768
Veracruz de Ignacio de la Llave,93.4,2011,1,2011 Q1,2011-04-01,MEX,Región Sur-Sureste,0,0,0,90.67961165048544
Veracruz de Ignacio de la Llave,93.7,2011,2,2011 Q2,2011-07-01,MEX,Región Sur-Sureste,0,0,0,90.97087378640776
Veracruz de Ignacio de la Llave,96,2011,3,2011 Q3,2011-10-01,MEX,Región Sur-Sureste,0,0,0,93.20388349514563
Veracruz de Ignacio de la Llave,99.1,2011,4,2011 Q4,2012-01-01,MEX,Región Sur-Sureste,0,0,0,96.2135922330097
Veracruz de Ignacio de la Llave,99.3,2012,1,2012 Q1,2012-04-01,MEX,Región Sur-Sureste,0,0,0,96.40776699029125
Veracruz de Ignacio de la Llave,99.7,2012,2,2012 Q2,2012-07-01,MEX,Región Sur-Sureste,0,0,0,96.79611650485437
Veracruz de Ignacio de la Llave,99.8,2012,3,2012 Q3,2012-10-01,MEX,Región Sur-Sureste,0,0,0,96.89320388349513
Veracruz de Ignacio de la Llave,100.4,2012,4,2012 Q4,2013-01-01,MEX,Región Sur-Sureste,0,0,0,97.47572815533981
Veracruz de Ignacio de la Llave,99.6,2013,1,2013 Q1,2013-04-01,MEX,Región Sur-Sureste,0,0,0,96.69902912621359
Veracruz de Ignacio de la Llave,101,2013,2,2013 Q2,2013-07-01,MEX,Región Sur-Sureste,0,0,0,98.05825242718447
Veracruz de Ignacio de la Llave,100.5,2013,3,2013 Q3,2013-10-01,MEX,Región Sur-Sureste,0,0,0,97.57281553398059
Veracruz de Ignacio de la Llave,99,2013,4,2013 Q4,2014-01-01,MEX,Región Sur-Sureste,0,0,0,96.11650485436894
Veracruz de Ignacio de la Llave,100.3,2014,1,2014 Q1,2014-04-01,MEX,Región Sur-Sureste,0,0,0,97.37864077669902
Veracruz de Ignacio de la Llave,99.8,2014,2,2014 Q2,2014-07-01,MEX,Región Sur-Sureste,0,0,0,96.89320388349513
Veracruz de Ignacio de la Llave,99.8,2014,3,2014 Q3,2014-10-01,MEX,Región Sur-Sureste,0,0,0,96.89320388349513
Veracruz de Ignacio de la Llave,99.9,2014,4,2014 Q4,2015-01-01,MEX,Región Sur-Sureste,0,0,0,96.99029126213593
Veracruz de Ignacio de la Llave,98.9,2015,1,2015 Q1,2015-04-01,MEX,Región Sur-Sureste,0,0,0,96.01941747572816
Veracruz de Ignacio de la Llave,99.6,2015,2,2015 Q2,2015-07-01,MEX,Región Sur-Sureste,0,0,0,96.69902912621359
Veracruz de Ignacio de la Llave,103.6,2015,3,2015 Q3,2015-10-01,MEX,Región Sur-Sureste,0,0,0,100.58252427184466
Veracruz de Ignacio de la Llave,100.4,2015,4,2015 Q4,2016-01-01,MEX,Región Sur-Sureste,0,0,0,97.47572815533981
Veracruz de Ignacio de la Llave,101,2016,1,2016 Q1,2016-04-01,MEX,Región Sur-Sureste,0,0,0,98.05825242718447
Veracruz de Ignacio de la Llave,100.2,2016,2,2016 Q2,2016-07-01,MEX,Región Sur-Sureste,0,0,0,97.28155339805825
Veracruz de Ignacio de la Llave,99.9,2016,3,2016 Q3,2016-10-01,MEX,Región Sur-Sureste,0,0,0,96.99029126213593
Veracruz de Ignacio de la Llave,100.8,2016,4,2016 Q4,2017-01-01,MEX,Región Sur-Sureste,0,0,0,97.86407766990291
Veracruz de Ignacio de la Llave,100.4,2017,1,2017 Q1,2017-04-01,MEX,Región Sur-Sureste,0,0,0,97.47572815533981
Veracruz de Ignacio de la Llave,99.7,2017,2,2017 Q2,2017-07-01,MEX,Región Sur-Sureste,0,0,0,96.79611650485437
Veracruz de Ignacio de la Llave,98.6,2017,3,2017 Q3,2017-10-01,MEX,Región Sur-Sureste,0,0,0,95.72815533980582
Veracruz de Ignacio de la Llave,98.7,2017,4,2017 Q4,2018-01-01,MEX,Región Sur-Sureste,0,0,0,95.8252427184466
Veracruz de Ignacio de la Llave,100.5,2018,1,2018 Q1,2018-04-01,MEX,Región Sur-Sureste,0,0,0,97.57281553398059
Veracruz de Ignacio de la Llave,102.1,2018,2,2018 Q2,2018-07-01,MEX,Región Sur-Sureste,1,0,0,99.126213592233
Veracruz de Ignacio de la Llave,103,2018,3,2018 Q3,2018-10-01,MEX,Región Sur-Sureste,1,0,0,100
Veracruz de Ignacio de la Llave,101,2018,4,2018 Q4,2019-01-01,MEX,Región Sur-Sureste,1,1,0,98.05825242718447
Veracruz de Ignacio de la Llave,103,2019,1,2019 Q1,2019-04-01,MEX,Región Sur-Sureste,1,1,0,100
Veracruz de Ignacio de la Llave,102.2,2019,2,2019 Q2,2019-07-01,MEX,Región Sur-Sureste,1,1,0,99.22330097087378
Veracruz de Ignacio de la Llave,102.5,2019,3,2019 Q3,2019-10-01,MEX,Región Sur-Sureste,1,1,0,99.51456310679612
Veracruz de Ignacio de la Llave,102.8,2019,4,2019 Q4,2020-01-01,MEX,Región Sur-Sureste,1,1,0,99.80582524271846
Yucatán,90.1,2010,1,2010 Q1,2010-04-01,MEX,Región Sur-Sureste,0,0,0,73.85245901639344
Yucatán,90.2,2010,2,2010 Q2,2010-07-01,MEX,Región Sur-Sureste,0,0,0,73.9344262295082
Yucatán,91.4,2010,3,2010 Q3,2010-10-01,MEX,Región Sur-Sureste,0,0,0,74.91803278688525
Yucatán,91.7,2010,4,2010 Q4,2011-01-01,MEX,Región Sur-Sureste,0,0,0,75.1639344262295
Yucatán,92,2011,1,2011 Q1,2011-04-01,MEX,Región Sur-Sureste,0,0,0,75.40983606557377
Yucatán,93.7,2011,2,2011 Q2,2011-07-01,MEX,Región Sur-Sureste,0,0,0,76.80327868852459
Yucatán,94.2,2011,3,2011 Q3,2011-10-01,MEX,Región Sur-Sureste,0,0,0,77.21311475409837
Yucatán,95.9,2011,4,2011 Q4,2012-01-01,MEX,Región Sur-Sureste,0,0,0,78.60655737704919
Yucatán,98.6,2012,1,2012 Q1,2012-04-01,MEX,Región Sur-Sureste,0,0,0,80.81967213114754
Yucatán,99.3,2012,2,2012 Q2,2012-07-01,MEX,Región Sur-Sureste,0,0,0,81.39344262295081
Yucatán,100,2012,3,2012 Q3,2012-10-01,MEX,Región Sur-Sureste,0,0,0,81.9672131147541
Yucatán,99.7,2012,4,2012 Q4,2013-01-01,MEX,Región Sur-Sureste,0,0,0,81.72131147540983
Yucatán,98.8,2013,1,2013 Q1,2013-04-01,MEX,Región Sur-Sureste,0,0,0,80.98360655737704
Yucatán,99.5,2013,2,2013 Q2,2013-07-01,MEX,Región Sur-Sureste,0,0,0,81.55737704918032
Yucatán,99.7,2013,3,2013 Q3,2013-10-01,MEX,Región Sur-Sureste,0,0,0,81.72131147540983
Yucatán,101.8,2013,4,2013 Q4,2014-01-01,MEX,Región Sur-Sureste,0,0,0,83.44262295081967
Yucatán,102.9,2014,1,2014 Q1,2014-04-01,MEX,Región Sur-Sureste,0,0,0,84.34426229508198
Yucatán,101.6,2014,2,2014 Q2,2014-07-01,MEX,Región Sur-Sureste,0,0,0,83.27868852459017
Yucatán,104.2,2014,3,2014 Q3,2014-10-01,MEX,Región Sur-Sureste,0,0,0,85.40983606557377
Yucatán,106,2014,4,2014 Q4,2015-01-01,MEX,Región Sur-Sureste,0,0,0,86.88524590163934
Yucatán,103.9,2015,1,2015 Q1,2015-04-01,MEX,Región Sur-Sureste,0,0,0,85.16393442622952
Yucatán,107.9,2015,2,2015 Q2,2015-07-01,MEX,Región Sur-Sureste,0,0,0,88.44262295081967
Yucatán,108.3,2015,3,2015 Q3,2015-10-01,MEX,Región Sur-Sureste,0,0,0,88.77049180327869
Yucatán,107,2015,4,2015 Q4,2016-01-01,MEX,Región Sur-Sureste,0,0,0,87.70491803278688
Yucatán,108.3,2016,1,2016 Q1,2016-04-01,MEX,Región Sur-Sureste,0,0,0,88.77049180327869
Yucatán,113.5,2016,2,2016 Q2,2016-07-01,MEX,Región Sur-Sureste,0,0,0,93.0327868852459
Yucatán,112.5,2016,3,2016 Q3,2016-10-01,MEX,Región Sur-Sureste,0,0,0,92.21311475409836
Yucatán,115.5,2016,4,2016 Q4,2017-01-01,MEX,Región Sur-Sureste,0,0,0,94.67213114754098
Yucatán,116.7,2017,1,2017 Q1,2017-04-01,MEX,Región Sur-Sureste,0,0,0,95.65573770491802
Yucatán,116,2017,2,2017 Q2,2017-07-01,MEX,Región Sur-Sureste,0,0,0,95.08196721311475
Yucatán,117.5,2017,3,2017 Q3,2017-10-01,MEX,Región Sur-Sureste,0,0,0,96.31147540983606
Yucatán,118.1,2017,4,2017 Q4,2018-01-01,MEX,Región Sur-Sureste,0,0,0,96.80327868852459
Yucatán,119.3,2018,1,2018 Q1,2018-04-01,MEX,Región Sur-Sureste,0,0,0,97.78688524590163
Yucatán,121.3,2018,2,2018 Q2,2018-07-01,MEX,Región Sur-Sureste,1,0,0,99.42622950819671
Yucatán,122,2018,3,2018 Q3,2018-10-01,MEX,Región Sur-Sureste,1,0,0,100
Yucatán,122.1,2018,4,2018 Q4,2019-01-01,MEX,Región Sur-Sureste,1,1,0,100.08196721311475
Yucatán,122.4,2019,1,2019 Q1,2019-04-01,MEX,Región Sur-Sureste,1,1,0,100.327868852459
Yucatán,121.1,2019,2,2019 Q2,2019-07-01,MEX,Región Sur-Sureste,1,1,0,99.26229508196721
Yucatán,122.5,2019,3,2019 Q3,2019-10-01,MEX,Región Sur-Sureste,1,1,0,100.40983606557377
Yucatán,122.6,2019,4,2019 Q4,2020-01-01,MEX,Región Sur-Sureste,1,1,0,100.49180327868852
Zacatecas,96.7,2010,1,2010 Q1,2010-04-01,MEX,Región Centro-Norte,0,0,0,89.53703703703704
Zacatecas,98.6,2010,2,2010 Q2,2010-07-01,MEX,Región Centro-Norte,0,0,0,91.29629629629629
Zacatecas,100.6,2010,3,2010 Q3,2010-10-01,MEX,Región Centro-Norte,0,0,0,93.14814814814815
Zacatecas,98.1,2010,4,2010 Q4,2011-01-01,MEX,Región Centro-Norte,0,0,0,90.83333333333333
Zacatecas,96.9,2011,1,2011 Q1,2011-04-01,MEX,Región Centro-Norte,0,0,0,89.72222222222223
Zacatecas,99.5,2011,2,2011 Q2,2011-07-01,MEX,Región Centro-Norte,0,0,0,92.12962962962963
Zacatecas,97.1,2011,3,2011 Q3,2011-10-01,MEX,Región Centro-Norte,0,0,0,89.9074074074074
Zacatecas,100.8,2011,4,2011 Q4,2012-01-01,MEX,Región Centro-Norte,0,0,0,93.33333333333333
Zacatecas,104.1,2012,1,2012 Q1,2012-04-01,MEX,Región Centro-Norte,0,0,0,96.38888888888889
Zacatecas,101.6,2012,2,2012 Q2,2012-07-01,MEX,Región Centro-Norte,0,0,0,94.07407407407406
Zacatecas,99.4,2012,3,2012 Q3,2012-10-01,MEX,Región Centro-Norte,0,0,0,92.03703703703704
Zacatecas,100.1,2012,4,2012 Q4,2013-01-01,MEX,Región Centro-Norte,0,0,0,92.68518518518518
Zacatecas,98.9,2013,1,2013 Q1,2013-04-01,MEX,Región Centro-Norte,0,0,0,91.57407407407408
Zacatecas,99.3,2013,2,2013 Q2,2013-07-01,MEX,Región Centro-Norte,0,0,0,91.94444444444444
Zacatecas,100.8,2013,3,2013 Q3,2013-10-01,MEX,Región Centro-Norte,0,0,0,93.33333333333333
Zacatecas,100.4,2013,4,2013 Q4,2014-01-01,MEX,Región Centro-Norte,0,0,0,92.96296296296298
Zacatecas,104,2014,1,2014 Q1,2014-04-01,MEX,Región Centro-Norte,0,0,0,96.29629629629629
Zacatecas,106.8,2014,2,2014 Q2,2014-07-01,MEX,Región Centro-Norte,0,0,0,98.88888888888889
Zacatecas,107.5,2014,3,2014 Q3,2014-10-01,MEX,Región Centro-Norte,0,0,0,99.53703703703704
Zacatecas,108.1,2014,4,2014 Q4,2015-01-01,MEX,Región Centro-Norte,0,0,0,100.09259259259258
Zacatecas,104.9,2015,1,2015 Q1,2015-04-01,MEX,Región Centro-Norte,0,0,0,97.12962962962963
Zacatecas,111.6,2015,2,2015 Q2,2015-07-01,MEX,Región Centro-Norte,0,0,0,103.33333333333331
Zacatecas,109.8,2015,3,2015 Q3,2015-10-01,MEX,Región Centro-Norte,0,0,0,101.66666666666666
Zacatecas,108.7,2015,4,2015 Q4,2016-01-01,MEX,Región Centro-Norte,0,0,0,100.64814814814815
Zacatecas,106.3,2016,1,2016 Q1,2016-04-01,MEX,Región Centro-Norte,0,0,0,98.42592592592592
Zacatecas,106.5,2016,2,2016 Q2,2016-07-01,MEX,Región Centro-Norte,0,0,0,98.61111111111111
Zacatecas,108.6,2016,3,2016 Q3,2016-10-01,MEX,Región Centro-Norte,0,0,0,100.55555555555556
Zacatecas,108.6,2016,4,2016 Q4,2017-01-01,MEX,Región Centro-Norte,0,0,0,100.55555555555556
Zacatecas,108.3,2017,1,2017 Q1,2017-04-01,MEX,Región Centro-Norte,0,0,0,100.27777777777777
Zacatecas,108,2017,2,2017 Q2,2017-07-01,MEX,Región Centro-Norte,0,0,0,100
Zacatecas,106.1,2017,3,2017 Q3,2017-10-01,MEX,Región Centro-Norte,0,0,0,98.24074074074073
Zacatecas,107,2017,4,2017 Q4,2018-01-01,MEX,Región Centro-Norte,0,0,0,99.07407407407408
Zacatecas,107.6,2018,1,2018 Q1,2018-04-01,MEX,Región Centro-Norte,0,0,0,99.62962962962962
Zacatecas,107,2018,2,2018 Q2,2018-07-01,MEX,Región Centro-Norte,1,0,0,99.07407407407408
Zacatecas,108,2018,3,2018 Q3,2018-10-01,MEX,Región Centro-Norte,1,0,0,100
Zacatecas,106.6,2018,4,2018 Q4,2019-01-01,MEX,Región Centro-Norte,1,1,0,98.7037037037037
Zacatecas,103.8,2019,1,2019 Q1,2019-04-01,MEX,Región Centro-Norte,1,1,0,96.11111111111111
Zacatecas,103.5,2019,2,2019 Q2,2019-07-01,MEX,Región Centro-Norte,1,1,0,95.83333333333334
Zacatecas,103.5,2019,3,2019 Q3,2019-10-01,MEX,Región Centro-Norte,1,1,0,95.83333333333334
Zacatecas,102.9,2019,4,2019 Q4,2020-01-01,MEX,Región Centro-Norte,1,1,0,95.27777777777779
