unit,year,quarter,quarter_date,year_quarter,value,act,trend
Región Centro,2003,1,2003-03-31,2003 Q1,70.72454467559317,65_total,NA
Región Centro,2003,2,2003-06-30,2003 Q2,74.8020050127631,65_total,NA
Región Centro,2003,3,2003-09-30,2003 Q3,71.87196010883412,65_total,72.87380663818988
Región Centro,2003,4,2003-12-31,2003 Q4,73.2486129425438,65_total,73.36094774706805
Región Centro,2004,1,2004-03-31,2004 Q1,72.4207523016438,65_total,73.91567992067883
Región Centro,2004,2,2004-06-30,2004 Q2,77.00292625773797,65_total,74.71964295733106
Región Centro,2004,3,2004-09-30,2004 Q3,74.10889625274528,65_total,75.21454964329855
Región Centro,2004,4,2004-12-31,2004 Q4,77.44338109185061,65_total,75.37606200775478
Región Centro,2005,1,2005-03-31,2005 Q1,72.18523764007688,65_total,75.85683207837144
Región Centro,2005,2,2005-06-30,2005 Q2,78.53053983495478,65_total,76.26245725758227
Región Centro,2005,3,2005-09-30,2005 Q3,76.42744324046171,65_total,77.05831483019648
Región Centro,2005,4,2005-12-31,2005 Q4,78.36983553782076,65_total,78.24933578110371
Región Centro,2006,1,2006-03-31,2006 Q1,77.62564377502055,65_total,79.18711669877949
Región Centro,2006,2,2006-06-30,2006 Q2,82.61830130726881,65_total,79.95138329190159
Región Centro,2006,3,2006-09-30,2006 Q3,79.84192910955399,65_total,80.27625027109124
Región Centro,2006,4,2006-12-31,2006 Q4,81.06948241370532,65_total,80.33596703668475
Región Centro,2007,1,2007-03-31,2007 Q1,77.52493273265327,65_total,80.62532311559286
Región Centro,2007,2,2007-06-30,2007 Q2,83.19674647438411,65_total,81.09218010893613
Región Centro,2007,3,2007-09-30,2007 Q3,81.5783325737035,65_total,81.18505703346933
Región Centro,2007,4,2007-12-31,2007 Q4,83.06793489630189,65_total,81.1751212902675
Región Centro,2008,1,2008-03-31,2008 Q1,76.26949564632243,65_total,81.579935472331
Región Centro,2008,2,2008-06-30,2008 Q2,84.37269761510031,65_total,81.94898296187694
Región Centro,2008,3,2008-09-30,2008 Q3,83.64089488949521,65_total,81.63284792931738
Región Centro,2008,4,2008-12-31,2008 Q4,83.95775249687763,65_total,80.16262419002571
Región Centro,2009,1,2009-03-31,2009 Q1,72.85059778527034,65_total,78.53304064698285
Región Centro,2009,2,2009-06-30,2009 Q2,76.02980556181906,65_total,77.76732989099547
Región Centro,2009,3,2009-09-30,2009 Q3,78.94711859843352,65_total,78.2655251591521
Región Centro,2009,4,2009-12-31,2009 Q4,82.52584274004025,65_total,79.56177458362559
Región Centro,2010,1,2010-03-31,2010 Q1,78.26806968736089,65_total,80.62317175995804
Región Centro,2010,2,2010-06-30,2010 Q2,80.98232905551632,65_total,81.45153632559685
Región Centro,2010,3,2010-09-30,2010 Q3,82.48577251539601,65_total,82.28586161347165
Región Centro,2010,4,2010-12-31,2010 Q4,85.6141053481881,65_total,83.0983091905248
Región Centro,2011,1,2011-03-31,2011 Q1,81.85440938221139,65_total,83.94815321787122
Región Centro,2011,2,2011-06-30,2011 Q2,83.89556997709107,65_total,84.75590690764025
Región Centro,2011,3,2011-09-30,2011 Q3,86.37128381259271,65_total,85.52916162664333
Región Centro,2011,4,2011-12-31,2011 Q4,88.1906235691436,65_total,86.338028833359715
Región Centro,2012,1,2012-03-31,2012 Q1,85.46392891328051,65_total,86.82538308530965
Región Centro,2012,2,2012-06-30,2012 Q2,86.75698809975303,65_total,87.42011707127818
Región Centro,2012,3,2012-09-30,2012 Q3,87.4086997055302,65_total,87.75905177629447
Región Centro,2012,4,2012-12-31,2012 Q4,91.91107956395444,65_total,87.8446632007853
Región Centro,2013,1,2013-03-31,2013 Q1,84.45495055859993,65_total,88.31000787234424
Región Centro,2013,2,2013-06-30,2013 Q2,88.45085785036024,65_total,88.61611839043215
Región Centro,2013,3,2013-09-30,2013 Q3,89.43758732739447,65_total,88.97338649959403
Región Centro,2013,4,2013-12-31,2013 Q4,92.33107608679349,65_total,89.45788882510496
Región Centro,2014,1,2014-03-31,2014 Q1,86.89309890905595,65_total,89.77257954560937
Región Centro,2014,2,2014-06-30,2014 Q2,89.88872810399165,65_total,90.1668729851488
Región Centro,2014,3,2014-09-30,2014 Q3,90.51724283779843,65_total,90.72561906381661
Región Centro,2014,4,2014-12-31,2014 Q4,94.40576809270488,65_total,91.29165298671136
Región Centro,2015,1,2015-03-31,2015 Q1,89.28837553248692,65_total,91.90902627713021
Región Centro,2015,2,2015-06-30,2015 Q2,92.02172286371871,65_total,92.51236163557775
Región Centro,2015,3,2015-09-30,2015 Q3,93.32323440142228,65_total,92.87239015775239
Región Centro,2015,4,2015-12-31,2015 Q4,96.42645939666133,65_total,93.29923107493175
Región Centro,2016,1,2016-03-31,2016 Q1,90.14791240592754,65_total,93.75109925933458
Región Centro,2016,2,2016-06-30,2016 Q2,94.57691332771299,65_total,94.32961848985842
Región Centro,2016,3,2016-09-30,2016 Q3,94.38298941265063,65_total,95.42359120344629
Región Centro,2016,4,2016-12-31,2016 Q4,99.99485822962367,65_total,96.33888041070854
Región Centro,2017,1,2017-03-31,2017 Q1,95.33129528166825,65_total,96.84745507680637
Región Centro,2017,2,2017-06-30,2017 Q2,96.71584411007024,65_total,97.46387324904443
Región Centro,2017,3,2017-09-30,2017 Q3,96.31265595907591,65_total,97.94776523962852
Región Centro,2017,4,2017-12-31,2017 Q4,102.99653706110297,65_total,98.39891924362777
Región Centro,2018,1,2018-03-31,2018 Q1,96.20075237486164,65_total,99.20230911609339
Región Centro,2018,2,2018-06-30,2018 Q2,99.455619048871,65_total,99.81601382427468
Región Centro,2018,3,2018-09-30,2018 Q3,100,65_total,100.12050983149737
Región Centro,2018,4,2018-12-31,2018 Q4,104.2188306856292,65_total,100.04911973282456
Región Centro,2019,1,2019-03-31,2019 Q1,97.41442680811693,65_total,99.68139568539814
Región Centro,2019,2,2019-06-30,2019 Q2,97.67082382623335,65_total,99.2430604465489
Región Centro,2019,3,2019-09-30,2019 Q3,98.84300284322613,65_total,98.57212370331666
Región Centro,2019,4,2019-12-31,2019 Q4,101.86914593160911,65_total,95.68581637288132
Región Centro,2020,1,2020-03-31,2020 Q1,94.39661761627923,65_total,91.90548974355353
Región Centro,2020,2,2020-06-30,2020 Q2,77.59817437458828,65_total,90.071052342994
Región Centro,2020,3,2020-09-30,2020 Q3,88.67303926024887,65_total,89.28493464948903
Región Centro,2020,4,2020-12-31,2020 Q4,97.3636103101101,65_total,91.28677751881312
Región Centro,2021,1,2021-03-31,2021 Q1,92.61321168973853,65_total,94.03698117165318
Región Centro,2021,2,2021-06-30,2021 Q2,95.39632325572173,65_total,94.49228304797163
Región Centro,2021,3,2021-09-30,2021 Q3,92.87651960183582,65_total,94.76936579974102
Región Centro,2021,4,2021-12-31,2021 Q4,96.80254497907075,65_total,95.37437392629218
Región Centro,2022,1,2022-03-31,2022 Q1,95.39093903493313,65_total,96.23416878788693
Región Centro,2022,2,2022-06-30,2022 Q2,97.45866092293623,65_total,97.38643740997273
Región Centro,2022,3,2022-09-30,2022 Q3,97.69254082737942,65_total,98.35820567470716
Región Centro,2022,4,2022-12-31,2022 Q4,101.2046727302136,65_total,99.27813129399318
Región Centro,2023,1,2023-03-31,2023 Q1,98.76295740166572,65_total,100.28726134270588
Región Centro,2023,2,2023-06-30,2023 Q2,101.4460475104918,65_total,101.09004499735488
Región Centro,2023,3,2023-09-30,2023 Q3,101.77819462952537,65_total,NA
Región Centro,2023,4,2023-12-31,2023 Q4,103.54128816525976,65_total,NA
Región Centro,2003,1,2003-03-31,2003 Q1,76.67226636498748,66_primary,NA
Región Centro,2003,2,2003-06-30,2003 Q2,158.13918192770242,66_primary,NA
Región Centro,2003,3,2003-09-30,2003 Q3,96.6802150738249,66_primary,120.12198645680755
Región Centro,2003,4,2003-12-31,2003 Q4,143.59413550807207,66_primary,119.48218024247775
Región Centro,2004,1,2004-03-31,2004 Q1,87.47656027027406,66_primary,117.23353218695252
Región Centro,2004,2,2004-06-30,2004 Q2,142.21643830777757,66_primary,117.63097426451127
Región Centro,2004,3,2004-09-30,2004 Q3,94.61377424954786,66_primary,116.20845090311626
Región Centro,2004,4,2004-12-31,2004 Q4,148.84011295281908,66_primary,110.61791981896879
Región Centro,2005,1,2005-03-31,2005 Q1,70.8503959343671,66_primary,109.38923337222586
Región Centro,2005,2,2005-06-30,2005 Q2,114.1183539705046,66_primary,110.56015912513092
Región Centro,2005,3,2005-09-30,2005 Q3,112.88236701287744,66_primary,110.5126946527482
Región Centro,2005,4,2005-12-31,2005 Q4,139.93892621272994,66_primary,115.76858474888147
Región Centro,2006,1,2006-03-31,2006 Q1,79.37186689539455,66_primary,118.48411035821138
Región Centro,2006,2,2006-06-30,2006 Q2,147.64400377854327,66_primary,117.87013210803165
Región Centro,2006,3,2006-09-30,2006 Q3,101.08092207947814,66_primary,120.69628663408946
Región Centro,2006,4,2006-12-31,2006 Q4,146.82854514469145,66_primary,123.818113448438
Región Centro,2007,1,2007-03-31,2007 Q1,95.09148417189553,66_primary,125.92357805259786
Región Centro,2007,2,2007-06-30,2007 Q2,156.89900101683045,66_primary,130.7128863754244
Región Centro,2007,3,2007-09-30,2007 Q3,108.66964167446982,66_primary,132.0854116231227
Región Centro,2007,4,2007-12-31,2007 Q4,177.5542921323122,66_primary,127.13335450143036
Región Centro,2008,1,2008-03-31,2008 Q1,75.34593916586118,66_primary,123.63672061177257
Región Centro,2008,2,2008-06-30,2008 Q2,137.0280890493261,66_primary,120.59844778260981
Región Centro,2008,3,2008-09-30,2008 Q3,100.56748252471186,66_primary,117.07173882135916
Región Centro,2008,4,2008-12-31,2008 Q4,161.35026864876792,66_primary,114.40288560790587
Región Centro,2009,1,2009-03-31,2009 Q1,63.33629095940033,66_primary,111.16882075996365
Región Centro,2009,2,2009-06-30,2009 Q2,127.68691154816061,66_primary,106.98059237040121
Región Centro,2009,3,2009-09-30,2009 Q3,84.03614124233958,66_primary,105.55921111856101
Región Centro,2009,4,2009-12-31,2009 Q4,144.37578281464073,66_primary,106.87749700334592
Región Centro,2010,1,2010-03-31,2010 Q1,68.93972677880589,66_primary,110.06307172939833
Región Centro,2010,2,2010-06-30,2010 Q2,132.6297628070344,66_primary,112.81246343145202
Región Centro,2010,3,2010-09-30,2010 Q3,104.57788779188499,66_primary,113.00240320286491
Región Centro,2010,4,2010-12-31,2010 Q4,145.82916988152488,66_primary,107.62688323977434
Región Centro,2011,1,2011-03-31,2011 Q1,69.00585788322476,66_primary,101.75691263838581
Región Centro,2011,2,2011-06-30,2011 Q2,89.559471997891,66_primary,98.39649454373938
Región Centro,2011,3,2011-09-30,2011 Q3,100.68841378992022,66_primary,94.75490398756473
Región Centro,2011,4,2011-12-31,2011 Q4,122.83529912631815,66_primary,98.04047977956272
Región Centro,2012,1,2012-03-31,2012 Q1,62.867004189034404,66_primary,102.23638528279243
Región Centro,2012,2,2012-06-30,2012 Q2,121.98293202806516,66_primary,106.66369229165142
Región Centro,2012,3,2012-09-30,2012 Q3,101.83219778558379,66_primary,110.86915604822029
Región Centro,2012,4,2012-12-31,2012 Q4,157.1099712015265,66_primary,114.01330034936467
Región Centro,2013,1,2013-03-31,2013 Q1,62.23604216637697,66_primary,116.64897683498046
Región Centro,2013,2,2013-06-30,2013 Q2,147.7670484598777,66_primary,116.14639041389862
Región Centro,2013,3,2013-09-30,2013 Q3,97.1334932386976,66_primary,119.58937237087686
Región Centro,2013,4,2013-12-31,2013 Q4,157.78798437975786,66_primary,123.14927470297853
Región Centro,2014,1,2014-03-31,2014 Q1,89.10188464397159,66_primary,123.13116343419432
Región Centro,2014,2,2014-06-30,2014 Q2,149.38042463909636,66_primary,123.7027752058048
Región Centro,2014,3,2014-09-30,2014 Q3,95.3752269092054,66_primary,124.15977235989266
Región Centro,2014,4,2014-12-31,2014 Q4,164.1191448821339,66_primary,124.59105232591835
Región Centro,2015,1,2015-03-31,2015 Q1,86.42670137429835,66_primary,126.42262469820236
Región Centro,2015,2,2015-06-30,2015 Q2,155.5058476369751,66_primary,127.7995917864279
Región Centro,2015,3,2015-09-30,2015 Q3,103.9023828895987,66_primary,128.30832391418556
Región Centro,2015,4,2015-12-31,2015 Q4,166.60772560754498,66_primary,130.3725295143542
Región Centro,2016,1,2016-03-31,2016 Q1,88.00797767094859,66_primary,133.28743261282688
Región Centro,2016,2,2016-06-30,2016 Q2,170.4382161416741,66_primary,135.80049037964923
Región Centro,2016,3,2016-09-30,2016 Q3,112.28923917268105,66_primary,137.39511136139382
Región Centro,2016,4,2016-12-31,2016 Q4,178.3253314590413,66_primary,137.1959598180439
Región Centro,2017,1,2017-03-31,2017 Q1,89.047339673409,66_primary,136.4596574046148
Región Centro,2017,2,2017-06-30,2017 Q2,167.8056417924142,66_primary,134.51210921698078
Región Centro,2017,3,2017-09-30,2017 Q3,109.03139421450831,66_primary,131.06557084373165
Región Centro,2017,4,2017-12-31,2017 Q4,166.00279091614203,66_primary,127.91017202989838
Región Centro,2018,1,2018-03-31,2018 Q1,73.79757323031511,66_primary,125.53206974463829
Región Centro,2018,2,2018-06-30,2018 Q2,157.8122177248419,66_primary,123.43480915570771
Región Centro,2018,3,2018-09-30,2018 Q3,100,66_primary,122.84659861442887
Región Centro,2018,4,2018-12-31,2018 Q4,158.25610041920555,66_primary,122.72372011926953
Región Centro,2019,1,2019-03-31,2019 Q1,76.83857939702091,66_primary,122.65023745998087
Región Centro,2019,2,2019-06-30,2019 Q2,153.7881835968613,66_primary,122.47668053101788
Región Centro,2019,3,2019-09-30,2019 Q3,103.43617285367142,66_primary,123.26985069487154
Región Centro,2019,4,2019-12-31,2019 Q4,153.4314721338303,66_primary,123.65827695594913
Región Centro,2020,1,2020-03-31,2020 Q1,88.00856899322534,66_primary,123.38302181497718
Región Centro,2020,2,2020-06-30,2020 Q2,145.72560408927762,66_primary,125.17390804230737
Región Centro,2020,3,2020-09-30,2020 Q3,109.29671123347956,66_primary,124.99549003886695
Región Centro,2020,4,2020-12-31,2020 Q4,161.89802357266353,66_primary,125.86690661542988
Región Centro,2021,1,2021-03-31,2021 Q1,78.11467352686878,66_primary,126.97098816921488
Región Centro,2021,2,2021-06-30,2021 Q2,162.59083216813787,66_primary,126.4792129151504
Región Centro,2021,3,2021-09-30,2021 Q3,101.26413558489918,66_primary,127.78857457820123
Región Centro,2021,4,2021-12-31,2021 Q4,165.99639718872794,66_primary,128.39129086353066
Región Centro,2022,1,2022-03-31,2022 Q1,84.4911932152112,66_primary,128.23799262354214
Región Centro,2022,2,2022-06-30,2022 Q2,161.03604276243075,66_primary,128.0166407856663
Región Centro,2022,3,2022-09-30,2022 Q3,101.59253907069825,66_primary,127.68154223406681
Región Centro,2022,4,2022-12-31,2022 Q4,163.89717899992212,66_primary,128.31433135468365
Región Centro,2023,1,2023-03-31,2023 Q1,83.90962299122101,66_primary,129.3265256779628
Región Centro,2023,2,2023-06-30,2023 Q2,166.6799259513557,66_primary,130.66365515375327
Región Centro,2023,3,2023-09-30,2023 Q3,104.0462104680065,66_primary,NA
Región Centro,2023,4,2023-12-31,2023 Q4,172.14054340893767,66_primary,NA
Región Centro,2003,1,2003-03-31,2003 Q1,75.99033213587057,67_p_agri_ceanim,NA
Región Centro,2003,2,2003-06-30,2003 Q2,161.04060110430976,67_p_agri_ceanim,NA
Región Centro,2003,3,2003-09-30,2003 Q3,97.31992369263945,67_p_agri_ceanim,121.07437688892367
Región Centro,2003,4,2003-12-31,2003 Q4,145.77527014502337,67_p_agri_ceanim,119.66955925807717
Región Centro,2004,1,2004-03-31,2004 Q1,84.3330930915735,67_p_agri_ceanim,116.59135507340913
Región Centro,2004,2,2004-06-30,2004 Q2,141.45929910183492,67_p_agri_ceanim,116.21087927667705
Región Centro,2004,3,2004-09-30,2004 Q3,92.27559221777008,67_p_agri_ceanim,114.56073147879897
Región Centro,2004,4,2004-12-31,2004 Q4,147.77579524603598,67_p_agri_ceanim,109.20697426823824
Región Centro,2005,1,2005-03-31,2005 Q1,69.13138560753634,67_p_agri_ceanim,108.29090366134031
Región Centro,2005,2,2005-06-30,2005 Q2,113.83094890138617,67_p_agri_ceanim,109.80784664385864
Región Centro,2005,3,2005-09-30,2005 Q3,112.57537756303537,67_p_agri_ceanim,109.63889390502457
Región Centro,2005,4,2005-12-31,2005 Q4,139.61155376091742,67_p_agri_ceanim,114.60224596029245
Región Centro,2006,1,2006-03-31,2006 Q1,75.94400518198246,67_p_agri_ceanim,117.0099272683874
Región Centro,2006,2,2006-06-30,2006 Q2,146.7251457690829,67_p_agri_ceanim,116.05895994099556
Región Centro,2006,3,2006-09-30,2006 Q3,98.94263116009839,67_p_agri_ceanim,118.18297446637658
Región Centro,2006,4,2006-12-31,2006 Q4,145.63656154471957,67_p_agri_ceanim,120.22058632581681
Región Centro,2007,1,2007-03-31,2007 Q1,86.91111360122837,67_p_agri_ceanim,121.48566918424687
Región Centro,2007,2,2007-06-30,2007 Q2,152.05893222535897,67_p_agri_ceanim,125.47983808949725
Región Centro,2007,3,2007-09-30,2007 Q3,103.72950757126289,67_p_agri_ceanim,127.31157835473866
Región Centro,2007,4,2007-12-31,2007 Q4,172.80303637555807,67_p_agri_ceanim,124.00529908967115
Región Centro,2008,1,2008-03-31,2008 Q1,74.39856089232106,67_p_agri_ceanim,121.91534200207103
Región Centro,2008,2,2008-06-30,2008 Q2,138.12125081372625,67_p_agri_ceanim,120.42630238060761
Región Centro,2008,3,2008-09-30,2008 Q3,100.94753228209463,67_p_agri_ceanim,117.47883204048206
Región Centro,2008,4,2008-12-31,2008 Q4,163.67269469301888,67_p_agri_ceanim,114.27589720444945
Región Centro,2009,1,2009-03-31,2009 Q1,59.94913985385588,67_p_agri_ceanim,110.49635612345979
Región Centro,2009,2,2009-06-30,2009 Q2,126.94719316393055,67_p_agri_ceanim,105.70042518271262
Región Centro,2009,3,2009-09-30,2009 Q3,81.88526128397307,67_p_agri_ceanim,104.08451172372445
Región Centro,2009,4,2009-12-31,2009 Q4,144.36751816516312,67_p_agri_ceanim,105.50519985028555
Región Centro,2010,1,2010-03-31,2010 Q1,66.32700870980628,67_p_agri_ceanim,108.8181770701195
Región Centro,2010,2,2010-06-30,2010 Q2,131.9348293204688,67_p_agri_ceanim,111.66328298055089
Región Centro,2010,3,2010-09-30,2010 Q3,103.40144288610658,67_p_agri_ceanim,112.09175741557152
Región Centro,2010,4,2010-12-31,2010 Q4,145.6121838464806,67_p_agri_ceanim,107.0421720878137
Región Centro,2011,1,2011-03-31,2011 Q1,68.51013850865395,67_p_agri_ceanim,101.45411097624981
Región Centro,2011,2,2011-06-30,2011 Q2,89.35501689955855,67_p_agri_ceanim,98.4541126211912
Región Centro,2011,3,2011-09-30,2011 Q3,101.27676641450569,67_p_agri_ceanim,94.4254280060728
Región Centro,2011,4,2011-12-31,2011 Q4,123.73687347761273,67_p_agri_ceanim,96.76798230976792
Región Centro,2012,1,2012-03-31,2012 Q1,58.15597195657447,67_p_agri_ceanim,100.071099259445
Región Centro,2012,2,2012-06-30,2012 Q2,118.44961788119896,67_p_agri_ceanim,103.6806993168548
Región Centro,2012,3,2012-09-30,2012 Q3,98.60710103028211,67_p_agri_ceanim,107.92058075237789
Región Centro,2012,4,2012-12-31,2012 Q4,155.28333932111457,67_p_agri_ceanim,112.0096947157574
Región Centro,2013,1,2013-03-31,2013 Q1,60.52855759725744,67_p_agri_ceanim,115.58886484311701
Región Centro,2013,2,2013-06-30,2013 Q2,148.789943947552,67_p_agri_ceanim,115.88379712439912
Región Centro,2013,3,2013-09-30,2013 Q3,96.90013598280596,67_p_agri_ceanim,119.78748055076416
Región Centro,2013,4,2013-12-31,2013 Q4,159.34976261884773,67_p_agri_ceanim,123.30939345646277
Región Centro,2014,1,2014-03-31,2014 Q1,87.69160171044443,67_p_agri_ceanim,123.1079473252043
Región Centro,2014,2,2014-06-30,2014 Q2,149.8022030799539,67_p_agri_ceanim,123.52205263423441
Región Centro,2014,3,2014-09-30,2014 Q3,94.2763078003363,67_p_agri_ceanim,123.62736491318823
Región Centro,2014,4,2014-12-31,2014 Q4,165.2864332735583,67_p_agri_ceanim,123.52776048449039
Región Centro,2015,1,2015-03-31,2015 Q1,82.59742928736448,67_p_agri_ceanim,124.92373935401278
Región Centro,2015,2,2015-06-30,2015 Q2,154.09954007345115,67_p_agri_ceanim,125.83113110112176
Región Centro,2015,3,2015-09-30,2015 Q3,101.146801763018,67_p_agri_ceanim,125.86846811833566
Región Centro,2015,4,2015-12-31,2015 Q4,165.67507328774843,67_p_agri_ceanim,127.46310932037163
Región Centro,2016,1,2016-03-31,2016 Q1,82.50748541088569,67_p_agri_ceanim,129.80397559398577
Región Centro,2016,2,2016-06-30,2016 Q2,166.9466135662176,67_p_agri_ceanim,131.66377237325656
Región Centro,2016,3,2016-09-30,2016 Q3,107.02665845916479,67_p_agri_ceanim,132.92818318557886
Región Centro,2016,4,2016-12-31,2016 Q4,174.67359082576777,67_p_agri_ceanim,132.77046018092216
Región Centro,2017,1,2017-03-31,2017 Q1,83.62425437144482,67_p_agri_ceanim,132.10725532520922
Región Centro,2017,2,2017-06-30,2017 Q2,164.56806056840483,67_p_agri_ceanim,130.2319611989342
Región Centro,2017,3,2017-09-30,2017 Q3,104.09957261127423,67_p_agri_ceanim,127.36340597989785
Región Centro,2017,4,2017-12-31,2017 Q4,162.59832366345793,67_p_agri_ceanim,125.39561421674149
Región Centro,2018,1,2018-03-31,2018 Q1,72.75107978146397,67_p_agri_ceanim,124.27452270092348
Región Centro,2018,2,2018-06-30,2018 Q2,159.698901053135,67_p_agri_ceanim,123.43138846118327
Región Centro,2018,3,2018-09-30,2018 Q3,100,67_p_agri_ceanim,123.50925602915174
Región Centro,2018,4,2018-12-31,2018 Q4,159.95282235681032,67_p_agri_ceanim,123.43325562431244
Región Centro,2019,1,2019-03-31,2019 Q1,76.0195216318593,67_p_agri_ceanim,123.41160509588696
Región Centro,2019,2,2019-06-30,2019 Q2,155.82245596402532,67_p_agri_ceanim,123.26555105683518
Región Centro,2019,3,2019-09-30,2019 Q3,103.70324086170567,67_p_agri_ceanim,124.02512506628604
Región Centro,2019,4,2019-12-31,2019 Q4,155.08114918269052,67_p_agri_ceanim,124.34775680448024
Región Centro,2020,1,2020-03-31,2020 Q1,86.96778688158587,67_p_agri_ceanim,124.01987944347873
Región Centro,2020,2,2020-06-30,2020 Q2,147.4552446198526,67_p_agri_ceanim,125.75924209414998
Región Centro,2020,3,2020-09-30,2020 Q3,109.4474333178661,67_p_agri_ceanim,125.54453580491398
Región Centro,2020,4,2020-12-31,2020 Q4,163.25185793190013,67_p_agri_ceanim,126.46752188614774
Región Centro,2021,1,2021-03-31,2021 Q1,77.07942781848818,67_p_agri_ceanim,127.58252361699286
Región Centro,2021,2,2021-06-30,2021 Q2,164.72749233282045,67_p_agri_ceanim,127.09422727923837
Región Centro,2021,3,2021-09-30,2021 Q3,101.09519945165925,67_p_agri_ceanim,128.4673472354167
Región Centro,2021,4,2021-12-31,2021 Q4,167.69772109607118,67_p_agri_ceanim,129.08854983392325
Región Centro,2022,1,2022-03-31,2022 Q1,83.61852430374358,67_p_agri_ceanim,128.95099858755628
Región Centro,2022,2,2022-06-30,2022 Q2,163.1580166356176,67_p_agri_ceanim,128.7509045107248
Región Centro,2022,3,2022-09-30,2022 Q3,101.5642651779262,67_p_agri_ceanim,128.4125786759867
Región Centro,2022,4,2022-12-31,2022 Q4,165.6279027551526,67_p_agri_ceanim,129.07324125425802
Región Centro,2023,1,2023-03-31,2023 Q1,82.98173596675743,67_p_agri_ceanim,130.12976487748807
Región Centro,2023,2,2023-06-30,2023 Q2,169.08010559877414,67_p_agri_ceanim,131.51426976193514
Región Centro,2023,3,2023-09-30,2023 Q3,104.09436520061016,67_p_agri_ceanim,NA
Región Centro,2023,4,2023-12-31,2023 Q4,174.17384180804507,67_p_agri_ceanim,NA
Región Centro,2003,1,2003-03-31,2003 Q1,94.26465913463026,68_p_resto,NA
Región Centro,2003,2,2003-06-30,2003 Q2,83.28899320737425,68_p_resto,NA
Región Centro,2003,3,2003-09-30,2003 Q3,80.1771495290943,68_p_resto,95.55242265366073
Región Centro,2003,4,2003-12-31,2003 Q4,87.32569263138589,68_p_resto,114.64821664530874
Región Centro,2004,1,2004-03-31,2004 Q1,168.57105135894668,68_p_resto,133.80027942848656
Región Centro,2004,2,2004-06-30,2004 Q2,161.74895291624193,68_p_resto,154.26627973749356
Región Centro,2004,3,2004-09-30,2004 Q3,154.93369208564914,68_p_resto,158.71596269688214
Región Centro,2004,4,2004-12-31,2004 Q4,176.2971525468872,68_p_resto,147.01719007876434
Región Centro,2005,1,2005-03-31,2005 Q1,115.19705511855385,68_p_resto,137.7237073426683
Región Centro,2005,2,2005-06-30,2005 Q2,121.53276821169239,68_p_resto,129.96815492728476
Región Centro,2005,3,2005-09-30,2005 Q3,120.80201490143025,68_p_resto,133.05481865826687
Región Centro,2005,4,2005-12-31,2005 Q4,148.38441040803787,68_p_resto,145.857542298202
Región Centro,2006,1,2006-03-31,2006 Q1,167.8031071052602,68_p_resto,156.5147690687052
Región Centro,2006,2,2006-06-30,2006 Q2,171.34850534446696,68_p_resto,164.59436265033176
Región Centro,2006,3,2006-09-30,2006 Q3,156.2440919326813,68_p_resto,185.53417410072336
Región Centro,2006,4,2006-12-31,2006 Q4,177.57908202979922,68_p_resto,216.62634544253092
Región Centro,2007,1,2007-03-31,2007 Q1,306.1269270866318,68_p_resto,240.4117978168633
Región Centro,2007,2,2007-06-30,2007 Q2,281.76205609755584,68_p_resto,265.7139420457867
Región Centro,2007,3,2007-09-30,2007 Q3,236.1141601742514,68_p_resto,255.23973690601355
Región Centro,2007,4,2007-12-31,2007 Q4,300.1261676196164,68_p_resto,207.8302561368542
Región Centro,2008,1,2008-03-31,2008 Q1,99.78620037862915,68_p_resto,168.04447624877577
Región Centro,2008,2,2008-06-30,2008 Q2,108.82693665228385,68_p_resto,125.03941788823468
Región Centro,2008,3,2008-09-30,2008 Q3,90.76304051489599,68_p_resto,106.56963539425384
Región Centro,2008,4,2008-12-31,2008 Q4,101.43682039464296,68_p_resto,117.67890516434856
Región Centro,2009,1,2009-03-31,2009 Q1,150.71728765175592,68_p_resto,128.5169190133549
Región Centro,2009,2,2009-06-30,2009 Q2,146.7700075399149,68_p_resto,140.0060705104134
Región Centro,2009,3,2009-09-30,2009 Q3,139.52408041931582,68_p_resto,143.60318935487157
Región Centro,2009,4,2009-12-31,2009 Q4,144.58899246669083,68_p_resto,142.27972420136194
Región Centro,2010,1,2010-03-31,2010 Q1,136.3420663353736,68_p_resto,142.17859675770552
Región Centro,2010,2,2010-06-30,2010 Q2,150.5575076282202,68_p_resto,142.458773870552
Región Centro,2010,3,2010-09-30,2010 Q3,134.927560781759,68_p_resto,136.49504762523418
Región Centro,2010,4,2010-12-31,2010 Q4,151.42692900701954,68_p_resto,122.71113594755033
Región Centro,2011,1,2011-03-31,2011 Q1,81.79431983250228,68_p_resto,109.56852487919573
Región Centro,2011,2,2011-06-30,2011 Q2,94.83396070962071,68_p_resto,96.9100757574618
Región Centro,2011,3,2011-09-30,2011 Q3,85.5102191535218,68_p_resto,103.25465458972366
Región Centro,2011,4,2011-12-31,2011 Q4,99.57667766138513,68_p_resto,130.86809618473475
Región Centro,2012,1,2012-03-31,2012 Q1,184.40120183623165,68_p_resto,158.0959690298571
Región Centro,2012,2,2012-06-30,2012 Q2,213.13461146598024,68_p_resto,183.61830433637311
Región Centro,2012,3,2012-09-30,2012 Q3,185.0325511581409,68_p_resto,186.9358682038771
Región Centro,2012,4,2012-12-31,2012 Q4,204.23302810889402,68_p_resto,165.70188812935376
Región Centro,2013,1,2013-03-31,2013 Q1,106.28536232875491,68_p_resto,143.99751829890073
