year,month,value,countrycode,base,desestacion,year_month,date,amlo_vic,naim,amlo_gov,imf,countryflag,country,continent,base_value,eaindex,eaindex_trend,eaindex_seasonal
2017,08,150.2125547,ARG,2004,1,2017 Aug,2017-08-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,104.6490985245867,104.88815022151283,1.0015760926443409
2017,09,151.2069151,ARG,2004,1,2017 Sep,2017-09-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,105.34184301372991,105.17572805728132,0.9986350466766587
2017,10,151.4859549,ARG,2004,1,2017 Oct,2017-10-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,105.53624263352734,105.72213120280372,0.9997888606790005
2017,11,152.565464,ARG,2004,1,2017 Nov,2017-11-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,106.28830796115396,106.00818404361542,1.0015760926443409
2017,12,152.4387096,ARG,2004,1,2017 Dec,2017-12-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,106.20000153616496,106.14196264649452,0.9986350466766587
2018,01,152.0620294,ARG,2004,1,2018 Jan,2018-01-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,105.93757844216466,106.01860762531035,0.9997888606790005
2018,02,152.0342753,ARG,2004,1,2018 Feb,2018-02-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,105.91824289760142,105.75440650455667,1.0015760926443409
2018,03,151.3010125,ARG,2004,1,2018 Mar,2018-03-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,105.40739817390394,104.55435978331296,0.9986350466766587
2018,04,146.8944144,ARG,2004,1,2018 Apr,2018-04-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,102.33743827843351,102.79173051170832,0.9997888606790005
2018,05,144.4440796,ARG,2004,1,2018 May,2018-05-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,100.63035508278753,100.89560941123854,1.0015760926443409
2018,06,143.1359772,ARG,2004,1,2018 Jun,2018-06-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,99.71903487249457,100.02772983261426,0.9986350466766587
2018,07,143.1571703,ARG,2004,1,2018 Jul,2018-07-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,99.73379954256072,100.52519670763506,0.9997888606790005
2018,08,146.5862606,ARG,2004,1,2018 Aug,2018-08-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,102.12275570784992,100.52602672438186,1.0015760926443409
2018,09,143.1395514,ARG,2004,1,2018 Sep,2018-09-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,99.72152492273499,100.61476021019496,0.9986350466766587
2018,10,143.5392725,ARG,2004,1,2018 Oct,2018-10-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,100,99.47122849834236,0.9997888606790005
2018,11,141.6620093,ARG,2004,1,2018 Nov,2018-11-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,98.69216057229214,99.16957398076077,1.0015760926443409
2018,12,141.8405733,ARG,2004,1,2018 Dec,2018-12-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,98.81656136999021,99.02850123009597,0.9986350466766587
2019,01,142.9317881,ARG,2004,1,2019 Jan,2019-01-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,99.57678174800559,99.50876575143107,0.9997888606790005
2019,02,143.7301139,ARG,2004,1,2019 Feb,2019-02-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,100.13295413629741,99.39768586096648,1.0015760926443409
2019,03,141.3622435,ARG,2004,1,2019 Mar,2019-03-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,98.48332169859646,99.30645612451926,0.9986350466766587
2019,04,142.5389366,ARG,2004,1,2019 Apr,2019-04-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,99.30309253866393,99.5182815211774,0.9997888606790005
2019,05,144.6422718,ARG,2004,1,2019 May,2019-05-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,100.76843032627185,100.05584513464771,1.0015760926443409
2019,06,143.6770882,ARG,2004,1,2019 Jun,2019-06-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,100.09601253900738,100.70214814090917,0.9986350466766587
2019,07,145.3220325,ARG,2004,1,2019 Jul,2019-07-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,101.24200155744833,100.7319847140324,0.9997888606790005
2019,08,144.7707534,ARG,2004,1,2019 Aug,2019-08-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,100.8579400456415,100.13450170347397,1.0015760926443409
2019,09,141.1042199,ARG,2004,1,2019 Sep,2019-09-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,98.30356350733211,99.65389188755525,0.9986350466766587
2019,10,143.252441,ARG,2004,1,2019 Oct,2019-10-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,99.80017210969213,98.70480981665371,0.9997888606790005
2019,11,140.6838369,ARG,2004,1,2019 Nov,2019-11-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,98.0106938329369,98.52528893558845,1.0015760926443409
2019,12,140.331171,ARG,2004,1,2019 Dec,2019-12-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,97.76500086413633,97.94790637059506,0.9986350466766587
2020,01,140.7661288,ARG,2004,1,2020 Jan,2020-01-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,98.068024414712,NA,0.9997888606790005
2020,02,140.8451021,ARG,2004,1,2020 Feb,2020-02-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,98.12304301598016,NA,NA
2020,03,125.6863682,ARG,2004,1,2020 Mar,2020-03-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,87.56235559156815,NA,NA
2020,04,105.2639215,ARG,2004,1,2020 Apr,2020-04-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,73.33457921768412,NA,NA
2020,05,116.4985534,ARG,2004,1,2020 May,2020-05-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,81.16144896860892,NA,NA
2020,06,124.28544050000001,ARG,2004,1,2020 Jun,2020-06-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,86.58636645939528,NA,NA
2020,07,126.4704756,ARG,2004,1,2020 Jul,2020-07-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,88.10862239809666,NA,NA
2020,08,129.021862,ARG,2004,1,2020 Aug,2020-08-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,89.88610556041378,NA,NA
2020,09,131.1606799,ARG,2004,1,2020 Sep,2020-09-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,91.37616320300076,NA,NA
2020,10,133.8819591,ARG,2004,1,2020 Oct,2020-10-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,93.27200616820737,NA,NA
2020,11,135.3385476,ARG,2004,1,2020 Nov,2020-11-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,94.28677270187501,NA,NA
2020,12,135.4886217,ARG,2004,1,2020 Dec,2020-12-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,94.39132534268627,NA,NA
2021,01,139.4705978,ARG,2004,1,2021 Jan,2021-01-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,97.16546236501233,NA,NA
2021,02,138.6485436,ARG,2004,1,2021 Feb,2021-02-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,96.59275903045976,NA,NA
2021,03,140.0341199,ARG,2004,1,2021 Mar,2021-03-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,97.55805324985188,NA,NA
2021,04,138.1077236,ARG,2004,1,2021 Apr,2021-04-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,96.21598409592052,NA,NA
2021,05,136.5962139,ARG,2004,1,2021 May,2021-05-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,95.16295542044078,NA,NA
2021,06,140.2783874,ARG,2004,1,2021 Jun,2021-06-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,97.72822793148823,NA,NA
2021,07,141.8207325,ARG,2004,1,2021 Jul,2021-07-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,98.80273881142875,NA,NA
2021,08,143.9394152,ARG,2004,1,2021 Aug,2021-08-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,100.27876879479098,NA,NA
2021,09,145.1027231,ARG,2004,1,2021 Sep,2021-09-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,101.0892145214126,NA,NA
2021,10,144.3492129,ARG,2004,1,2021 Oct,2021-10-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,100.56426397172939,NA,NA
2021,11,146.2871446,ARG,2004,1,2021 Nov,2021-11-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,101.91436953256118,NA,NA
2021,12,147.6714971,ARG,2004,1,2021 Dec,2021-12-01,0,0,0,213,🇦🇷,Argentina,Americas,143.5392725,102.87881116298676,NA,NA
2013,01,108.2670065,CAN,2010,1,2013 Jan,2013-01-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,90.11209977165277,NA,1.0040321390837028
2013,02,108.0293175,CAN,2010,1,2013 Feb,2013-02-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,89.91426798914547,89.94034259800333,0.9998151756680915
2013,03,107.8856121,CAN,2010,1,2013 Mar,2013-03-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,89.79466003321177,89.92429903241116,0.9961526852482055
2013,04,108.2091789,CAN,2010,1,2013 Apr,2013-04-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,90.06396907487623,89.92547414821091,1.0040321390837028
2013,05,108.0335531,CAN,2010,1,2013 May,2013-05-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,89.91779333654475,89.78082581627382,0.9998151756680915
2013,06,107.3642401,CAN,2010,1,2013 Jun,2013-06-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,89.36071503740047,89.67657135474315,0.9961526852482055
2013,07,107.833403,CAN,2010,1,2013 Jul,2013-07-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,89.75120569028424,89.6620970886622,1.0040321390837028
2013,08,107.9813819,CAN,2010,1,2013 Aug,2013-08-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,89.8743705383019,89.93836072065051,0.9998151756680915
2013,09,108.3600077,CAN,2010,1,2013 Sep,2013-09-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,90.18950593336541,90.09153427412444,0.9961526852482055
2013,10,108.3855034,CAN,2010,1,2013 Oct,2013-10-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,90.21072635070603,90.13590346839528,1.0040321390837028
2013,11,108.1413067,CAN,2010,1,2013 Nov,2013-11-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,90.00747812111442,89.74431718565862,0.9998151756680915
2013,12,106.9485699,CAN,2010,1,2013 Dec,2013-12-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,89.01474708515543,90.46974544409386,0.9961526852482055
2014,01,111.0002448,CAN,2010,1,2014 Jan,2014-01-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.38701112601171,91.25794607139127,1.0040321390837028
2014,02,110.9823055,CAN,2010,1,2014 Feb,2014-02-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.3720800030067,92.31201046152029,0.9998151756680915
2014,03,110.7478509,CAN,2010,1,2014 Mar,2014-03-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.17694025554243,92.34239789739921,0.9961526852482055
2014,04,111.1097736,CAN,2010,1,2014 Apr,2014-04-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.47817343364851,92.43801954699096,1.0040321390837028
2014,05,111.3269652,CAN,2010,1,2014 May,2014-05-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.65894495178193,92.66044663968668,0.9998151756680915
2014,06,111.5495695,CAN,2010,1,2014 Jun,2014-06-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.8442215336296,92.78372562563993,0.9961526852482055
2014,07,111.5541217,CAN,2010,1,2014 Jul,2014-07-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.84801039150828,92.68961906420158,1.0040321390837028
2014,08,110.9877665,CAN,2010,1,2014 Aug,2014-08-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.37662526746688,92.66095596011003,0.9998151756680915
2014,09,111.4462559,CAN,2010,1,2014 Sep,2014-09-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.75823222135496,92.5611006087749,0.9961526852482055
2014,10,111.194202,CAN,2010,1,2014 Oct,2014-10-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.54844433750287,92.49387369763275,1.0040321390837028
2014,11,110.7454531,CAN,2010,1,2014 Nov,2014-11-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.17494453404042,92.13396257860215,0.9998151756680915
2014,12,110.1489884,CAN,2010,1,2014 Dec,2014-12-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,91.67849886426318,92.85686407172756,0.9961526852482055
2015,01,113.7998359,CAN,2010,1,2015 Jan,2015-01-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,94.71714881687906,93.49753903129816,1.0040321390837028
2015,02,113.0547088,CAN,2010,1,2015 Feb,2015-02-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,94.09696941275226,94.13541394926686,0.9998151756680915
2015,03,112.4481516,CAN,2010,1,2015 Mar,2015-03-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,93.59212361816928,93.78910641308121,0.9961526852482055
2015,04,112.5516013,CAN,2010,1,2015 Apr,2015-04-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,93.67822620832213,93.4963476576398,1.0040321390837028
2015,05,111.999486,CAN,2010,1,2015 May,2015-05-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,93.21869314642802,93.37587767453135,0.9998151756680915
2015,06,112.0139283,CAN,2010,1,2015 Jun,2015-06-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,93.23071366884389,93.26169482174319,0.9961526852482055
2015,07,112.1400394,CAN,2010,1,2015 Jul,2015-07-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,93.33567764995769,93.27305864874447,1.0040321390837028
2015,08,112.0404459,CAN,2010,1,2015 Aug,2015-08-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,93.25278462743185,93.15583973796691,0.9998151756680915
2015,09,111.5914232,CAN,2010,1,2015 Sep,2015-09-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.87905693651119,92.8742749343251,0.9961526852482055
2015,10,111.1251642,CAN,2010,1,2015 Oct,2015-10-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.49098323903226,92.54801536308376,1.0040321390837028
2015,11,110.8644724,CAN,2010,1,2015 Nov,2015-11-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,92.27400591370784,92.16867011037408,0.9998151756680915
2015,12,110.2241071,CAN,2010,1,2015 Dec,2015-12-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,91.74102117838217,93.25608139377829,0.9961526852482055
2016,01,115.0446411,CAN,2010,1,2016 Jan,2016-01-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,95.75321708924487,94.15878459325373,1.0040321390837028
2016,02,114.1181855,CAN,2010,1,2016 Feb,2016-02-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,94.98211551213413,94.97174152792972,0.9998151756680915
2016,03,113.1543378,CAN,2010,1,2016 Mar,2016-03-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,94.17989198241017,94.5569072287403,0.9961526852482055
2016,04,113.5494079,CAN,2010,1,2016 Apr,2016-04-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,94.50871419167665,94.0847241656698,1.0040321390837028
2016,05,112.4162438,CAN,2010,1,2016 May,2016-05-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,93.5655663229226,93.9487901291711,0.9998151756680915
2016,06,112.6643757,CAN,2010,1,2016 Jun,2016-06-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,93.77208987291407,93.84406862874694,0.9961526852482055
2016,07,113.1719486,CAN,2010,1,2016 Jul,2016-07-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,94.19454969040414,94.03184414888707,1.0040321390837028
2016,08,113.0930639,CAN,2010,1,2016 Aug,2016-08-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,94.12889288334301,94.23382404355797,0.9998151756680915
2016,09,113.3923942,CAN,2010,1,2016 Sep,2016-09-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,94.37802955692675,94.11559811658,0.9961526852482055
2016,10,112.7458138,CAN,2010,1,2016 Oct,2016-10-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,93.83987190947026,93.98713107038878,1.0040321390837028
2016,11,112.6300159,CAN,2010,1,2016 Nov,2016-11-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,93.74349174476933,93.64458143001666,0.9998151756680915
2016,12,112.1577046,CAN,2010,1,2016 Dec,2016-12-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,93.35038063581041,94.80229027905358,0.9961526852482055
2017,01,116.918672,CAN,2010,1,2017 Jan,2017-01-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,97.312998456581,95.89784722125833,1.0040321390837028
2017,02,116.5788531,CAN,2010,1,2017 Feb,2017-02-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,97.03016257138366,97.07814056636207,0.9998151756680915
2017,03,116.4119666,CAN,2010,1,2017 Mar,2017-03-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,96.89126067112154,97.13112323515298,0.9961526852482055
2017,04,117.1096433,CAN,2010,1,2017 Apr,2017-04-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,97.47194646295377,97.26461448678208,1.0040321390837028
2017,05,117.0600104,CAN,2010,1,2017 May,2017-05-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,97.43063632627093,97.42115652428924,0.9998151756680915
2017,06,116.9762084,CAN,2010,1,2017 Jun,2017-06-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,97.36088678364305,97.39459021231212,0.9961526852482055
2017,07,117.0138874,CAN,2010,1,2017 Jul,2017-07-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,97.3922475270224,97.26204452439744,1.0040321390837028
2017,08,116.5822613,CAN,2010,1,2017 Aug,2017-08-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,97.03299926252689,97.21648340159253,0.9998151756680915
2017,09,116.8119874,CAN,2010,1,2017 Sep,2017-09-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,97.22420341522832,97.0529918786181,0.9961526852482055
2017,10,116.4245968,CAN,2010,1,2017 Oct,2017-10-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,96.90177295809916,97.00500248094367,1.0040321390837028
2017,11,116.4092878,CAN,2010,1,2017 Nov,2017-11-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,96.88903106950355,96.78275095092576,0.9998151756680915
2017,12,116.0109016,CAN,2010,1,2017 Dec,2017-12-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,96.55744882517456,97.87317637472842,0.9961526852482055
2018,01,120.3549379,CAN,2010,1,2018 Jan,2018-01-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.17304922950716,98.92815065006303,1.0040321390837028
2018,02,120.2118484,CAN,2010,1,2018 Feb,2018-02-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.05395389550738,100.04611541590538,0.9998151756680915
2018,03,120.0405058,CAN,2010,1,2018 Mar,2018-03-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,99.9113431227016,100.01591563899495,0.9961526852482055
2018,04,120.2460855,CAN,2010,1,2018 Apr,2018-04-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.08244989877586,100.06527177879903,1.0040321390837028
2018,05,120.3897482,CAN,2010,1,2018 May,2018-05-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.20202231491967,100.11691755777403,0.9998151756680915
2018,06,120.2266584,CAN,2010,1,2018 Jun,2018-06-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.0662804596266,100.16632546748282,0.9961526852482055
2018,07,120.4241719,CAN,2010,1,2018 Jul,2018-07-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.23067362790219,100.13049384073358,1.0040321390837028
2018,08,120.2605963,CAN,2010,1,2018 Aug,2018-08-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.09452743467196,100.1808328041567,0.9998151756680915
2018,09,120.4081007,CAN,2010,1,2018 Sep,2018-09-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.2172973498959,100.10394159485594,0.9961526852482055
2018,10,120.1470244,CAN,2010,1,2018 Oct,2018-10-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100,99.85443087954937,1.0040321390837028
2018,11,119.3612572,CAN,2010,1,2018 Nov,2018-11-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,99.34599528875223,99.33285641432275,0.9998151756680915
2018,12,118.5281321,CAN,2010,1,2018 Dec,2018-12-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,98.65257395421604,100.13941307951913,0.9961526852482055
2019,01,123.0541859,CAN,2010,1,2019 Jan,2019-01-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,102.41966999558916,100.92182160886983,1.0040321390837028
2019,02,122.1813789,CAN,2010,1,2019 Feb,2019-02-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.69322087680432,101.98602227444482,0.9998151756680915
2019,03,122.3639484,CAN,2010,1,2019 Mar,2019-03-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.84517595094098,101.95995357501337,0.9961526852482055
2019,04,122.9602236,CAN,2010,1,2019 Apr,2019-04-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,102.34146389729482,102.11998905456593,1.0040321390837028
2019,05,122.7582125,CAN,2010,1,2019 May,2019-05-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,102.173327315462,102.21246275547932,0.9998151756680915
2019,06,122.6972616,CAN,2010,1,2019 Jun,2019-06-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,102.12259705368116,102.09725565759967,0.9961526852482055
2019,07,122.5449699,CAN,2010,1,2019 Jul,2019-07-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.99584260365586,101.92417654803496,1.0040321390837028
2019,08,122.1343643,CAN,2010,1,2019 Aug,2019-08-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.6540899867679,101.82105966496161,0.9998151756680915
2019,09,122.325586,CAN,2010,1,2019 Sep,2019-09-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.8132464044611,101.63861824834893,0.9961526852482055
2019,10,121.8873761,CAN,2010,1,2019 Oct,2019-10-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.44851835381783,101.41002010533353,1.0040321390837028
2019,11,121.3104027,CAN,2010,1,2019 Nov,2019-11-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.96829555772169,100.98987140070471,0.9998151756680915
2019,12,120.8111975,CAN,2010,1,2019 Dec,2019-12-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.55280029057465,101.99280399323813,0.9961526852482055
2020,01,125.5023571,CAN,2010,1,2020 Jan,2020-01-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,104.45731613141807,NA,1.0040321390837028
2020,02,125.1526747,CAN,2010,1,2020 Feb,2020-02-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,104.16627072122479,NA,NA
2020,03,115.3479462,CAN,2010,1,2020 Mar,2020-03-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,96.00566204284621,NA,NA
2020,04,102.900905,CAN,2010,1,2020 Apr,2020-04-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,85.64582062175482,NA,NA
2020,05,107.0861798,CAN,2010,1,2020 May,2020-05-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,89.12928167366249,NA,NA
2020,06,112.9803566,CAN,2010,1,2020 Jun,2020-06-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,94.0350850669923,NA,NA
2020,07,115.7632282,CAN,2010,1,2020 Jul,2020-07-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,96.35130689095949,NA,NA
2020,08,116.5025082,CAN,2010,1,2020 Aug,2020-08-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,96.9666196743529,NA,NA
2020,09,117.6046404,CAN,2010,1,2020 Sep,2020-09-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,97.88393927132496,NA,NA
2020,10,117.7022546,CAN,2010,1,2020 Oct,2020-10-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,97.96518489558198,NA,NA
2020,11,117.9439619,CAN,2010,1,2020 Nov,2020-11-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,98.16636116374764,NA,NA
2020,12,117.1169867,CAN,2010,1,2020 Dec,2020-12-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,97.47805847449685,NA,NA
2021,01,122.118485,CAN,2010,1,2021 Jan,2021-01-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.64087342973764,NA,NA
2021,02,121.6868168,CAN,2010,1,2021 Feb,2021-02-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.28159012484042,NA,NA
2021,03,122.5445387,CAN,2010,1,2021 Mar,2021-03-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.99548371004016,NA,NA
2021,04,121.3285266,CAN,2010,1,2021 Apr,2021-04-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.98338032581353,NA,NA
2021,05,120.1044551,CAN,2010,1,2021 May,2021-05-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,99.96456899352056,NA,NA
2021,06,120.883206,CAN,2010,1,2021 Jun,2021-06-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.61273394299725,NA,NA
2021,07,121.2002882,CAN,2010,1,2021 Jul,2021-07-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,100.87664576402109,NA,NA
2021,08,121.6221655,CAN,2010,1,2021 Aug,2021-08-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.22777996988827,NA,NA
2021,09,121.972055,CAN,2010,1,2021 Sep,2021-09-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.51899775222397,NA,NA
2021,10,122.3191221,CAN,2010,1,2021 Oct,2021-10-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.80786641271158,NA,NA
2021,11,122.4916036,CAN,2010,1,2021 Nov,2021-11-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.95142510745359,NA,NA
2021,12,121.696874,CAN,2010,1,2021 Dec,2021-12-01,0,0,0,156,🇨🇦,Canada,Americas,120.1470244,101.28996086897679,NA,NA
2013,01,98.41534689,CHL,2013,1,2013 Jan,2013-01-01,0,0,0,228,🇨🇱,Chile,Americas,111.8499226,87.9887483176497,NA,1.0002902160806908
2013,02,98.0011871,CHL,2013,1,2013 Feb,2013-02-01,0,0,0,228,🇨🇱,Chile,Americas,111.8499226,87.61846662198762,87.95822260437873,1.0000282151703404
2013,03,98.72707772,CHL,2013,1,2013 Mar,2013-03-01,0,0,0,228,🇨🇱,Chile,Americas,111.8499226,88.2674528734989,88.219709422192,0.9996815687489689
