countrycode,year,gdppc,imf,countryflag,country,continent,naim
SLV,2022,9.315015104549838,253,🇸🇻,El Salvador,Americas,0
SLV,2023,NA,253,🇸🇻,El Salvador,Americas,0
USA,1997,10.825254692406066,111,🇺🇸,United States,Americas,0
USA,1998,10.85743637298972,111,🇺🇸,United States,Americas,0
USA,1999,10.892784067006291,111,🇺🇸,United States,Americas,0
USA,2000,10.921618733177768,111,🇺🇸,United States,Americas,0
USA,2001,10.921219456189426,111,🇺🇸,United States,Americas,0
USA,2002,10.928758705004684,111,🇺🇸,United States,Americas,0
USA,2003,10.947742177776684,111,🇺🇸,United States,Americas,0
USA,2004,10.976289281807633,111,🇺🇸,United States,Americas,0
USA,2005,11.001311441200443,111,🇺🇸,United States,Americas,0
USA,2006,11.01911684326974,111,🇺🇸,United States,Americas,0
USA,2007,11.029511928044583,111,🇺🇸,United States,Americas,0
USA,2008,11.021274413708259,111,🇺🇸,United States,Americas,0
USA,2009,10.986165071672726,111,🇺🇸,United States,Americas,0
USA,2010,11.004597070656125,111,🇺🇸,United States,Americas,0
USA,2011,11.012709271181684,111,🇺🇸,United States,Americas,0
USA,2012,11.02792395893462,111,🇺🇸,United States,Americas,0
USA,2013,11.039246539373654,111,🇺🇸,United States,Americas,0
USA,2014,11.054532911653583,111,🇺🇸,United States,Americas,0
USA,2015,11.073874688832564,111,🇺🇸,United States,Americas,0
USA,2016,11.083165152136521,111,🇺🇸,United States,Americas,0
USA,2017,11.099010307886363,111,🇺🇸,United States,Americas,0
USA,2018,11.12277437118639,111,🇺🇸,United States,Americas,0
USA,2019,11.14090568485191,111,🇺🇸,United States,Americas,0
USA,2020,11.103193926359808,111,🇺🇸,United States,Americas,0
USA,2021,11.159380936935943,111,🇺🇸,United States,Americas,0
USA,2022,11.174776686319113,111,🇺🇸,United States,Americas,0
USA,2023,NA,111,🇺🇸,United States,Americas,0
