Concepto,2003 |  T1,2003 |  T2,2003 |  T3,2003 |  T4,2003 |  6 Meses,2003 |  9 Meses,2003 |  Anual,2004 |  T1,2004 |  T2,2004 |  T3,2004 |  T4,2004 |  6 Meses,2004 |  9 Meses,2004 |  Anual,2005 |  T1,2005 |  T2,2005 |  T3,2005 |  T4,2005 |  6 Meses,2005 |  9 Meses,2005 |  Anual,2006 |  T1,2006 |  T2,2006 |  T3,2006 |  T4,2006 |  6 Meses,2006 |  9 Meses,2006 |  Anual,2007 |  T1,2007 |  T2,2007 |  T3,2007 |  T4,2007 |  6 Meses,2007 |  9 Meses,2007 |  Anual,2008 |  T1,2008 |  T2,2008 |  T3,2008 |  T4,2008 |  6 Meses,2008 |  9 Meses,2008 |  Anual,2009 |  T1,2009 |  T2,2009 |  T3,2009 |  T4,2009 |  6 Meses,2009 |  9 Meses,2009 |  Anual,2010 |  T1,2010 |  T2,2010 |  T3,2010 |  T4,2010 |  6 Meses,2010 |  9 Meses,2010 |  Anual,2011 |  T1,2011 |  T2,2011 |  T3,2011 |  T4,2011 |  6 Meses,2011 |  9 Meses,2011 |  Anual,2012 |  T1,2012 |  T2,2012 |  T3,2012 |  T4,2012 |  6 Meses,2012 |  9 Meses,2012 |  Anual,2013 |  T1,2013 |  T2,2013 |  T3,2013 |  T4,2013 |  6 Meses,2013 |  9 Meses,2013 |  Anual,2014 |  T1,2014 |  T2,2014 |  T3,2014 |  T4,2014 |  6 Meses,2014 |  9 Meses,2014 |  Anual,2015 |  T1,2015 |  T2,2015 |  T3,2015 |  T4,2015 |  6 Meses,2015 |  9 Meses,2015 |  Anual,2016 |  T1,2016 |  T2,2016 |  T3,2016 |  T4,2016 |  6 Meses,2016 |  9 Meses,2016 |  Anual,2017 |  T1,2017 |  T2,2017 |  T3,2017 |  T4,2017 |  6 Meses,2017 |  9 Meses,2017 |  Anual,2018 |  T1,2018 |  T2,2018 |  T3,2018 |  T4,2018 |  6 Meses,2018 |  9 Meses,2018 |  Anual,2019 |  T1,2019 |  T2,2019 |  T3,2019 |  T4,2019 |  6 Meses,2019 |  9 Meses,2019 |  Anual,2020 |  T1,2020 |  T2,2020 |  T3,2020 |  T4,2020 |  6 Meses,2020 |  9 Meses,2020 |  Anual,2021 |  T1 P,2021 |  T2 P,2021 |  T3 P,2021 |  T4 P,2021 |  6 Meses P,2021 |  9 Meses P,2021 |  Anual P,2022 |  T1 R,2022 |  T2 R,2022 |  T3 R,2022 |  T4 R,2022 |  6 Meses R,2022 |  9 Meses R,2022 |  Anual R,2023 |  T1 R,2023 |  T2 R,2023 |  T3 R,2023 |  T4 P,2023 |  6 Meses,2023 |  9 Meses,2023 |  Anual
Índice de volumen físico base 2018=100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,72.12668329087457,73.96502967692676,73.37886771209146,74.39761087126824,73.04585648390068,73.15686022663095,73.46704788779026,74.4461694945871,76.78024537675286,75.85889605496415,77.35857010170481,75.61320743566996,75.69510364210137,76.11097025700224,74.66108074425104,78.52955142298089,77.58178501514503,79.83949705474957,76.59531608361597,76.92413906079231,77.65297855928164,79.13458773842851,82.1759677296152,81.4616512610014,82.6238614468919,80.65527773402187,80.92406890968171,81.34901704398425,80.80925814755744,83.90256710631535,83.31146996919355,84.67393035617205,82.3559126269364,82.67443174102212,83.1743063948096,81.32529519495615,85.71755387136352,84.10628684547625,83.97570639781603,83.52142453315984,83.71637863726532,83.78121057740302,76.03970724206096,77.33638011289608,79.455979907394,82.48925576957116,76.68804367747852,77.61068908745033,78.83033075798055,79.74349754285677,83.04459654000243,83.50101516313607,85.78966814342634,81.3940470414296,82.0963697486651,83.0196943473554,82.835255631676,85.25475772899689,86.77086910685249,89.19664811969218,84.04500668033644,84.95362748917515,86.01438264680439,87.01565322383485,88.87514463019043,89.01521258896193,91.80624505940358,87.94539892701265,88.30200348099572,89.17806387559769,86.88212282097797,90.50065116505911,90.00990612508292,92.70202686402239,88.69138699301855,89.13089337037331,90.02367674378561,89.03408599520894,92.28930909692649,92.36919594061058,95.42709487927878,90.66169754606773,91.23086367758202,92.27992147800619,91.58486054050368,94.32286238302339,95.33646132542758,97.31189329413571,92.95386146176354,93.74806141631821,94.63901938577258,93.04586793431035,96.44038318396636,96.10743150307131,99.57093403351122,94.74312555913833,95.197894207116,96.29115416371481,96.22883910475552,97.83527837149393,97.25830591375629,101.03484844860849,97.03205873812472,97.10747446333524,98.08931795965354,97.16505588447323,100.63857830059746,99.94161079381003,102.2547550211193,98.90181709253535,99.24841499296025,100.,98.22622177502961,99.88437111173916,99.54389320988656,101.1509517834489,99.05529644338436,99.21816203221844,99.70135947002605,96.84297100486691,79.78689103892994,91.4334104155139,97.60080324898705,88.31493102189842,89.3544241531036,91.41601892707443,94.09295267940617,96.71861292872423,95.80434937683103,99.02511557353054,95.40578280406518,95.53863832832049,96.410257639623,96.86092909933787,99.67883197261551,100.2667850764149,103.45516465008853,98.26988053597671,98.93551538278945,100.06542769961419,100.11705296105,103.0289233117062,103.81056760640513,106.01681699744991,101.5729881363781,102.31884795972044,103.24334021915283
a  Región Norte,69.14775850642934,70.01928602358709,69.92718381401399,70.66103419657885,69.58352226500821,69.6980761146768,69.93881563515231,71.06956952457737,72.96824678009128,72.53875999296103,73.2955380136752,72.01890815233433,72.19219209920989,72.46802857782623,71.608001472815,74.92064020180099,74.58822171819266,76.98805638467252,73.264320837308,73.70562113093622,74.5262299443703,76.54189464604357,79.51907385468172,80.03169838091493,81.32390036551347,78.03048425036265,78.6975556272134,79.35414181178841,78.97880742780117,82.73250929254762,82.68671319285721,83.70558091467043,80.8556583601744,81.46600997106866,82.0259027069691,80.83689972127421,84.80250044574049,82.76015845975914,81.73840915376823,82.81970008350734,82.79985287559128,82.53449194513553,71.37753741365704,73.20048213739504,75.2914798202758,78.40970523047196,72.28900977552603,73.28983312377595,74.56980115044996,75.7580228949591,79.8605970722778,80.21156202090137,81.78943554015639,77.80930998361845,78.61006066271275,79.40490438207365,78.31515622358958,81.55359588099785,83.99869266566486,86.07575320453117,79.93437605229371,81.28914825675076,82.48579949369588,84.21030797885265,87.26723245657257,86.42982598244205,87.89153562253092,85.73877021771263,85.9691221392891,86.44972551009954,83.56301732588646,88.35531831307013,86.99880175098932,89.58540408977598,85.95916781947828,86.3057124633153,87.12563536993046,85.5848050503939,90.018495445739,90.05074640409649,92.40172722290853,87.80165024806645,88.55134896674313,89.51394353078449,89.36600758393939,92.19573500797522,94.00328970666257,95.70703337489348,90.78087129595731,91.8550107661924,92.81801641836766,91.6237574462261,94.9034862452614,94.84629475062839,97.80459277234269,93.26362184574376,93.79117948070531,94.79453280361466,94.43116406738919,97.92986580563908,97.04324885965868,99.95357018225852,96.18051493651414,96.46809291089565,97.33946222873635,96.21478002190493,100.66383804228596,100.16046108922541,102.9609208465837,98.43930903209544,99.01302638447208,100.,99.39866003580995,102.33138036686404,101.47500577695416,101.77387094582255,100.865020201337,101.06834872654271,101.24472928136268,97.72433698263248,80.41709145704445,94.03633645809894,99.37268571077708,89.07071421983846,90.72592163259195,92.88761265213823,95.0131763633532,99.27015891385432,97.95967403225508,100.90853892017135,97.14166763860376,97.41433643648755,98.28788705740848,98.13068957897526,101.76166710581727,101.84248808395613,105.07455111659327,99.94617834239627,100.57828158958289,101.70234897133548,100.90216339740708,103.43310088139985,104.73831044136716,107.02971202864524,102.16763213940345,103.0245249067247,104.02582168720483
b  Región Centro-Norte,63.170676860984756,64.5126377718969,65.3836866531645,66.08248398047387,63.84165731644084,64.35566709534872,64.78737131663,65.89533620945815,67.85100258897623,67.47422149628935,68.7995867804127,66.87316939921719,67.07352009824125,67.5050367687841,66.05289917939652,68.73934207660152,68.15727097844626,71.07070758957094,67.39612062799903,67.64983741148141,68.50505495600379,70.24330022644884,71.92162455541434,71.61914050012406,73.15888307148082,71.08246239093158,71.26135509399573,71.73573708836702,72.45216695244807,73.74284013672406,73.8095190383941,75.35342921361364,73.09750354458606,73.33484204252207,73.83948883529497,73.61968889677645,77.11567367660986,76.20881371941776,75.6841234487694,75.36768128669316,75.64805876426803,75.65707493539337,70.04990986104379,70.2337523005716,72.67142079533451,75.26089158534171,70.1418310808077,70.98502765231663,72.0539936355729,73.50448427059298,76.5251551070454,77.21376987428414,79.13478281314624,75.01481968881919,75.74780308397418,76.59454801626721,77.16816297354237,79.39073855239909,80.37830560956975,82.3437933486396,78.27945076297073,78.97906904517042,79.82025012103769,80.7620585361175,82.20912324303876,83.24218299472781,86.23513649213518,81.48559088957813,82.0711215912947,83.11212531650482,82.2069241602334,85.05294405960075,85.73333686100293,88.15975742948852,83.62993410991707,84.33106836027902,85.2882406275814,84.78739630726147,88.35426629613555,89.13070052005345,92.49704008769642,86.57083130169852,87.42412104115016,88.6923508027867,88.34323644401077,91.66373810614976,92.63371334801649,94.13708278146457,90.00348727508026,90.88022929939234,91.69444266991039,89.92588258379922,94.58693121324656,95.95167842906693,98.54232950660877,92.2564068985229,93.4881640753709,94.75170543318036,95.29879735576034,96.82786759950375,98.7936648514824,100.45449441382965,96.06333247763203,96.97344326891549,97.84370605514404,97.3177621891141,100.78931936804688,100.17210107988723,101.7208173629517,99.0535407785805,99.42639421234941,100.,96.89918860361875,100.56690369186374,100.10341287983661,100.63606063039639,98.73304614774125,99.18983505843971,99.55139145142887,96.32119601161946,79.59267994563515,93.92823620340582,98.67008879828155,87.95693797862731,89.94737072022015,92.12805023973549,94.89472129792645,96.43584933739615,95.87759241202185,98.69267240688235,95.66528531766131,95.73605434911482,96.4752088635567,96.14866047810847,98.87982632166278,100.348845267642,103.00565883542828,97.51424339988563,98.45911068913776,99.59574772571037,99.14375020755939,101.57049817457514,102.79227015699244,105.85469066628073,100.35712419106726,101.16883951304231,102.34030230135194
c  Región Centro,70.74661724709871,74.82535012741852,71.89439077962915,73.27147325580948,72.78598368725861,72.48878605138212,72.68445785248896,72.44335424614547,77.02695826252156,74.13202505363385,77.46755055910731,74.73515625433352,74.53411252076695,75.26747203035205,72.2077660823138,78.55504859586414,76.45129564154325,78.39429414418892,75.38140733908895,75.7380367732404,76.40210111597754,77.64987012502037,82.64408582623088,79.86684714469293,81.09478355852997,80.14697797562563,80.0536010319814,80.31389666361854,77.54912765153261,83.2227115215118,81.603792526642,83.09385974235396,80.38591958652222,80.7918772332288,81.36737286051009,76.29329875320799,84.39902966728626,83.66699855183346,83.98395504797122,80.34616421024712,81.45310899077592,82.08582050507474,72.87333388115067,76.05353386332337,78.97175737028302,82.55159840341413,74.46343387223702,75.96620837158568,77.6125558795428,78.29249653341131,81.00760300046659,82.51151567316943,85.64082483391756,79.65004976693896,80.60387173568245,81.86311001024123,81.87995549654018,83.92175312151161,86.39823960773745,88.21814716584936,82.9008543090259,84.06664940859642,85.10452384790965,85.49060153013137,86.78406427015783,87.43597926997712,91.93976428557595,86.1373329001446,86.57021502342211,87.91260233896055,84.48130828127957,88.47846266412871,89.46550009163528,92.35989188601084,86.47988547270413,87.47509034568117,88.69629073076361,86.92021755856875,89.91678166570378,90.54549255399226,94.43523138690239,88.41849961213627,89.1274972594216,90.4544307912918,89.31624172890565,92.05044211623974,93.35235984540927,96.45655333264668,90.6833419225727,91.5730145635182,92.79389925580033,90.17604685701217,94.60643003498593,94.41244559780213,100.02606583468618,92.39123844599905,93.06497416326674,94.8052470811216,95.36104742558763,96.74602836073784,96.3427143779077,103.02868146640856,96.05353789316273,96.1499300547444,97.86961790766043,96.2307758694691,99.48665836164643,100.0312092097684,104.25135655911606,97.85871711555778,98.58288114696133,100.,97.44482908092415,97.7013061185238,98.87385096332486,101.9009384870522,97.57306759972397,98.0066620542576,98.98023116245623,94.42607805468538,77.6223921516053,88.70071341507962,97.39399672348989,86.02423510314533,86.91639454045676,89.53579508621506,92.64211554124805,95.42609569435797,92.90550562966396,96.83275628839442,94.03410561780302,93.65790562175667,94.4516182884161,95.42070979319661,97.48907700086117,97.72302989737432,101.2362579088214,96.45489339702888,96.8776055638107,97.96726865006336,98.79378054021467,101.4777080202611,101.8099587997858,103.57360258308017,100.1357442802379,100.69381578675387,101.41376248583542
d  Región Centro-Sur,68.22582913075824,70.19920093619999,69.74064099697516,71.69900046985643,69.21251503347912,69.38855702131113,69.96616788344745,71.24590334791706,73.21301414083314,73.71290021382933,73.80498749239813,72.22945874437511,72.72393923419317,72.99420129874441,71.9722006583779,75.08320771785742,74.9909892916773,76.92650804016567,73.52770418811765,74.01546588930421,74.74322642701958,74.5334576106662,77.64052795527962,77.52069208992015,79.41367897256703,76.08699278297291,76.56489255195532,77.27708915710825,77.32197917907693,79.59978098985574,80.50681223632587,82.7945038788197,78.46088008446634,79.14285746841952,80.05576907101954,79.1951098913333,81.84452357298684,80.49730908887605,80.59977456225845,80.51981673216008,80.51231418439872,80.53417927886365,74.55887589679537,75.44311923701265,77.3473871128248,80.8696514711137,75.000997566904,75.78312741554427,77.05475842943665,77.13942345825294,81.33969720479193,81.5133041090172,85.05886776711432,79.23956033152244,79.9974749240207,81.26282313479408,81.59914540994173,84.1829880513147,85.68257241823923,88.19487284429131,82.89106673062821,83.82156862649855,84.91489468094674,85.30569337293666,87.26014246060915,88.34180731502182,90.70943011810452,86.2829179167729,86.96921438285588,87.90426831666804,85.78068764662191,89.44759962733603,87.29044265083012,89.47366216078301,87.61414363697898,87.50624330826268,87.99809802139276,87.63149849180424,91.7577308211316,90.6898305221281,94.32589151694566,89.69461465646792,90.02635327835465,91.10123783800242,90.2370650846519,94.23187609411522,93.5945812951292,96.2945809689769,92.23447058938355,92.68784082463209,93.5895258607183,92.49898710547797,95.99203575059742,94.09176710962674,98.04870867066342,94.24551142803769,94.19426332190072,95.1578746590914,95.55686842135668,97.1903191028256,96.79971984370297,102.04349452774566,96.37359376209115,96.5156357892951,97.89760047390772,97.3780523257323,101.5847021241222,99.41960717904101,101.61763837110442,99.48137722492724,99.46078720963182,100.,98.74486483718483,98.86479077346078,97.7477769475939,100.5697295398643,98.80482780532282,98.45247751941318,98.98179052452598,96.4809262000489,78.28345975730568,89.60400156796601,96.17407033591726,87.3821929786773,88.12279584177354,90.13561446530946,92.36923346793877,93.64203481550892,93.7939311263758,96.75541123975879,93.00563414172383,93.26839980327449,94.14015266239558,93.6321036348593,97.94108219453827,98.45993290228948,102.23976493299394,95.78659291469879,96.6777062438957,98.06822091617022,97.50040714170805,100.92606786949187,101.71919215543026,104.37685107159515,99.21323750559998,100.04855572221007,101.13062955955631
e  Región Sur-Sureste,94.99817701791241,95.49817406645063,95.85390706711517,96.3795316227484,95.24817554218153,95.45008605049274,95.68244744355667,97.94197884310134,98.22072476244082,97.62626900665666,99.01630420888196,98.08135180277108,97.9296575373996,98.2013192052702,97.89340257715969,100.93714344381542,99.48032947924426,101.44172406267478,99.41527301048755,99.43695850007312,99.93814989072351,101.9988774551413,103.6325213424429,102.91838580295926,102.58203344992663,102.81569939879209,102.84992820018117,102.78295451261752,103.45465192850085,104.09653994127588,101.96321254372845,102.69638744726232,103.77559593488837,103.17146813783505,103.0526979651919,102.2772853733203,104.10098543570324,100.72404206080343,101.83784865561081,103.18913540451177,102.36743762327566,102.23504038135944,99.05676735682722,98.05540780173378,98.70680185227559,100.80373564917977,98.5560875792805,98.60632567027886,99.15567816500408,99.99703317893078,102.28454214827141,101.18021869826744,102.76327723686924,101.14078766360109,101.1539313418232,101.5562678155847,101.3171334804142,102.9077576370812,101.77521444077125,106.36559986923149,102.1124455587477,102.0000351860889,103.09142635687456,104.36270409986325,105.32341688056152,104.48150391125748,107.10365653335671,104.8430604902124,104.72254163056074,105.31782035625974,104.07624404720937,105.79037529995408,104.52979682982414,107.8899630204958,104.93330967358172,104.79880539232917,105.57159479937084,105.73003195031043,105.99008668459071,105.41122044900855,107.5240281158055,105.86005931745058,105.71044636130323,106.16384179992879,104.8723928010551,105.56003321315013,106.14876213736895,106.72941851573515,105.21621300710262,105.52706271719141,105.82765166682735,104.93008472621834,105.13556334797617,103.30814257346972,104.86212539013945,105.03282403709726,104.45793021588807,104.55897900945091,102.85589902944629,101.31539394696543,97.62764845578675,99.63313410396569,102.08564648820587,100.59964714406617,100.35801888404106,100.11232770158966,101.43279327415793,99.55927380653979,98.89560521771263,100.77256048787379,100.36813159409579,100.,98.51083105555125,98.88914695870957,97.90156043908257,99.92254361140088,98.69998900713041,98.43384615111445,98.80602051618607,100.13766215951986,83.76021492331101,89.46885358093807,94.51392038216653,91.94893854141546,91.12224355458966,91.97016276148388,95.27388793326988,97.15910311486068,98.21342211980696,101.54124092750409,96.21649552406528,96.88213772264585,98.0469135238604,100.65833445645357,101.92547104750409,102.99473053599274,105.7081957401333,101.29190275197884,101.8595120133168,102.82168294502092,104.41820327451991,108.57897085619052,108.53524177153231,109.8059189681625,106.49858706535522,107.17747196741425,107.83458371760133
Variación porcentual anual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estados Unidos Mexicanos,NA,NA,NA,NA,NA,NA,NA,3.2158503592331016,3.806144217237147,3.379758260379944,3.9799117145844747,3.514711272274724,3.469590422015443,3.598786728507392,0.28868006389444645,2.2783282830686034,2.2711758933751724,3.2070486176037747,1.298858600571279,1.6236656792254678,2.0260000589567255,5.991752261799306,4.64336831238694,5.001001517429586,3.487452319787238,5.3005351475719635,5.199837005297226,4.75968668977842,2.116230660939806,2.1011001444865514,2.2707846938498193,2.481206849183465,2.108522765891081,2.1629693797206073,2.243775545362084,0.638586542220736,2.1632076677086047,0.9540305513473726,-0.8246032225255391,1.415213393970987,1.2603012494928407,0.7296774796204062,-6.499316037186674,-9.777663243919775,-5.5290836303664435,-1.7700960099140417,-8.181590404948523,-7.293303472036612,-5.909296112221355,4.87086344112997,7.381023547744874,5.090913560510572,4.001020912438236,6.136554198386904,5.779720182822217,5.3144056977722585,3.877128774239708,2.6614148073196304,3.9159451383053323,3.9713173509074835,3.256945360583316,3.480370385752039,3.6072022704867805,5.046640540045928,4.246551157534,2.5865172323509427,2.925667045480921,4.6408375711257435,3.941416147588555,3.6780839801921843,-0.1534556116166641,1.8289776535750377,1.1174421845332176,0.9757307948268448,0.8482400160865922,0.938698847932713,0.948229678284477,2.4768768353705184,1.976403383667531,2.621144624069572,2.9395991732236837,2.2215353935149125,2.3560521249153226,2.506279254336647,2.8649415746593974,2.203454881172817,3.2123971142119956,1.9751187199414488,2.5282605308941015,2.7591514946435183,2.5564585122979935,1.5952498974003646,2.2449708876986847,0.8086834427513168,2.3214436210251534,1.9248948556169552,1.5465202894802843,1.7457226296985482,3.4208624639756664,1.446380801771312,1.1974874291049957,1.470222640077452,2.4159358955892145,2.005905983660412,1.8674236606215118,0.9729066550397931,2.865326266522203,2.758946760221349,1.207411691354494,1.9269490709836816,2.2047123987694306,1.9479002200141196,1.0921270830308316,-0.7494215454888149,-0.3979499437366485,-1.0794639696143236,0.15518355007108653,-0.030482059329557387,-0.29864052997395163,-1.4082296408903971,-20.120745467102623,-8.147644755336074,-3.509752970058315,-10.842797717156571,-9.94146401937165,-8.310158042972816,-2.8396674502298396,21.22118266462205,4.780461476230229,1.459324387843381,8.029052052827339,6.92099382188465,5.4631986507010595,2.9417467951747085,3.0606508450165393,4.657863373229134,4.47366211177858,3.0020169089682014,3.5555008046016923,3.791266769200078,3.3616483880437755,3.3608854285241136,3.5343534025644203,2.4760990483418936,3.3612614387906063,3.4197351313536046,3.1758346439875
a  Región Norte,NA,NA,NA,NA,NA,NA,NA,2.779281728950565,4.211640712118637,3.7347080727476225,3.728368608032497,3.499946263212948,3.5784574317796682,3.616322237808518,0.7576125081937306,2.6756753901375134,2.8253332775891096,5.037848784612748,1.7292857069415533,2.096388802886736,2.8401509009365213,6.890142263084442,6.1377394006440795,7.2980378635231204,5.631839774181088,6.505435877360341,6.772800255504421,6.478137792589095,3.18376334035986,4.041087605897346,3.31745404090465,2.9286354176968956,3.620603071931612,3.517840321457129,3.3668827287144865,2.352646683316422,2.502028731986414,0.08882354137189452,-2.3501082477493753,2.429071462858005,1.6372999058089448,0.6200349174861515,-11.701787599763307,-13.68122195378993,-9.02448566856583,-4.072386479940221,-12.71519976208944,-11.485551509498876,-9.650136090957048,6.137064460371704,9.098457742917489,6.534713107472513,4.310346914008022,7.636430800801136,7.25916175842795,6.483996412795221,3.3753960714841185,2.1199425884429672,4.72142737199988,5.240673977105899,2.731120567863485,3.4080721620773318,3.8799808848050787,7.527472381504836,7.005989759068385,2.8942513741894658,2.1095167342714234,7.261449268862293,5.7571938972182295,4.805585980537927,-0.7686596433405128,1.2468435469625234,0.6583095153551,1.9272259327903072,0.2570571063779141,0.3915246726386812,0.781853101143696,2.419476688620122,1.882373539503007,3.508030675919585,3.1437298985783855,2.1434391180444408,2.601955814202171,2.741223235518902,4.418076937043992,2.418658022948847,4.389239912381541,3.577104293744739,3.3931264839255846,3.7307865300730896,3.691126496339507,2.5264078851973295,2.9369593257778632,0.8967824919706686,2.1916460300601415,2.734882926704188,2.10785312457395,2.129453377174144,3.0640596930449533,3.1889024103461736,2.3163309803578187,2.1972152319246874,3.127578613229147,2.854120659332395,2.6846795377893926,1.888800135136421,2.7917655294994006,3.2121886542306015,3.008747620361632,2.3484944919168527,2.6381090335507054,2.733257109035293,3.3091381731373986,1.6565455450621869,1.3124387342403878,-1.1529130576929418,2.4641692359407728,2.075810039468678,1.2447292813626802,-1.6844523382652028,-21.41502326193155,-7.330543380510562,-2.3593337000257293,-11.693157804316982,-10.233101880326487,-8.254372043407528,-2.774294206530243,23.44410512145967,4.172150598300163,1.5455486569663037,9.061287415799882,7.3721100690289205,5.813772419250498,3.2811377694604573,2.509825932811353,3.963686169905543,4.1285031385873765,2.887031664132138,3.2479255814242123,3.4739396848897997,2.824268157416057,1.6424984211830207,2.8434324532839383,1.8607368685139107,2.2226500641144185,2.4321784767847703,2.284581171792027
